date,open,high,low,close,volume
2024-09-26,72.72000122070312,73.7699966430664,72.72000122070312,73.13999938964844,432200
2024-09-27,73.87000274658203,74.56999969482422,73.19000244140625,73.27999877929688,319000
2024-09-30,73.0,73.95999908447266,73.0,73.5199966430664,374700
2024-10-01,73.33999633789062,73.33999633789062,71.83999633789062,72.62000274658203,359200
2024-10-02,72.27999877929688,72.58999633789062,71.08999633789062,71.4000015258789,527100
2024-10-03,70.88999938964844,71.16999816894531,70.11000061035156,70.41999816894531,440500
2024-10-04,71.3499984741211,71.66999816894531,70.44999694824219,71.41000366210938,415200
2024-10-07,71.02999877929688,71.08999633789062,70.55999755859375,70.80000305175781,363900
2024-10-08,70.95999908447266,71.52999877929688,70.63999938964844,71.31999969482422,496400
2024-10-09,70.93000030517578,71.54000091552734,70.54000091552734,70.72000122070312,432200
2024-10-10,70.22000122070312,70.9000015258789,69.70999908447266,70.12999725341797,508400
2024-10-11,70.33999633789062,71.75,70.33999633789062,71.55000305175781,421900
2024-10-14,71.4800033569336,72.31999969482422,71.12000274658203,72.2699966430664,395100
2024-10-15,72.4800033569336,73.5199966430664,71.9800033569336,72.0,383200
2024-10-16,72.54000091552734,75.16999816894531,72.54000091552734,74.30000305175781,941300
2024-10-17,70.58000183105469,70.58000183105469,65.80999755859375,67.05000305175781,2026400
2024-10-18,66.70999908447266,67.22000122070312,64.3499984741211,65.25,1252700
2024-10-21,64.94999694824219,64.94999694824219,62.119998931884766,62.59000015258789,1058900
2024-10-22,62.5,63.06999969482422,61.529998779296875,62.84000015258789,893900
2024-10-23,61.880001068115234,62.75,61.72999954223633,62.279998779296875,667200
2024-10-24,63.54999923706055,64.23999786376953,62.5099983215332,63.619998931884766,1110600
2024-10-25,63.560001373291016,64.12000274658203,62.790000915527344,62.90999984741211,782600
2024-10-28,63.540000915527344,64.23999786376953,63.279998779296875,63.869998931884766,833700
2024-10-29,63.52000045776367,63.849998474121094,62.970001220703125,63.20000076293945,656800
2024-10-30,62.93000030517578,64.26000213623047,62.93000030517578,63.65999984741211,719800
2024-10-31,63.52000045776367,63.90999984741211,62.84000015258789,62.849998474121094,668300
2024-11-01,63.130001068115234,63.7400016784668,62.790000915527344,63.29999923706055,633400
2024-11-04,63.369998931884766,63.91999816894531,63.11000061035156,63.56999969482422,584600
2024-11-05,63.29999923706055,63.66999816894531,62.90999984741211,63.40999984741211,482100
2024-11-06,66.08000183105469,66.08000183105469,63.91999816894531,65.80000305175781,710300
2024-11-07,65.66000366210938,66.5,64.95999908447266,65.2699966430664,496800
2024-11-08,65.11000061035156,65.19999694824219,63.93000030517578,64.37000274658203,570600
2024-11-11,64.7699966430664,65.44999694824219,64.16000366210938,64.48999786376953,494000
2024-11-12,64.0199966430664,64.43000030517578,63.33000183105469,63.40999984741211,536600
2024-11-13,63.66999816894531,64.0999984741211,63.459999084472656,63.790000915527344,394200
2024-11-14,63.720001220703125,63.77000045776367,62.81999969482422,63.150001525878906,334300
2024-11-15,63.5,63.5,61.349998474121094,61.70000076293945,654500
2024-11-18,61.709999084472656,62.40999984741211,61.52000045776367,62.22999954223633,453700
2024-11-19,61.41999816894531,61.56999969482422,60.150001525878906,60.38999938964844,530900
2024-11-20,60.119998931884766,60.400001525878906,59.349998474121094,60.38999938964844,524100
2024-11-21,60.47999954223633,60.880001068115234,60.2400016784668,60.79999923706055,378900
2024-11-22,61.099998474121094,62.790000915527344,61.099998474121094,62.47999954223633,536400
2024-11-25,63.470001220703125,65.16999816894531,63.29999923706055,64.7699966430664,651000
2024-11-26,64.44000244140625,64.61000061035156,63.689998626708984,64.13999938964844,545200
2024-11-27,64.72000122070312,65.0999984741211,64.13999938964844,64.55999755859375,403400
2024-11-29,64.4000015258789,64.81999969482422,63.869998931884766,64.37000274658203,299300
2024-12-02,62.959999084472656,63.880001068115234,62.560001373291016,63.20000076293945,774900
2024-12-03,63.20000076293945,63.20000076293945,62.279998779296875,62.349998474121094,489100
2024-12-04,62.220001220703125,63.2599983215332,62.02000045776367,62.75,678800
2024-12-05,62.61000061035156,62.77000045776367,61.7599983215332,62.220001220703125,558300
2024-12-06,62.84000015258789,62.970001220703125,60.970001220703125,61.36000061035156,588600
2024-12-09,61.83000183105469,62.84000015258789,60.959999084472656,62.31999969482422,893100
2024-12-10,62.189998626708984,62.540000915527344,61.2400016784668,61.900001525878906,599300
2024-12-11,61.95000076293945,62.20000076293945,60.779998779296875,61.0,868400
2024-12-12,60.939998626708984,61.15999984741211,59.959999084472656,60.84000015258789,796800
2024-12-13,60.650001525878906,61.209999084472656,59.869998931884766,61.18000030517578,594900
2024-12-16,60.459999084472656,61.18000030517578,59.31999969482422,59.36000061035156,611900
2024-12-17,58.84000015258789,59.66999816894531,58.7400016784668,59.0,602500
2024-12-18,59.04999923706055,59.59000015258789,57.040000915527344,57.20000076293945,656100
2024-12-19,57.279998779296875,57.66999816894531,56.279998779296875,56.900001525878906,806000
2024-12-20,56.25,57.7400016784668,55.869998931884766,56.939998626708984,3400300
2024-12-23,56.83000183105469,57.900001525878906,56.459999084472656,56.81999969482422,709500
2024-12-24,56.86000061035156,57.290000915527344,56.66999816894531,56.97999954223633,243600
2024-12-26,56.599998474121094,57.95000076293945,56.599998474121094,57.650001525878906,660300
2024-12-27,57.5099983215332,58.16999816894531,56.939998626708984,57.189998626708984,397200
2024-12-30,56.90999984741211,57.2599983215332,56.11000061035156,56.83000183105469,786000
2024-12-31,57.029998779296875,57.86000061035156,56.47999954223633,57.720001220703125,703800
