date,open,high,low,close,volume
2024-09-26,34.900001525878906,35.79999923706055,34.79999923706055,35.400001525878906,2876660
2024-09-27,35.79999923706055,37.29999923706055,35.70000076293945,35.900001525878906,3302940
2024-09-30,36.0,36.70000076293945,35.20000076293945,35.29999923706055,2596290
2024-10-01,35.20000076293945,35.20000076293945,32.5,32.599998474121094,4889190
2024-10-02,32.29999923706055,33.5,32.0,33.400001525878906,3035060
2024-10-03,32.70000076293945,34.099998474121094,32.599998474121094,33.900001525878906,2361600
2024-10-04,34.29999923706055,34.5,32.79999923706055,33.400001525878906,2835910
2024-10-07,33.70000076293945,34.54999923706055,33.5,34.20000076293945,2749240
2024-10-08,34.20000076293945,34.900001525878906,33.70000076293945,34.400001525878906,2438930
2024-10-09,34.400001525878906,34.900001525878906,33.70000076293945,33.900001525878906,2063800
2024-10-10,33.79999923706055,33.95000076293945,32.79999923706055,33.29999923706055,1998360
2024-10-11,33.0,34.20000076293945,32.599998474121094,34.0,1852450
2024-10-14,33.849998474121094,34.09000015258789,33.29999923706055,33.29999923706055,1706280
2024-10-15,33.400001525878906,33.900001525878906,32.599998474121094,32.70000076293945,2099060
2024-10-16,33.0,33.29999923706055,32.599998474121094,32.79999923706055,3453440
2024-10-17,27.399999618530273,29.0,26.5,26.899999618530273,21440400
2024-10-18,27.200000762939453,27.200000762939453,25.5,26.299999237060547,8087750
2024-10-21,26.200000762939453,26.299999237060547,25.200000762939453,25.5,5495610
2024-10-22,25.700000762939453,26.600000381469727,25.600000381469727,26.100000381469727,4764280
2024-10-23,26.100000381469727,26.200000762939453,24.700000762939453,24.899999618530273,5083750
2024-10-24,25.600000381469727,25.600000381469727,24.700000762939453,25.0,4297630
2024-10-25,25.0,25.299999237060547,24.75,25.0,3317090
2024-10-28,25.200000762939453,26.5,25.100000381469727,25.200000762939453,4883260
2024-10-29,25.5,25.5,24.299999237060547,24.399999618530273,4765340
2024-10-30,24.0,24.399999618530273,23.299999237060547,23.5,5202030
2024-10-31,23.799999237060547,23.850000381469727,22.0,22.100000381469727,7236940
2024-11-01,22.5,22.600000381469727,22.0,22.0,3905090
2024-11-04,22.399999618530273,23.100000381469727,22.200000762939453,22.399999618530273,5961450
2024-11-05,22.600000381469727,22.850000381469727,22.299999237060547,22.5,4057490
2024-11-06,22.700000762939453,22.700000762939453,20.200000762939453,21.299999237060547,10575890
2024-11-07,22.0,22.799999237060547,21.700000762939453,22.200000762939453,7788890
2024-11-08,23.5,23.600000381469727,21.0,22.100000381469727,10314700
2024-11-11,22.600000381469727,24.100000381469727,22.350000381469727,23.399999618530273,10298020
2024-11-12,23.200000762939453,23.200000762939453,21.200000762939453,21.399999618530273,9015380
2024-11-13,21.799999237060547,23.299999237060547,21.399999618530273,21.799999237060547,8434290
2024-11-14,22.0,22.200000762939453,20.700000762939453,20.799999237060547,6936210
2024-11-15,20.600000381469727,20.649999618530273,19.299999237060547,20.100000381469727,9946280
2024-11-18,20.200000762939453,22.0,20.100000381469727,21.399999618530273,10050110
2024-11-19,20.950000762939453,21.5,20.600000381469727,21.0,7180390
2024-11-20,20.899999618530273,20.899999618530273,20.0,20.299999237060547,7488080
2024-11-21,20.299999237060547,21.299999237060547,20.0,20.600000381469727,6270750
2024-11-22,20.700000762939453,21.5,20.600000381469727,21.0,4126700
2024-11-25,21.200000762939453,22.5,21.200000762939453,21.700000762939453,7542510
2024-11-26,21.899999618530273,22.200000762939453,21.200000762939453,21.350000381469727,5193250
2024-11-27,21.399999618530273,22.0,21.100000381469727,21.700000762939453,5396400
2024-11-29,21.799999237060547,22.399999618530273,21.399999618530273,21.799999237060547,3378470
2024-12-02,21.899999618530273,22.5,20.799999237060547,21.299999237060547,7182190
2024-12-03,21.0,21.5,20.600000381469727,21.200000762939453,4962440
2024-12-04,21.100000381469727,21.399999618530273,20.600000381469727,21.0,11035750
2024-12-05,21.149999618530273,21.799999237060547,20.600000381469727,20.899999618530273,12774350
2024-12-06,21.200000762939453,23.299999237060547,21.0,23.0,15033670
2024-12-09,23.799999237060547,27.299999237060547,23.5,25.5,17433420
2024-12-10,25.5,25.600000381469727,23.200000762939453,23.600000381469727,10044230
2024-12-11,23.799999237060547,24.5,22.700000762939453,24.299999237060547,11123210
2024-12-12,24.149999618530273,26.0,23.799999237060547,25.399999618530273,9525870
2024-12-13,25.100000381469727,25.899999618530273,24.5,25.799999237060547,6140270
2024-12-16,25.799999237060547,27.5,25.149999618530273,27.299999237060547,7985130
2024-12-17,27.200000762939453,28.5,26.899999618530273,27.600000381469727,7627360
2024-12-18,27.399999618530273,28.700000762939453,24.899999618530273,25.299999237060547,12204460
2024-12-19,25.600000381469727,26.799999237060547,25.399999618530273,26.299999237060547,9013750
2024-12-20,25.899999618530273,31.299999237060547,25.799999237060547,30.200000762939453,15710960
2024-12-23,30.299999237060547,31.5,29.5,31.0,10358160
2024-12-24,31.0,34.25,31.0,32.0,10857810
2024-12-26,31.700000762939453,33.45000076293945,31.43000030517578,33.0,12316300
2024-12-27,32.900001525878906,33.70000076293945,31.0,32.0,8909760
2024-12-30,31.850000381469727,32.29999923706055,30.149999618530273,31.5,9711300
2024-12-31,32.20000076293945,35.20000076293945,29.799999237060547,30.200000762939453,15418980
2025-01-02,30.299999237060547,31.700000762939453,28.899999618530273,30.299999237060547,12932950
2025-01-03,30.200000762939453,33.650001525878906,29.899999618530273,32.900001525878906,10724730
2025-01-06,36.099998474121094,36.400001525878906,33.20000076293945,33.29999923706055,12182170
2025-01-07,34.0,36.20000076293945,31.5,31.799999237060547,11355080
2025-01-08,31.049999237060547,31.600000381469727,29.700000762939453,29.799999237060547,7883730
2025-01-10,29.200000762939453,31.0,29.049999237060547,30.200000762939453,7518890
2025-01-13,30.0,30.299999237060547,28.5,30.100000381469727,7691080
2025-01-14,30.700000762939453,31.600000381469727,29.5,29.600000381469727,6733670
2025-01-15,30.799999237060547,31.299999237060547,30.100000381469727,30.399999618530273,6465590
2025-01-16,30.600000381469727,31.799999237060547,30.200000762939453,30.799999237060547,6342550
2025-01-17,31.299999237060547,32.29999923706055,30.600000381469727,30.700000762939453,6699240
2025-01-21,30.600000381469727,30.600000381469727,28.0,28.600000381469727,9285360
2025-01-22,28.200000762939453,28.399999618530273,26.700000762939453,26.700000762939453,8275450
2025-01-23,26.600000381469727,27.399999618530273,26.100000381469727,27.200000762939453,6556890
2025-01-24,27.549999237060547,28.899999618530273,27.299999237060547,27.899999618530273,8061330
2025-01-27,27.5,29.700000762939453,26.899999618530273,27.5,9673850
2025-01-28,27.399999618530273,27.799999237060547,26.399999618530273,27.700000762939453,6632010
2025-01-29,27.600000381469727,27.799999237060547,26.399999618530273,26.700000762939453,6186590
2025-01-30,27.100000381469727,28.100000381469727,27.0,27.200000762939453,6683560
2025-01-31,27.299999237060547,28.399999618530273,27.0,27.600000381469727,8012840
2025-02-03,26.649999618530273,28.399999618530273,26.399999618530273,28.0,8657760
2025-02-04,28.100000381469727,29.600000381469727,28.100000381469727,29.299999237060547,6482670
2025-02-05,29.399999618530273,30.399999618530273,29.0,29.100000381469727,6939050
2025-02-06,29.399999618530273,30.399999618530273,28.5,28.899999618530273,8139030
2025-02-07,28.799999237060547,29.0,28.0,28.299999237060547,5155860
2025-02-10,28.600000381469727,28.899999618530273,27.600000381469727,27.700000762939453,4695120
2025-02-11,27.450000762939453,27.700000762939453,26.700000762939453,26.899999618530273,4099950
2025-02-12,26.799999237060547,28.75,26.700000762939453,28.700000762939453,9042540
2025-02-13,29.25,33.099998474121094,29.200000762939453,32.599998474121094,14489830
2025-02-14,32.95000076293945,34.20000076293945,32.70000076293945,33.099998474121094,8055860
