date,open,high,low,close,volume
2024-09-26,45.709999084472656,46.02000045776367,45.150001525878906,45.31999969482422,647600
2024-09-27,45.75,46.08000183105469,45.0099983215332,45.790000915527344,645400
2024-09-30,45.5,45.5,44.77000045776367,45.290000915527344,723700
2024-10-01,45.11000061035156,45.220001220703125,43.88999938964844,44.20000076293945,1136300
2024-10-02,43.93000030517578,44.68000030517578,43.81999969482422,43.83000183105469,701000
2024-10-03,43.40999984741211,43.540000915527344,42.630001068115234,42.90999984741211,1069100
2024-10-04,43.880001068115234,43.90999984741211,43.2400016784668,43.4900016784668,524400
2024-10-07,43.22999954223633,43.34000015258789,42.86000061035156,43.2599983215332,643400
2024-10-08,43.18000030517578,43.33000183105469,42.70000076293945,42.95000076293945,487000
2024-10-09,42.869998931884766,43.59000015258789,42.65999984741211,43.2400016784668,500600
2024-10-10,42.81999969482422,43.119998931884766,42.369998931884766,42.790000915527344,518100
2024-10-11,42.779998779296875,43.61000061035156,42.779998779296875,43.45000076293945,466100
2024-10-14,43.400001525878906,44.61000061035156,43.369998931884766,44.400001525878906,428700
2024-10-15,44.33000183105469,44.59000015258789,43.709999084472656,43.790000915527344,547100
2024-10-16,44.209999084472656,45.45000076293945,43.88999938964844,45.06999969482422,879200
2024-10-17,45.209999084472656,45.209999084472656,44.5099983215332,45.0,402800
2024-10-18,45.0,45.08000183105469,44.279998779296875,44.63999938964844,371600
2024-10-21,44.5,44.68000030517578,43.88999938964844,43.959999084472656,672600
2024-10-22,44.0,44.33000183105469,43.599998474121094,44.2400016784668,477800
2024-10-23,44.02000045776367,44.369998931884766,43.540000915527344,43.959999084472656,420700
2024-10-24,44.150001525878906,44.45000076293945,43.380001068115234,44.25,690500
2024-10-25,44.58000183105469,44.79999923706055,44.0099983215332,44.59000015258789,517800
2024-10-28,45.0,45.59000015258789,44.689998626708984,44.970001220703125,673600
2024-10-29,44.4900016784668,44.95000076293945,44.0,44.790000915527344,420800
2024-10-30,44.529998779296875,45.54999923706055,44.470001220703125,45.47999954223633,872700
2024-10-31,45.41999816894531,46.04999923706055,44.33000183105469,44.349998474121094,1002600
2024-11-01,44.880001068115234,45.560001373291016,44.54999923706055,44.7599983215332,676300
2024-11-04,44.880001068115234,45.04999923706055,44.25,44.369998931884766,502600
2024-11-05,44.29999923706055,45.11000061035156,44.220001220703125,45.099998474121094,425200
2024-11-06,46.93000030517578,47.689998626708984,46.29999923706055,47.310001373291016,1168400
2024-11-07,47.22999954223633,48.11000061035156,46.88999938964844,47.31999969482422,1356400
2024-11-08,45.93000030517578,47.689998626708984,44.5099983215332,47.09000015258789,1194500
2024-11-11,47.59000015258789,48.9900016784668,47.31999969482422,48.36000061035156,797700
2024-11-12,48.36000061035156,48.75,47.810001373291016,48.34000015258789,744900
2024-11-13,48.25,49.459999084472656,48.16999816894531,49.349998474121094,796100
2024-11-14,49.54999923706055,49.790000915527344,48.720001220703125,49.0,819100
2024-11-15,48.849998474121094,49.060001373291016,48.290000915527344,48.470001220703125,687600
2024-11-18,48.369998931884766,48.68000030517578,47.900001525878906,48.2400016784668,468300
2024-11-19,47.5,48.29999923706055,47.18000030517578,48.22999954223633,521500
2024-11-20,48.209999084472656,48.209999084472656,47.560001373291016,47.91999816894531,379800
2024-11-21,48.56999969482422,50.02000045776367,48.310001373291016,49.79999923706055,736000
2024-11-22,49.79999923706055,50.79999923706055,49.529998779296875,50.63999938964844,735300
2024-11-25,51.02000045776367,52.310001373291016,51.02000045776367,52.15999984741211,772700
2024-11-26,51.619998931884766,51.810001373291016,50.95000076293945,51.220001220703125,671400
2024-11-27,51.349998474121094,51.7400016784668,50.61000061035156,50.709999084472656,271500
2024-11-29,51.209999084472656,51.470001220703125,50.88999938964844,50.900001525878906,256900
2024-12-02,51.290000915527344,51.290000915527344,50.2400016784668,50.599998474121094,585500
2024-12-03,50.560001373291016,50.72999954223633,49.68000030517578,50.43000030517578,754300
2024-12-04,50.279998779296875,51.529998779296875,50.150001525878906,51.369998931884766,605300
2024-12-05,51.41999816894531,51.66999816894531,50.58000183105469,50.599998474121094,495100
2024-12-06,51.220001220703125,51.290000915527344,49.869998931884766,50.029998779296875,489200
2024-12-09,50.7400016784668,51.08000183105469,50.13999938964844,50.220001220703125,656700
2024-12-10,49.869998931884766,50.72999954223633,49.209999084472656,50.11000061035156,578100
2024-12-11,50.4900016784668,50.52000045776367,49.91999816894531,50.060001373291016,813000
2024-12-12,50.04999923706055,50.16999816894531,49.2599983215332,49.369998931884766,493200
2024-12-13,49.540000915527344,49.869998931884766,49.06999969482422,49.41999816894531,569400
2024-12-16,49.0099983215332,49.9900016784668,49.0,49.75,514100
2024-12-17,49.33000183105469,49.97999954223633,48.779998779296875,49.08000183105469,972600
2024-12-18,49.130001068115234,49.5,46.84000015258789,47.04999923706055,1183800
2024-12-19,47.709999084472656,48.13999938964844,46.720001220703125,47.459999084472656,838900
2024-12-20,47.41999816894531,49.290000915527344,47.029998779296875,48.56999969482422,1605300
2024-12-23,48.459999084472656,48.68000030517578,48.130001068115234,48.61000061035156,432500
2024-12-24,48.849998474121094,49.290000915527344,48.61000061035156,49.209999084472656,189000
2024-12-26,49.0,49.709999084472656,48.959999084472656,49.58000183105469,303500
2024-12-27,49.16999816894531,49.75,48.70000076293945,48.900001525878906,371300
2024-12-30,48.43000030517578,48.599998474121094,47.4900016784668,48.040000915527344,393600
2024-12-31,48.22999954223633,48.91999816894531,48.0,48.209999084472656,388200
2025-01-02,48.599998474121094,48.970001220703125,47.70000076293945,47.959999084472656,685900
2025-01-03,48.189998626708984,48.189998626708984,47.310001373291016,47.779998779296875,656000
2025-01-06,48.150001525878906,48.68000030517578,47.41999816894531,47.47999954223633,696600
2025-01-07,47.560001373291016,48.220001220703125,47.33000183105469,47.93000030517578,523600
2025-01-08,47.349998474121094,47.63999938964844,46.70000076293945,47.2599983215332,488500
