Ticker
MMM
AOS
AAON
ABT
ABBV
ACHC
ACN
AYI
ADBE
ADT
WMS
AMD
ACM
AES
AMG
AFRM
AFL
AGCO
A
ADC
AGNC
AL
APD
ABNB
AKAM
ALK
ALB
ACI
AA
ARE
ALGN
ALLE
ALGM
LNT
ALL
ALLY
ALNY
GOOGL
GOOG
MO
AMZN
AMCR
DOX
AMTM
AS
AEE
AAL
AEP
AXP
AFG
AMH
AIG
AMT
AWK
COLD
AMP
AME
AMGN
AMKR
APH
ADI
AU
NLY
AM
AR
AON
APA
APG
APLS
APO
APPF
AAPL
AIT
AMAT
APP
ATR
APTV
ARMK
ACGL
ADM
ARES
ANET
AWI
ARW
AJG
ASH
AIZ
AGO
ALAB
ASTS
T
ATI
TEAM
ATO
AUR
ADSK
ADP
AN
AZO
AVB
AVTR
AVY
CAR
AVT
AXTA
AXS
AXON
BKR
BALL
BAC
OZK
BBWI
BAX
BDX
BRBR
BSY
BILL
BIO
TECH
BIIB
BMRN
BIRK
BJ
BLK
BX
HRB
BA
BOKF
BKNG
BAH
BWA
SAM
BSX
BYD
BHF
BMY
BRX
AVGO
CVNA
CASY
CAT
CAVA
CBOE
CBRE
CCCS
CDW
CE
CELH
CERN
CNC
CNP
SCHW
CHTR
CHE
LNG
CVX
CHWY
CMG
CHH
CHRD
CB
CHD
CHDN
CMCSA
CMA
FIX
CBSH
CAG
CNXC
CFLT
COP
ED
STZ
CEG
COO
CPRT
CORT
CNM
GLW
CPAY
CTVA
CSGP
COST
CTRA
COTY
CPG
CR
CXT
CACC
CRH
CROX
CRWD
CCI
CCK
CSX
CUBE
CMI
CW
CVS
DHI
DHR
DRI
DAR
DDOG
DVA
DAY
DECK
DE
DAL
DELL
XRAY
DVN
DXCM
FANG
DKS
DLR
DDS
DOCU
DLB
DG
DLTR
D
DPZ
DCI
DASH
DV
DOV
DOW
DOCS
DGX
DKNG
DBX
DTM
DTE
DUK
DNB
DUOL
DD
BROS
DXC
DT
ELF
EXP
EWBC
EGP
EMN
ETN
EBAY
ECL
EIX
EW
ELAN
ESTC
EA
ESI
ELV
EME
EMR
EHC
ENPH
ENTG
ETR
NVST
EOG
EPAM
EPR
EQT
EFX
EQIX
EQH
ELS
EQR
ESAB
WTRG
ESS
EL
ETSY
EEFT
EVR
EG
EVRG
ES
ECG
EXAS
EXEL
EXC
EXLS
EXPE
EXPD
EXR
XOM
FFIV
FDS
FICO
FAST
FRT
FDX
FERG
FNF
FIS
FITB
FAF
FCNCA
FHB
FHN
FR
FSLR
FE
FI
FIVE
FLEX
FND
FLO
FLS
FLUT
FMC
FNB
F
FTNT
FTV
FBIN
FOXA
FOX
BEN
FRHC
FCX
FRPT
FYBR
CFR
FTAI
FCN
GME
GLPI
GAP
GRMN
IT
GTES
HUBB
HUBS
HUM
HBAN
HII
HUN
H
IAC
IBM
IDA
IEX
IDXX
ITW
ILMN
INCY
INFA
IR
INGM
INGR
INSM
INSP
PODD
INTC
IBKR
ICE
IFF
IP
IPG
INTU
ISRG
IVZ
INVH
IONS
IPGP
IQV
IRDM
IRM
ITT
JBL
J
JHX
JHG
JAZZ
JBHT
JEF
JNJ
JCI
JLL
JPM
KRMN
KBR
K
KMPR
KVUE
KDP
KEY
KEYS
LBRDK
LBTYA
LBTYK
FWONA
FWONK
LLYVA
LLYVK
LNW
LLY
LECO
LNC
LIN
LINE
LAD
LFUS
LYV
LKQ
LOAR
LMT
L
LPX
LOW
LPLA
LCID
LULU
LITE
LYFT
LYB
MTB
MTSI
M
MSGS
MANH
MAN
CART
MPC
MKL
MKTX
MAR
MMC
MLM
MRVL
MAS
MASI
MTZ
MA
MTDR
MTCH
MAT
MKC
MCD
MCK
MDU
MPW
MEDP
MDT
MRK
META
MET
MTD
MTG
MGM
MCHP
MU
MSFT
MSTR
MAA
MIDD
TIGO
MRP
MKSI
MRNA
MHK
MOH
TAP
MDLZ
MDB
MPWR
MNST
MCO
MS
MORN
MOS
MSI
MP
COOP
MSA
MSM
MSCI
MLI
MUSA
NDAQ
NTRA
NFG
NSA
NCNO
NTAP
NFLX
NBIX
NYT
NWL
NEU
NEM
NWSA
NWS
NXST
NEE
NKE
NI
NNN
NDSN
NSC
NTRS
NOC
NCLH
NOV
NRG
NU
NUE
NTNX
NVT
NVDA
NVR
ORLY
OXY
OGE
OKTA
ODFL
ORI
OLN
OLLI
OHI
OMC
ONON
ON
OMTO
ORCL
OGN
OSK
OTIS
OVV
OC
PCAR
PKG
PLTR
PANW
PK
PH
PSN
PAYX
PAYC
PCTY
PYPL
PEGA
PENN
PAG
PNR
PEN
PEP
PFGC
PR
PRGO
PFE
PCG
PM
PSX
PPC
PNFP
PNW
PINS
PLNT
PNC
POOL
BPOP
POST
PPG
PPL
TROW
PRI
PRMB
PFG
PCOR
PG
PGR
PLD
PB
PRU
PTC
PSA
PEG
PHM
PSTG
PVH
QGEN
QRVO
QCOM
PWR
QS
DGX
RL
RRC
RJF
RYN
RBA
RBC
O
RDDT
RRX
REG
REGN
RF
RGA
RS
RNR
RGEN
RSG
RMD
QSR
RVMD
RVTY
REXR
REYN
RH
RNG
SRPT
SBAC
HSIC
SLB
SNDR
SMG
SEB
SEE
SEIC
SRE
ST
S
SCI
NOW
SN
SHW
FOUR
SLGN
SPG
SSD
SIRI
SITE
SKX
SWKS
SFD
SJM
SW
SNA
TMUS
TTWO
TLN
TPR
TRGP
TGT
SNX
FTI
TDY
TFX
TEM
THC
TDC
TER
TSLA
TTEK
TXN
TPL
TXRH
TXT
TMO
TFSL
THO
TKR
TJX
TKO
TOST
TOL
BLD
TTC
TPG
TSCO
TTD
TW
TT
TDG
TRU
TNL
TRV
TREX
TRMB
TFC
DJT
TWLO
TYL
TSN
UHAL
UHAL.B
USB
UBER
UI
UDR
UGI
PATH
ULTA
RARE
UAA
UA
UNP
UAL
UPS
URI
UTHR
UWMC
UNH
U
OLED
UHS
UNM
USFD
MTN
VLO
VMI
VVV
VEEV
VTR
VLTO
VRSN
VRSK
VZ
VRTX
VRT
VFC
VTRS
VICI
VIK
VKTX
VNOM
VIRT
V
VST
VNT
VNO
VOYA
VMC
WPC
WRB
GWW
WAB
WBA
WMT
DIS
WBD
WM
WAT
WSO
W
WFRD
WBS
WEC
WFC
WELL
WEN
WCC
WST
WAL
WDC
WU
WLK
WEX
WY
WHR
WTM
WMB
WSM
WTW
WSC
WING
WTFC
WWD
WDAY
WH
WYNN
XEL
XP
XPO
XYL
YETI
YUM
ZBRA
ZG
Z
ZBH
ZION
ZTS
ZM
GTM
ZS
