candidate_type,ticker_tv,ticker_yf,price,market_cap,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes,rank_score
anticipative,WMS,WMS,141.77000427246094,11136303765.689941,Industrials,Building Products & Equipment,Buy,2,BUY,Strong Buy,1.4,10.0,3.5
anticipative,FTAI,FTAI,149.8350067138672,15368726473.648071,Industrials,Rental & Leasing Services,Buy,2,,Strong Buy,1.4,10.0,3.5
anticipative,SN,SN,117.88500213623047,16638053431.503296,Consumer Discretionary,Household Appliances,Buy,3,,Strong Buy,1.27273,10.0,3.5
event,WMS,WMS,141.77000427246094,11136303765.689941,Industrials,Building Products & Equipment,Buy,2,BUY,Strong Buy,1.4,10.0,3.5
event,FTAI,FTAI,149.8350067138672,15368726473.648071,Industrials,Rental & Leasing Services,Buy,2,,Strong Buy,1.4,10.0,3.5
event,SN,SN,117.88500213623047,16638053431.503296,Consumer Discretionary,Household Appliances,Buy,3,,Strong Buy,1.27273,10.0,3.5
anticipative,NXST,NXST,205.02000427246094,6215345445.523071,Communication Services,Broadcasting,Buy,2,,Strong Buy,1.55556,9.0,3.45
event,NXST,NXST,205.02000427246094,6215345445.523071,Communication Services,Broadcasting,Buy,2,,Strong Buy,1.55556,9.0,3.45
anticipative,R,R,184.94000244140625,7543813663.586426,Industrials,Cargo Ground Transportation,Buy,2,,Strong Buy,1.5,8.0,3.4
anticipative,BPOP,BPOP,125.80500030517578,8502254174.624634,Financials,Banks - Regional,Strong Buy,4,,Buy,1.875,8.0,3.4
anticipative,AYI,AYI,330.3399963378906,10123203119.77539,Industrials,Electrical Components & Equipment,Strong Buy,4,BUY,Buy,2.0,8.0,3.4
anticipative,MSI,MSI,473.1449890136719,78827847749.63379,Information Technology,Communications Equipment,Strong Buy,4,,Buy,1.84615,8.0,3.4
event,R,R,184.94000244140625,7543813663.586426,Industrials,Cargo Ground Transportation,Buy,2,,Strong Buy,1.5,8.0,3.4
event,BPOP,BPOP,125.80500030517578,8502254174.624634,Financials,Banks - Regional,Strong Buy,4,,Buy,1.875,8.0,3.4
event,AYI,AYI,330.3399963378906,10123203119.77539,Industrials,Electrical Components & Equipment,Strong Buy,4,BUY,Buy,2.0,8.0,3.4
event,MSI,MSI,473.1449890136719,78827847749.63379,Information Technology,Communications Equipment,Strong Buy,4,,Buy,1.84615,8.0,3.4
anticipative,THG,THG,175.94000244140625,6293444263.330078,Financials,Property & Casualty Insurance,Strong Buy,6,,Buy,2.0,7.0,3.35
anticipative,RGLD,RGLD,182.3000030517578,12001009730.900574,Materials,Precious Metals & Minerals,Strong Buy,6,,Buy,1.71429,7.0,3.35
anticipative,FLEX,FLEX,54.09000015258789,20657350120.994385,Information Technology,Electronic Manufacturing Services,Strong Buy,4,,Buy,1.66667,7.0,3.35
event,THG,THG,175.94000244140625,6293444263.330078,Financials,Property & Casualty Insurance,Strong Buy,6,,Buy,2.0,7.0,3.35
event,RGLD,RGLD,182.3000030517578,12001009730.900574,Materials,Precious Metals & Minerals,Strong Buy,6,,Buy,1.71429,7.0,3.35
event,FLEX,FLEX,54.09000015258789,20657350120.994385,Information Technology,Electronic Manufacturing Services,Strong Buy,4,,Buy,1.66667,7.0,3.35
anticipative,AU,AU,59.540000915527344,30052458222.106934,Materials,Gold,Strong Buy,6,,Buy,2.33333,6.0,3.3
event,AU,AU,59.540000915527344,30052458222.106934,Materials,Gold,Strong Buy,6,,Buy,2.33333,6.0,3.3
anticipative,AL,AL,63.79999923706055,7130606914.730072,Industrials,Rental & Leasing Services,Strong Buy,6,BUY,Buy,2.0,4.0,3.2
event,AL,AL,63.79999923706055,7130606914.730072,Industrials,Rental & Leasing Services,Strong Buy,6,BUY,Buy,2.0,4.0,3.2
anticipative,ORI,ORI,40.1150016784668,9967374467.048645,Financials,Property & Casualty Insurance,Strong Buy,6,,Buy,2.33333,2.0,3.1
event,ORI,ORI,40.1150016784668,9967374467.048645,Financials,Property & Casualty Insurance,Strong Buy,6,,Buy,2.33333,2.0,3.1
anticipative,APA,APA,22.760000228881836,8143209077.730713,Energy,Oil & Gas Exploration & Production,Strong Buy,4,,Hold,2.96552,28.0,3.0
anticipative,ZION,ZION,56.7400016784668,8376186007.781982,Financials,Regional Banks,Strong Buy,4,,Hold,2.73913,21.0,3.0
anticipative,AAL,AAL,13.494999885559082,8904392171.528564,Industrials,Passenger Airlines,Buy,2,,Buy,2.22727,20.0,3.0
anticipative,NCLH,NCLH,25.260000228881836,11415928521.360168,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,,Buy,1.73913,21.0,3.0
anticipative,NBIX,NBIX,137.90499877929688,13677625188.048828,Health Care,Biotechnology,Strong Buy,4,,,,26.0,3.0
anticipative,KIM,KIM,22.404600143432617,15172395217.132568,Real Estate,Retail REITs,Buy,2,,Buy,2.375,21.0,3.0
anticipative,CHRW,CHRW,128.62100219726562,15188982770.477295,Industrials,Air Freight & Logistics,Buy,2,,Buy,2.07692,25.0,3.0
anticipative,BBY,BBY,75.25499725341797,15904918506.558105,Consumer Discretionary,Computer & Electronics Retail,Buy,2,,Buy,2.37037,21.0,3.0
anticipative,THC,THC,184.88499450683594,16334774149.673462,Health Care,Health Care Facilities,Strong Buy,4,,,,21.0,3.0
anticipative,CHWY,CHWY,40.2400016784668,16611676614.816284,Consumer Discretionary,Other Specialty Retail,Buy,3,,Buy,2.03448,21.0,3.0
anticipative,U,U,39.08000183105469,16830427443.292969,Information Technology,Software - Application,Buy,2,,Buy,2.18519,22.0,3.0
anticipative,RIVN,RIVN,14.841899871826172,18009606798.94043,Consumer Discretionary,Auto Manufacturers,Strong Buy,4,,Hold,2.65385,24.0,3.0
anticipative,DECK,DECK,124.41000366210938,18455354168.52832,Consumer Discretionary,Footwear,Buy,2,,Buy,2.32,21.0,3.0
anticipative,KEY,KEY,18.80500030517578,20620057731.11133,Financials,Regional Banks,Strong Buy,4,,,,22.0,3.0
anticipative,DVN,DVN,35.290000915527344,22402092581.176758,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,1.8,29.0,3.0
anticipative,MDB,MDB,311.2049865722656,25318671727.24121,Information Technology,Systems Software,Buy,2,,Buy,1.675,36.0,3.0
anticipative,EXPE,EXPE,210.82000732421875,26081808026.123047,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,,Buy,2.28571,32.0,3.0
anticipative,SYF,SYF,74.93499755859375,27880164122.695312,Financials,Consumer Finance,Strong Buy,4,,,,21.0,3.0
anticipative,MLM,MLM,609.0100708007812,36726961329.711914,Materials,Construction Materials,Buy,2,,Buy,1.80952,22.0,3.0
anticipative,HUM,HUM,310.20001220703125,37308375868.16406,Health Care,Managed Health Care,Buy,2,,Buy,2.44,22.0,3.0
anticipative,HSY,HSY,184.1999969482422,37341760181.33545,Consumer Staples,Packaged Foods & Meats,Strong Buy,6,,Hold,3.08333,22.0,3.0
anticipative,RDDT,RDDT,221.2100067138672,41400780016.54053,Communication Services,Interactive Media & Services,Buy,2,,Buy,2.07407,26.0,3.0
anticipative,F,F,11.645000457763672,46345471149.19531,Consumer Discretionary,Automobile Manufacturers,Strong Buy,4,,Hold,3.04167,22.0,3.0
anticipative,EW,EW,80.41999816894531,47586038966.450195,Health Care,Health Care Equipment,Buy,3,,Buy,2.15152,30.0,3.0
anticipative,MNST,MNST,63.125,61637019520.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Buy,3,,Buy,2.16,22.0,3.0
anticipative,AZO,AZO,4183.759765625,69988861991.21094,Consumer Discretionary,Automotive Retail,Buy,2,,Buy,1.65385,22.0,3.0
anticipative,SNOW,SNOW,229.01499938964844,76412683002.11133,Information Technology,Software - Application,Buy,2,,Buy,1.60784,47.0,3.0
anticipative,PNC,PNC,203.58999633789062,80175167316.55566,Financials,Regional Banks,Strong Buy,4,,,,22.0,3.0
anticipative,HCA,HCA,405.05499267578125,95559355466.65234,Health Care,Health Care Facilities,Buy,2,,Buy,2.0,21.0,3.0
anticipative,PLD,PLD,111.5999984741211,103571826705.48828,Real Estate,Industrial REITs,Buy,2,,Buy,2.04167,20.0,3.0
anticipative,INTC,INTC,24.019899368286133,105134618368.36426,Information Technology,Semiconductors,Strong Buy,4,,Hold,3.04545,35.0,3.0
anticipative,CVNA,CVNA,362.2250061035156,115385691917.05664,Consumer Discretionary,Automotive Retail,Buy,3,,Buy,2.18182,20.0,3.0
anticipative,ADI,ADI,243.5,119791044448.0,Information Technology,Semiconductors,Buy,3,,Buy,1.74286,32.0,3.0
anticipative,PANW,PANW,191.32000732421875,127973946776.92969,Information Technology,Systems Software,Buy,2,,Buy,1.77358,46.0,3.0
anticipative,BA,BA,231.1300048828125,174788643764.31445,Industrials,Aerospace & Defense,Buy,3,,Buy,1.62963,24.0,3.0
event,FOUR,FOUR,88.33999633789062,7907030384.216309,Information Technology,Software - Infrastructure,Strong Sell,-4,,Strong Buy,1.54545,21.0,3.0
event,GTLB,GTLB,47.02000045776367,8000217601.726196,Information Technology,Software - Infrastructure,Neutral,0,,Strong Buy,1.53571,27.0,3.0
event,APA,APA,22.760000228881836,8143209077.730713,Energy,Oil & Gas Exploration & Production,Strong Buy,4,,Hold,2.96552,28.0,3.0
event,ZION,ZION,56.7400016784668,8376186007.781982,Financials,Regional Banks,Strong Buy,4,,Hold,2.73913,21.0,3.0
event,AAL,AAL,13.494999885559082,8904392171.528564,Industrials,Passenger Airlines,Buy,2,,Buy,2.22727,20.0,3.0
event,EXAS,EXAS,48.16999816894531,9119496268.706543,Health Care,Diagnostics & Research,Neutral,0,,Strong Buy,1.375,23.0,3.0
event,NCLH,NCLH,25.260000228881836,11415928521.360168,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,,Buy,1.73913,21.0,3.0
event,XPO,XPO,125.15499877929688,14738502966.247559,Industrials,Cargo Ground Transportation,Strong Sell,-4,,Strong Buy,1.5,24.0,3.0
event,DT,DT,49.90999984741211,15134408095.170166,Information Technology,Software - Application,Neutral,-1,,Strong Buy,1.58333,32.0,3.0
event,KIM,KIM,22.404600143432617,15172395217.132568,Real Estate,Retail REITs,Buy,2,,Buy,2.375,21.0,3.0
event,CHRW,CHRW,128.62100219726562,15188982770.477295,Industrials,Air Freight & Logistics,Buy,2,,Buy,2.07692,25.0,3.0
event,BBY,BBY,75.25499725341797,15904918506.558105,Consumer Discretionary,Computer & Electronics Retail,Buy,2,,Buy,2.37037,21.0,3.0
event,CHWY,CHWY,40.2400016784668,16611676614.816284,Consumer Discretionary,Other Specialty Retail,Buy,3,,Buy,2.03448,21.0,3.0
event,U,U,39.08000183105469,16830427443.292969,Information Technology,Software - Application,Buy,2,,Buy,2.18519,22.0,3.0
event,RIVN,RIVN,14.841899871826172,18009606798.94043,Consumer Discretionary,Auto Manufacturers,Strong Buy,4,,Hold,2.65385,24.0,3.0
event,DECK,DECK,124.41000366210938,18455354168.52832,Consumer Discretionary,Footwear,Buy,2,,Buy,2.32,21.0,3.0
event,DVN,DVN,35.290000915527344,22402092581.176758,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,1.8,29.0,3.0
event,EXE,EXE,96.16000366210938,22900120232.1167,Energy,Oil & Gas Exploration & Production,Neutral,1,,Strong Buy,1.38462,26.0,3.0
event,HUBS,HUBS,469.3999938964844,24734140818.38684,Information Technology,Software - Application,Neutral,-1,,Strong Buy,1.41667,33.0,3.0
event,PINS,PINS,36.900001525878906,25089417447.09082,Communication Services,Internet Content & Information,Neutral,1,,Strong Buy,1.525,36.0,3.0
event,MDB,MDB,311.2049865722656,25318671727.24121,Information Technology,Systems Software,Buy,2,,Buy,1.675,36.0,3.0
event,EXPE,EXPE,210.82000732421875,26081808026.123047,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Buy,2,,Buy,2.28571,32.0,3.0
event,DXCM,DXCM,76.90499877929688,30158680411.535156,Health Care,Health Care Equipment,Sell,-2,,Strong Buy,1.40741,25.0,3.0
event,MLM,MLM,609.0100708007812,36726961329.711914,Materials,Construction Materials,Buy,2,,Buy,1.80952,22.0,3.0
event,HUM,HUM,310.20001220703125,37308375868.16406,Health Care,Managed Health Care,Buy,2,,Buy,2.44,22.0,3.0
event,HSY,HSY,184.1999969482422,37341760181.33545,Consumer Staples,Packaged Foods & Meats,Strong Buy,6,,Hold,3.08333,22.0,3.0
event,FANG,FANG,142.8350067138672,41348737038.930664,Energy,Oil & Gas Exploration & Production,Neutral,1,,Strong Buy,1.46667,30.0,3.0
event,RDDT,RDDT,221.2100067138672,41400780016.54053,Communication Services,Interactive Media & Services,Buy,2,,Buy,2.07407,26.0,3.0
event,F,F,11.645000457763672,46345471149.19531,Consumer Discretionary,Automobile Manufacturers,Strong Buy,4,,Hold,3.04167,22.0,3.0
event,VRT,VRT,124.05999755859375,47374420080.1875,Industrials,Electrical Equipment & Parts,Sell,-2,,Strong Buy,1.58333,23.0,3.0
event,DDOG,DDOG,131.81500244140625,47409372559.05078,Information Technology,Application Software,Neutral,1,,Strong Buy,1.54545,40.0,3.0
event,EW,EW,80.41999816894531,47586038966.450195,Health Care,Health Care Equipment,Buy,3,,Buy,2.15152,30.0,3.0
event,CTVA,CTVA,72.91000366210938,49513185820.05859,Materials,Fertilizers & Agricultural Chemicals,Neutral,1,,Strong Buy,1.56522,21.0,3.0
event,FLUT,FLUT,295.04998779296875,51865657154.174805,Consumer Discretionary,Casinos & Gaming,Neutral,-1,,Strong Buy,1.42308,26.0,3.0
event,SLB,SLB,35.125,52394909312.0,Energy,Oil & Gas Equipment & Services,Neutral,-1,,Strong Buy,1.48276,28.0,3.0
event,CMG,CMG,41.7942008972168,56041008099.06006,Consumer Discretionary,Restaurants,Strong Sell,-4,,Strong Buy,1.58824,31.0,3.0
event,MNST,MNST,63.125,61637019520.0,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Buy,3,,Buy,2.16,22.0,3.0
event,HWM,HWM,173.4499969482422,69922206244.95703,Industrials,Aerospace & Defense,Sell,-2,,Strong Buy,1.43478,20.0,3.0
event,AZO,AZO,4183.759765625,69988861991.21094,Consumer Discretionary,Automotive Retail,Buy,2,,Buy,1.65385,22.0,3.0
event,TDG,TDG,1286.2349853515625,72479727295.05615,Industrials,Aerospace & Defense,Sell,-2,,Strong Buy,1.57143,20.0,3.0
event,FI,FI,136.52999877929688,74216754903.1543,Financials,Transaction & Payment Processing Services,Sell,-2,,Strong Buy,1.57576,31.0,3.0
event,SNOW,SNOW,229.01499938964844,76412683002.11133,Information Technology,Software - Application,Buy,2,,Buy,1.60784,47.0,3.0
event,HCA,HCA,405.05499267578125,95559355466.65234,Health Care,Health Care Facilities,Buy,2,,Buy,2.0,21.0,3.0
event,PLD,PLD,111.5999984741211,103571826705.48828,Real Estate,Industrial REITs,Buy,2,,Buy,2.04167,20.0,3.0
event,INTC,INTC,24.019899368286133,105134618368.36426,Information Technology,Semiconductors,Strong Buy,4,,Hold,3.04545,35.0,3.0
event,SNPS,SNPS,587.7999877929688,108768860941.16211,Information Technology,Application Software,Sell,-2,,Strong Buy,1.36364,22.0,3.0
event,CVNA,CVNA,362.2250061035156,115385691917.05664,Consumer Discretionary,Automotive Retail,Buy,3,,Buy,2.18182,20.0,3.0
event,COP,COP,95.18000030517578,118874112626.90625,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Strong Buy,1.57692,26.0,3.0
event,ADI,ADI,243.5,119791044448.0,Information Technology,Semiconductors,Buy,3,,Buy,1.74286,32.0,3.0
event,PANW,PANW,191.32000732421875,127973946776.92969,Information Technology,Systems Software,Buy,2,,Buy,1.77358,46.0,3.0
event,MU,MU,118.05999755859375,132124483178.78906,Information Technology,Semiconductors,Neutral,-1,,Strong Buy,1.53846,35.0,3.0
event,DHR,DHR,200.94000244140625,143883484198.09375,Health Care,Life Sciences Tools & Services,Sell,-3,,Strong Buy,1.27273,20.0,3.0
event,BSX,BSX,105.93499755859375,156969184327.40625,Health Care,Health Care Equipment,Neutral,1,,Strong Buy,1.36364,31.0,3.0
event,SPGI,SPGI,536.7542724609375,163871079382.32422,Financials,Financial Exchanges & Data,Sell,-2,,Strong Buy,1.375,21.0,3.0
event,BA,BA,231.1300048828125,174788643764.31445,Industrials,Aerospace & Defense,Buy,3,,Buy,1.62963,24.0,3.0
event,NOW,NOW,914.6099853515625,189798956867.05078,Information Technology,Systems Software,Neutral,-1,,Strong Buy,1.44444,40.0,3.0
anticipative,CFG,CFG,51.43000030517578,22184278790.197266,Financials,Regional Banks,Strong Buy,4,,,,19.0,2.95
anticipative,PTC,PTC,212.00999450683594,25397313271.957397,Information Technology,Application Software,Buy,2,,Buy,1.78947,19.0,2.95
anticipative,PSX,PSX,131.10000610351562,52980658866.57715,Energy,Oil & Gas Refining & Marketing,Strong Buy,4,,,,19.0,2.95
event,PR,PR,13.970000267028809,11307248477.891785,Energy,Oil & Gas Exploration & Production,Neutral,1,,Strong Buy,1.25,19.0,2.95
event,RBRK,RBRK,87.62000274658203,16953856490.484375,Information Technology,Software - Infrastructure,Neutral,1,,Strong Buy,1.33333,19.0,2.95
event,PTC,PTC,212.00999450683594,25397313271.957397,Information Technology,Application Software,Buy,2,,Buy,1.78947,19.0,2.95
event,TRGP,TRGP,164.1699981689453,35328070245.97168,Energy,Oil & Gas Storage & Transportation,Sell,-3,,Strong Buy,1.33333,19.0,2.95
anticipative,CGNX,CGNX,43.63999938964844,7327112606.642578,Information Technology,Electronic Equipment & Instruments,Buy,2,,Buy,2.0,18.0,2.9
anticipative,FRT,FRT,100.02999877929688,8629197477.574707,Real Estate,Retail REITs,Buy,2,,Buy,2.0,18.0,2.9
anticipative,DOCS,DOCS,66.9800033569336,12628409832.91626,Health Care,Health Information Services,Strong Buy,4,,,,18.0,2.9
anticipative,BXP,BXP,73.31729888916016,12812565153.913574,Real Estate,Office REITs,Buy,2,,Buy,2.2381,18.0,2.9
anticipative,TPR,TPR,103.77999877929688,21599108465.942383,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,3,,Buy,1.75,18.0,2.9
anticipative,FOXA,FOXA,60.2400016784668,25576881114.56848,Communication Services,Movies & Entertainment,Strong Buy,4,,,,18.0,2.9
anticipative,LVS,LVS,55.4900016784668,38091334500.03027,Consumer Discretionary,Casinos & Gaming,Buy,2,,Buy,1.68421,18.0,2.9
anticipative,URI,URI,944.0,60738092800.0,Industrials,Trading Companies & Distributors,Buy,2,,Buy,2.28571,18.0,2.9
anticipative,ELV,ELV,320.8800048828125,72255117739.50195,Health Care,Managed Health Care,Buy,2,,Buy,1.71429,18.0,2.9
anticipative,GD,GD,321.8699951171875,86580773021.59766,Industrials,Aerospace & Defense,Buy,2,,Buy,2.31818,18.0,2.9
event,VKTX,VKTX,27.449899673461914,3294756558.0062866,Health Care,Biotechnology,Sell,-2,,Strong Buy,1.55556,18.0,2.9
event,CGNX,CGNX,43.63999938964844,7327112606.642578,Information Technology,Electronic Equipment & Instruments,Buy,2,,Buy,2.0,18.0,2.9
event,FRT,FRT,100.02999877929688,8629197477.574707,Real Estate,Retail REITs,Buy,2,,Buy,2.0,18.0,2.9
event,BXP,BXP,73.31729888916016,12812565153.913574,Real Estate,Office REITs,Buy,2,,Buy,2.2381,18.0,2.9
event,TPR,TPR,103.77999877929688,21599108465.942383,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Buy,3,,Buy,1.75,18.0,2.9
event,VTR,VTR,67.52999877929688,30690426615.46582,Real Estate,Health Care REITs,Neutral,-1,,Strong Buy,1.5,18.0,2.9
event,LVS,LVS,55.4900016784668,38091334500.03027,Consumer Discretionary,Casinos & Gaming,Buy,2,,Buy,1.68421,18.0,2.9
event,URI,URI,944.0,60738092800.0,Industrials,Trading Companies & Distributors,Buy,2,,Buy,2.28571,18.0,2.9
event,ELV,ELV,320.8800048828125,72255117739.50195,Health Care,Managed Health Care,Buy,2,,Buy,1.71429,18.0,2.9
event,GD,GD,321.8699951171875,86580773021.59766,Industrials,Aerospace & Defense,Buy,2,,Buy,2.31818,18.0,2.9
anticipative,ROST,ROST,150.88999938964844,49985482194.92822,Consumer Discretionary,Apparel Retail,Buy,2,,Buy,1.63158,17.0,2.85
event,CZR,CZR,25.114999771118164,5223719032.394409,Consumer Discretionary,Casinos & Gaming,Strong Sell,-4,,Strong Buy,1.52941,17.0,2.85
event,GXO,GXO,50.96500015258789,5834116462.467194,Industrials,Air Freight & Logistics,Neutral,-1,,Strong Buy,1.58824,17.0,2.85
event,MTDR,MTDR,49.45500183105469,6156850997.955322,Energy,Oil & Gas Exploration & Production,Neutral,-1,,Strong Buy,1.38889,17.0,2.85
event,ROST,ROST,150.88999938964844,49985482194.92822,Consumer Discretionary,Apparel Retail,Buy,2,,Buy,1.63158,17.0,2.85
anticipative,MHK,MHK,130.5,8108212950.0,Consumer Discretionary,Home Furnishings,Buy,2,,Buy,2.11765,16.0,2.8
anticipative,FHN,FHN,22.290000915527344,11317703384.857178,Financials,Regional Banks,Buy,3,,Buy,1.9375,16.0,2.8
event,MHK,MHK,130.5,8108212950.0,Consumer Discretionary,Home Furnishings,Buy,2,,Buy,2.11765,16.0,2.8
event,FHN,FHN,22.290000915527344,11317703384.857178,Financials,Regional Banks,Buy,3,,Buy,1.9375,16.0,2.8
event,VNOM,VNOM,38.459999084472656,12545883076.709473,Energy,Oil & Gas Storage & Transportation,Neutral,1,,Strong Buy,1.25,16.0,2.8
event,ALAB,ALAB,177.16000366210938,29447360065.992188,Information Technology,Semiconductors,Neutral,0,,Strong Buy,1.5625,16.0,2.8
anticipative,CIVI,CIVI,35.2400016784668,3265338555.5267334,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,2.25,15.0,2.75
anticipative,BC,BC,63.8317985534668,4170182464.9368286,Consumer Discretionary,Leisure Products,Buy,2,,Buy,2.16667,15.0,2.75
anticipative,KRC,KRC,41.470001220703125,4953384295.806885,Real Estate,REIT - Office,Strong Buy,4,,Hold,3.0,15.0,2.75
anticipative,HXL,HXL,64.28500366210938,5180336563.74707,Industrials,Aerospace & Defense,Strong Buy,4,,Hold,2.66667,15.0,2.75
anticipative,FR,FR,51.83000183105469,7100761666.216309,Real Estate,REIT - Industrial,Buy,2,,Buy,2.11765,15.0,2.75
anticipative,SNDK,SNDK,52.17499923706055,7607427938.75885,Information Technology,"Technology Hardware, Storage & Peripherals",Buy,3,,Buy,1.875,15.0,2.75
anticipative,WBS,WBS,61.47760009765625,10216900390.808594,Financials,Regional Banks,Strong Buy,4,,,,15.0,2.75
anticipative,HPQ,HPQ,28.770000457763672,26891377428.192627,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Hold,2.8125,15.0,2.75
anticipative,WRB,WRB,72.05000305175781,27328061231.11035,Financials,Property & Casualty Insurance,Strong Buy,6,,Hold,2.5,15.0,2.75
anticipative,A,A,124.44000244140625,35278740692.13867,Health Care,Health Care Equipment,Buy,2,BUY,Buy,2.22222,15.0,2.75
anticipative,AJG,AJG,305.18499755859375,78990422548.0957,Financials,Insurance Brokers,Buy,2,,Buy,2.05882,15.0,2.75
event,CIVI,CIVI,35.2400016784668,3265338555.5267334,Energy,Oil & Gas Exploration & Production,Buy,2,,Buy,2.25,15.0,2.75
event,BC,BC,63.8317985534668,4170182464.9368286,Consumer Discretionary,Leisure Products,Buy,2,,Buy,2.16667,15.0,2.75
event,KRC,KRC,41.470001220703125,4953384295.806885,Real Estate,REIT - Office,Strong Buy,4,,Hold,3.0,15.0,2.75
event,HXL,HXL,64.28500366210938,5180336563.74707,Industrials,Aerospace & Defense,Strong Buy,4,,Hold,2.66667,15.0,2.75
event,CHRD,CHRD,108.12999725341797,6191318195.735931,Energy,Oil & Gas Exploration & Production,Neutral,0,,Strong Buy,1.53333,15.0,2.75
event,WH,WH,86.17500305175781,6579995768.02063,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Sell,-3,,Strong Buy,1.46667,15.0,2.75
event,FR,FR,51.83000183105469,7100761666.216309,Real Estate,REIT - Industrial,Buy,2,,Buy,2.11765,15.0,2.75
event,RVMD,RVMD,39.755001068115234,7431521296.625977,Health Care,Biotechnology,Neutral,0,,Strong Buy,1.3125,15.0,2.75
event,SNDK,SNDK,52.17499923706055,7607427938.75885,Information Technology,"Technology Hardware, Storage & Peripherals",Buy,3,,Buy,1.875,15.0,2.75
event,ARMK,ARMK,38.81999969482422,10203876050.344238,Consumer Discretionary,Specialty Business Services,Strong Sell,-4,,Strong Buy,1.53333,15.0,2.75
event,USFD,USFD,76.5999984741211,17248174856.414795,Consumer Staples,Food Distribution,Strong Sell,-4,,Strong Buy,1.4375,15.0,2.75
event,HPQ,HPQ,28.770000457763672,26891377428.192627,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Hold,2.8125,15.0,2.75
event,WRB,WRB,72.05000305175781,27328061231.11035,Financials,Property & Casualty Insurance,Strong Buy,6,,Hold,2.5,15.0,2.75
event,A,A,124.44000244140625,35278740692.13867,Health Care,Health Care Equipment,Buy,2,BUY,Buy,2.22222,15.0,2.75
event,AJG,AJG,305.18499755859375,78990422548.0957,Financials,Insurance Brokers,Buy,2,,Buy,2.05882,15.0,2.75
anticipative,ACHC,ACHC,23.440000534057617,2164604353.318405,Health Care,Health Care Facilities,Buy,2,BUY,Buy,1.71429,14.0,2.7
anticipative,NTAP,NTAP,116.45999908447266,23247512097.244263,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Hold,2.5,14.0,2.7
anticipative,PCG,PCG,15.204999923706055,33418155086.078125,Utilities,Utilities - Regulated Electric,Buy,2,,Buy,1.9375,14.0,2.7
anticipative,MET,MET,80.51499938964844,53544566695.86035,Financials,Life & Health Insurance,Buy,2,,Buy,1.875,14.0,2.7
anticipative,SCCO,SCCO,101.05999755859375,82079817548.63672,Materials,Copper,Strong Buy,4,,Hold,3.26667,14.0,2.7
event,ACHC,ACHC,23.440000534057617,2164604353.318405,Health Care,Health Care Facilities,Buy,2,BUY,Buy,1.71429,14.0,2.7
event,BRBR,BRBR,42.209999084472656,5317573474.662781,Consumer Staples,Packaged Foods & Meats,Neutral,0,,Strong Buy,1.46667,14.0,2.7
event,NTAP,NTAP,116.45999908447266,23247512097.244263,Information Technology,"Technology Hardware, Storage & Peripherals",Strong Buy,4,,Hold,2.5,14.0,2.7
event,PCG,PCG,15.204999923706055,33418155086.078125,Utilities,Utilities - Regulated Electric,Buy,2,,Buy,1.9375,14.0,2.7
event,MET,MET,80.51499938964844,53544566695.86035,Financials,Life & Health Insurance,Buy,2,,Buy,1.875,14.0,2.7
event,SCCO,SCCO,101.05999755859375,82079817548.63672,Materials,Copper,Strong Buy,4,,Hold,3.26667,14.0,2.7
anticipative,LSCC,LSCC,65.7699966430664,9040941574.70581,Information Technology,Semiconductors,Strong Buy,4,,,,13.0,2.65
anticipative,WTFC,WTFC,136.14999389648438,9115555236.35559,Financials,Regional Banks,Strong Buy,4,,,,13.0,2.65
event,TECH,TECH,53.119998931884766,8262815833.854675,Health Care,Life Sciences Tools & Services,Sell,-3,,Strong Buy,1.5,13.0,2.65
event,CASY,CASY,499.5,18571909500.0,Consumer Staples,Food Retail,Sell,-2,,Strong Buy,1.53333,13.0,2.65
event,STLD,STLD,128.57000732421875,18926146899.601562,Materials,Steel,Neutral,1,,Strong Buy,1.46154,13.0,2.65
anticipative,LEA,LEA,109.1500015258789,5807445896.186066,Consumer Discretionary,Automotive Parts & Equipment,Strong Buy,4,,,,12.0,2.6
anticipative,GTLS,GTLS,199.0,8944134600.0,Industrials,Specialty Industrial Machinery,Strong Buy,4,,,,12.0,2.6
anticipative,DAY,DAY,69.40499877929688,10952177657.131836,Industrials,Human Resource & Employment Services,Buy,2,,Buy,2.46667,12.0,2.6
