candidate_type,ticker_tv,ticker_yf,price,market_cap,sector,industry,technical_local,tech_score,tv_reco,analyst_bucket,analyst_mean,analyst_votes,rank_score
event,DASH,DASH,248.63999938964844,106217766528.38086,Consumer Discretionary,Interactive Media & Services,Neutral,1,,Buy,1.8,36.0,2.0
event,CRWD,CRWD,411.8450012207031,107818550249.57275,Information Technology,Application Software,Sell,-2,,Buy,1.9434,48.0,2.0
event,NKE,NKE,74.66999816894531,110280117906.27539,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Neutral,-1,,Buy,2.17949,34.0,2.0
event,KLAC,KLAC,836.2899780273438,110357661790.46631,Information Technology,Semiconductor Materials & Equipment,Strong Sell,-4,,Buy,2.22222,25.0,2.0
event,LRCX,LRCX,96.87999725341797,122613259023.71094,Information Technology,Semiconductor Materials & Equipment,Sell,-2,,Buy,1.72727,30.0,2.0
event,AMAT,AMAT,154.9600067138672,123447647189.18848,Information Technology,Semiconductor Materials & Equipment,Strong Sell,-4,,Buy,1.78378,31.0,2.0
event,CMCSA,CMCSA,33.77000045776367,124685930688.55957,Communication Services,Cable & Satellite,Neutral,-1,,Buy,2.24138,27.0,2.0
event,DE,DE,469.8949890136719,127026238725.91699,Industrials,Agricultural & Farm Machinery,Strong Sell,-4,,Buy,2.26087,21.0,2.0
event,UNP,UNP,219.164306640625,131607513904.71875,Industrials,Rail Transportation,Strong Sell,-4,,Buy,2.03704,25.0,2.0
event,HON,HON,213.9499969482422,135836216347.24805,Industrials,Industrial Conglomerates,Sell,-2,,Buy,1.95833,21.0,2.0
event,GILD,GILD,113.33000183105469,140620997758.71094,Health Care,Biotechnology,Neutral,1,,Buy,1.71429,25.0,2.0
event,PFE,PFE,24.7549991607666,145598207768.95215,Health Care,Pharmaceuticals,Neutral,-1,,Buy,2.45833,22.0,2.0
event,LOW,LOW,260.614990234375,146159408152.95312,Consumer Discretionary,Home Improvement Retail,Neutral,0,,Buy,1.97143,31.0,2.0
event,SYK,SYK,384.864990234375,147136582900.45312,Health Care,Health Care Equipment,Neutral,-1,,Buy,1.90323,27.0,2.0
event,ADBE,ADBE,347.3399963378906,147341626446.5332,Information Technology,Application Software,Strong Sell,-4,STRONG_SELL,Buy,1.97436,34.0,2.0
event,AMGN,AMGN,283.61749267578125,152688876054.03906,Health Care,Biotechnology,Strong Sell,-4,,Buy,2.41935,26.0,2.0
event,GEV,GEV,567.9600219726562,154612349021.48438,Industrials,Industrial Machinery & Supplies & Components,Sell,-2,,Buy,1.875,27.0,2.0
event,ISRG,ISRG,435.6700134277344,156177675918.17383,Health Care,Health Care Equipment,Strong Sell,-6,,Buy,1.9375,27.0,2.0
event,QCOM,QCOM,156.77000427246094,169154844643.26562,Information Technology,Semiconductors,Neutral,1,,Buy,2.19444,27.0,2.0
event,C,C,94.11499786376953,173256296555.7334,Financials,Diversified Banks,Neutral,-1,,Buy,1.81818,21.0,2.0
event,BKNG,BKNG,5513.96728515625,178707128315.18555,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Sell,-3,,Buy,1.78947,36.0,2.0
event,TMO,TMO,482.04998779296875,182027859990.47852,Health Care,Life Sciences Tools & Services,Sell,-3,,Buy,1.68966,25.0,2.0
event,VZ,VZ,43.439998626708984,183156935009.76562,Communication Services,Integrated Telecommunication Services,Neutral,-1,,Buy,2.26923,23.0,2.0
event,INTU,INTU,660.8400268554688,184339348257.97266,Information Technology,Application Software,Sell,-2,,Buy,1.6129,28.0,2.0
event,CAT,CAT,413.29998779296875,193622368287.6621,Industrials,Construction Machinery & Heavy Transportation Equipment,Neutral,-1,,Buy,2.04,22.0,2.0
event,UBER,UBER,92.8499984741211,193631246789.10156,Industrials,Passenger Ground Transportation,Neutral,-1,,Buy,1.61111,49.0,2.0
anticipative,MTCH,MTCH,37.2599983215332,8965575316.123962,Communication Services,Interactive Media & Services,Buy,2,,,,19.0,1.9500000000000002
anticipative,CPB,CPB,33.220001220703125,9903878432.408203,Consumer Staples,Packaged Foods & Meats,Buy,2,,Hold,3.04762,19.0,1.9500000000000002
anticipative,MTB,MTB,198.5850067138672,31032678825.489258,Financials,Regional Banks,Buy,2,,,,19.0,1.9500000000000002
event,DV,DV,15.930000305175781,2606594089.9353027,Information Technology,Software - Application,Neutral,1,,Buy,2.35,19.0,1.9500000000000002
event,KNX,KNX,43.369998931884766,7043851289.564209,Industrials,Cargo Ground Transportation,Neutral,-1,,Buy,1.85,19.0,1.9500000000000002
event,ADC,ADC,71.87000274658203,7978576484.909058,Real Estate,REIT - Retail,Sell,-3,STRONG_SELL,Buy,1.71429,19.0,1.9500000000000002
event,PCTY,PCTY,172.7449951171875,9528890322.65625,Information Technology,Application Software,Strong Sell,-6,,Buy,1.7,19.0,1.9500000000000002
event,CPB,CPB,33.220001220703125,9903878432.408203,Consumer Staples,Packaged Foods & Meats,Buy,2,,Hold,3.04762,19.0,1.9500000000000002
event,EXEL,EXEL,37.060001373291016,9976663846.174072,Health Care,Biotechnology,Sell,-2,,Buy,2.05,19.0,1.9500000000000002
event,MOS,MOS,32.94499969482422,10456017586.023926,Materials,Fertilizers & Agricultural Chemicals,Neutral,1,,Buy,2.0,19.0,1.9500000000000002
event,SAIL,SAIL,20.795000076293945,11574268131.10437,Information Technology,Application Software,Neutral,0,,Buy,1.83333,19.0,1.9500000000000002
event,BJ,BJ,97.55000305175781,12852505552.078247,Consumer Staples,Hypermarkets & Super Centers,Sell,-2,,Buy,2.04348,19.0,1.9500000000000002
event,REG,REG,72.12000274658203,13119999356.615479,Real Estate,Retail REITs,Neutral,1,,Buy,1.8,19.0,1.9500000000000002
event,H,H,143.5800018310547,13709736474.838257,Consumer Discretionary,Lodging,Neutral,1,,Buy,2.1,19.0,1.9500000000000002
event,BLDR,BLDR,136.80499267578125,15123381525.32959,Industrials,Building Products,Sell,-3,,Buy,1.77778,19.0,1.9500000000000002
event,IFF,IFF,66.01000213623047,16917505945.568115,Materials,Specialty Chemicals,Sell,-2,,Buy,1.95238,19.0,1.9500000000000002
event,GFS,GFS,32.93000030517578,18275229183.124023,Information Technology,Semiconductors,Strong Sell,-4,,Buy,2.09524,19.0,1.9500000000000002
event,WSM,WSM,191.1649932861328,23281984532.318115,Consumer Discretionary,Homefurnishing Retail,Neutral,1,,Buy,2.3913,19.0,1.9500000000000002
event,IQV,IQV,183.42340087890625,31193535291.05664,Health Care,Life Sciences Tools & Services,Sell,-3,,Buy,1.69565,19.0,1.9500000000000002
event,FICO,FICO,1521.800048828125,36528831832.055664,Information Technology,Application Software,Neutral,0,,Buy,1.84211,19.0,1.9500000000000002
event,FERG,FERG,230.02999877929688,46163800335.02197,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,,Buy,1.95455,19.0,1.9500000000000002
event,LHX,LHX,272.2300109863281,50932876083.32715,Industrials,Aerospace & Defense,Neutral,-1,,Buy,1.72727,19.0,1.9500000000000002
event,PSA,PSA,291.1050109863281,51075245163.74414,Real Estate,Self-Storage REITs,Neutral,-1,,Buy,2.0,19.0,1.9500000000000002
event,ALL,ALL,202.75,53425637128.0,Financials,Property & Casualty Insurance,Neutral,1,,Buy,1.86364,19.0,1.9500000000000002
event,KMI,KMI,26.69499969482422,59384358581.28125,Energy,Oil & Gas Storage & Transportation,Neutral,-1,,Buy,1.95,19.0,1.9500000000000002
event,NSC,NSC,277.0899963378906,62166249038.39111,Industrials,Rail Transportation,Neutral,1,,Buy,2.43478,19.0,1.9500000000000002
event,AMT,AMT,197.3249969482422,92721633212.40039,Real Estate,Telecom Tower REITs,Strong Sell,-4,,Buy,1.7619,19.0,1.9500000000000002
anticipative,SOFI,SOFI,24.604999542236328,29469244837.10547,Financials,Credit Services,Buy,2,,Hold,2.81818,18.0,1.9
anticipative,MPC,MPC,179.16000366210938,54468224313.35449,Energy,Oil & Gas Refining & Marketing,Buy,2,,,,18.0,1.9
event,APLS,APLS,27.770000457763672,3507073357.810974,Health Care,Biotechnology,Neutral,0,,Buy,1.95238,18.0,1.9
event,RGEN,RGEN,116.18000030517578,6536007985.168457,Health Care,Biotechnology,Strong Sell,-6,,Buy,1.71429,18.0,1.9
event,AXTA,AXTA,30.850000381469727,6681307982.616425,Materials,Specialty Chemicals,Neutral,1,,Buy,1.94737,18.0,1.9
event,EGP,EGP,166.67999267578125,8912479216.369629,Real Estate,REIT - Industrial,Neutral,-1,,Buy,1.84211,18.0,1.9
event,CUBE,CUBE,40.70000076293945,9329661174.88861,Real Estate,REIT - Industrial,Neutral,-1,,Buy,2.33333,18.0,1.9
event,DUOL,DUOL,284.1300048828125,13019376670.739746,Consumer Discretionary,Education Services,Strong Sell,-6,,Buy,1.91304,18.0,1.9
event,IOT,IOT,35.71500015258789,20333835326.87378,Information Technology,Systems Software,Neutral,-1,,Buy,1.95,18.0,1.9
event,TYL,TYL,551.85498046875,23874239794.04297,Information Technology,Application Software,Strong Sell,-6,,Buy,1.84211,18.0,1.9
event,SOFI,SOFI,24.604999542236328,29469244837.10547,Financials,Credit Services,Buy,2,,Hold,2.81818,18.0,1.9
event,FIS,FIS,67.88009643554688,35459137438.94531,Financials,Transaction & Payment Processing Services,Strong Sell,-4,,Buy,2.16667,18.0,1.9
event,KDP,KDP,28.764999389648438,39075523929.91406,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,Strong Sell,-4,,Buy,1.85,18.0,1.9
event,CCI,CCI,97.58999633789062,42497517266.70117,Real Estate,Telecom Tower REITs,Strong Sell,-4,,Buy,2.05,18.0,1.9
event,AIG,AIG,81.01000213623047,44879862631.16016,Financials,Property & Casualty Insurance,Neutral,1,,Buy,2.31579,18.0,1.9
event,OKE,OKE,74.02300262451172,46616432409.538086,Energy,Oil & Gas Storage & Transportation,Strong Sell,-4,,Buy,2.0,18.0,1.9
event,CL,CL,83.2699966430664,67300559290.6958,Consumer Staples,Household Products,Strong Sell,-4,,Buy,2.1,18.0,1.9
event,PGR,PGR,245.64999389648438,144049156420.89844,Financials,Property & Casualty Insurance,Sell,-3,,Buy,2.14286,18.0,1.9
event,NEE,NEE,71.48999786376953,147218636557.042,Utilities,Multi-Utilities,Sell,-2,,Buy,2.2,18.0,1.9
event,RH,RH,220.14500427246094,4123844278.0334473,Consumer Discretionary,Homefurnishing Retail,Sell,-3,,Buy,2.4,17.0,1.85
event,EMN,EMN,68.16000366210938,7826949540.527344,Materials,Diversified Chemicals,Neutral,-1,,Buy,1.76471,17.0,1.85
event,AVTR,AVTR,13.024999618530273,8879650319.137207,Health Care,Medical Instruments & Supplies,Neutral,-1,,Buy,2.3,17.0,1.85
event,PCOR,PCOR,68.12000274658203,10231147027.557373,Information Technology,Software - Application,Neutral,-1,,Buy,1.85714,17.0,1.85
event,ELS,ELS,60.025001525878906,12252183261.45935,Real Estate,REIT - Residential,Neutral,-1,,Buy,1.76471,17.0,1.85
event,SUI,SUI,125.5199966430664,16198481086.784363,Real Estate,REIT - Residential,Neutral,-1,,Buy,2.23529,17.0,1.85
event,GDDY,GDDY,143.28500366210938,19837664325.73535,Information Technology,Software - Infrastructure,Strong Sell,-4,,Buy,2.05263,17.0,1.85
event,SBAC,SBAC,199.2050018310547,21390433891.61682,Real Estate,Telecom Tower REITs,Strong Sell,-4,,Buy,2.22222,17.0,1.85
event,LH,LH,271.81500244140625,22587826702.88086,Health Care,Health Care Services,Neutral,-1,,Buy,1.63158,17.0,1.85
event,VLTO,VLTO,104.12999725341797,25841003415.36548,Industrials,Pollution & Treatment Controls,Sell,-2,,Buy,1.94444,17.0,1.85
event,XYL,XYL,139.3249969482422,33913097507.17163,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,1.95238,17.0,1.85
event,HEI,HEI,316.9849853515625,38523819239.74609,Industrials,Aerospace & Defense,Neutral,1,,Buy,1.85,17.0,1.85
event,MMM,MMM,151.47999572753906,80682792548.03906,Industrials,Industrial Conglomerates,Neutral,-1,SELL,Buy,2.11111,17.0,1.85
event,SO,SO,91.30000305175781,100434572739.48633,Utilities,Electric Utilities,Sell,-2,,Buy,2.36842,17.0,1.85
anticipative,UHS,UHS,181.11000061035156,11525604995.84198,Health Care,Health Care Facilities,Buy,2,,,,16.0,1.8
event,FRPT,FRPT,53.42499923706055,2606066120.28389,Consumer Staples,Packaged Foods,Strong Sell,-6,,Buy,1.68421,16.0,1.8
event,FBIN,FBIN,57.334999084472656,6882435955.101013,Industrials,Building Products,Sell,-3,,Buy,2.47368,16.0,1.8
event,LNW,LNW,85.5199966430664,7179112950.196838,Consumer Discretionary,Casinos & Gaming,Strong Sell,-4,,Buy,1.88235,16.0,1.8
event,KMX,KMX,60.72999954223633,9113872491.30249,Consumer Discretionary,Automotive Retail,Neutral,-1,,Buy,2.0,16.0,1.8
event,EPAM,EPAM,172.08999633789062,9584879317.03186,Information Technology,IT Consulting & Other Services,Neutral,0,,Buy,1.70588,16.0,1.8
event,GNRC,GNRC,175.77749633789062,10313920375.12207,Industrials,Electrical Components & Equipment,Sell,-2,,Buy,2.05,16.0,1.8
event,ACI,ACI,19.18000030517578,10737846757.731445,Consumer Staples,Food Retail,Strong Sell,-4,STRONG_SELL,Buy,2.1,16.0,1.8
event,SJM,SJM,110.94999694824219,11836700424.423218,Consumer Staples,Packaged Foods & Meats,Neutral,1,,Buy,2.36842,16.0,1.8
event,DOC,DOC,17.760000228881836,12341832781.135254,Real Estate,Health Care REITs,Neutral,0,,Buy,1.89474,16.0,1.8
event,FTV,FTV,46.93000030517578,15878108583.251953,Industrials,Industrial Machinery & Supplies & Components,Strong Sell,-4,,Buy,2.44444,16.0,1.8
event,DGX,DGX,177.4550018310547,19836281901.748657,Health Care,Health Care Services,Neutral,-1,,Buy,2.16667,16.0,1.8
event,VRSK,VRSK,266.8900146484375,37288540531.72656,Industrials,Research & Consulting Services,Strong Sell,-4,,Buy,2.35294,16.0,1.8
event,CSGP,CSGP,88.05500030517578,37304499470.407715,Real Estate,Real Estate Services,Sell,-2,,Buy,2.0625,16.0,1.8
event,ETR,ETR,86.76000213623047,38730445099.55249,Utilities,Electric Utilities,Sell,-2,,Buy,2.0,16.0,1.8
event,AME,AME,182.9149932861328,42244949359.40552,Industrials,Electrical Components & Equipment,Neutral,-1,,Buy,1.70588,16.0,1.8
event,PCAR,PCAR,96.84500122070312,50853601450.75488,Industrials,Construction Machinery & Heavy Transportation Equipment,Strong Sell,-4,,Buy,2.42105,16.0,1.8
event,CPNG,CPNG,28.19499969482422,51401456740.2832,Consumer Discretionary,Internet Retail,Sell,-2,,Buy,1.6875,16.0,1.8
event,APO,APO,131.25,75078544800.0,Financials,Asset Management & Custody Banks,Strong Sell,-6,,Buy,1.73684,16.0,1.8
event,ICE,ICE,174.1699981689453,99698908681.78223,Financials,Financial Exchanges & Data,Sell,-2,,Buy,1.83333,16.0,1.8
anticipative,OLN,OLN,23.204999923706055,2660267601.2535095,Materials,Diversified Chemicals,Buy,2,,,,15.0,1.75
anticipative,BWA,BWA,42.95000076293945,9294079171.494751,Consumer Discretionary,Automotive Parts & Equipment,Buy,2,,,,15.0,1.75
anticipative,EXPD,EXPD,120.59500122070312,16367033935.432617,Industrials,Air Freight & Logistics,Buy,2,,Sell,3.64706,15.0,1.75
event,INSP,INSP,85.66500091552734,2533482436.5760803,Health Care,Medical Devices,Strong Sell,-4,,Buy,2.05556,15.0,1.75
event,COLD,COLD,13.98449993133545,3995833007.0042725,Real Estate,REIT - Industrial,Strong Sell,-6,,Buy,1.86667,15.0,1.75
event,BBWI,BBWI,30.584999084472656,6306259791.229248,Consumer Discretionary,Other Specialty Retail,Neutral,-1,,Buy,1.6875,15.0,1.75
event,OLLI,OLLI,128.69000244140625,7893986308.758545,Consumer Discretionary,General Merchandise Stores,Sell,-2,,Buy,1.86667,15.0,1.75
event,CRL,CRL,160.4199981689453,7894941873.886108,Health Care,Life Sciences Tools & Services,Neutral,1,,Buy,2.38889,15.0,1.75
event,SWK,SWK,73.05500030517578,11308329607.23877,Industrials,Industrial Machinery & Supplies & Components,Neutral,-1,,Buy,2.47368,15.0,1.75
event,OC,OC,148.1199951171875,12571684585.57129,Industrials,Building Products,Sell,-3,,Buy,1.82353,15.0,1.75
event,COO,COO,66.25,13171095720.0,Health Care,Health Care Supplies,Strong Sell,-6,,Buy,1.94118,15.0,1.75
event,HOLX,HOLX,65.94249725341797,14666864824.14795,Health Care,Health Care Equipment,Sell,-2,,Buy,2.3,15.0,1.75
event,ZBRA,ZBRA,304.30999755859375,15472702687.86621,Information Technology,Electronic Equipment & Instruments,Strong Sell,-6,,Buy,1.94118,15.0,1.75
event,EXPD,EXPD,120.59500122070312,16367033935.432617,Industrials,Air Freight & Logistics,Buy,2,,Sell,3.64706,15.0,1.75
event,WAT,WAT,289.7099914550781,17244726502.371216,Health Care,Health Care Distributors,Strong Sell,-4,,Buy,2.41176,15.0,1.75
event,CG,CG,62.875,22742201372.0,Financials,Asset Management,Neutral,-1,,Buy,2.1875,15.0,1.75
event,FWONK,FWONK,99.66999816894531,24657958867.004395,Communication Services,Entertainment,Neutral,-1,,Buy,1.8,15.0,1.75
event,TW,TW,125.37999725341797,27389134016.971924,Financials,Capital Markets,Strong Sell,-4,,Buy,2.0,15.0,1.75
event,ROP,ROP,519.64501953125,55921079131.83594,Industrials,Industrial Conglomerates,Strong Sell,-6,,Buy,1.83333,15.0,1.75
event,VST,VST,186.1300048828125,63064568254.39453,Utilities,Utilities - Independent Power Producers,Sell,-2,,Buy,1.6875,15.0,1.75
event,ZTS,ZTS,151.75,67253021464.0,Health Care,Pharmaceuticals,Strong Sell,-5,,Buy,1.83333,15.0,1.75
anticipative,SEE,SEE,32.36000061035156,4759994548.659668,Materials,Paper & Plastic Packaging Products & Materials,Buy,2,,,,14.0,1.7000000000000002
event,NCNO,NCNO,30.56999969482422,3540464514.656067,Information Technology,Software - Application,Neutral,0,,Buy,2.4375,14.0,1.7000000000000002
event,SNV,SNV,50.939998626708984,7070675569.381714,Financials,Regional Banks,Neutral,1,,Buy,2.13333,14.0,1.7000000000000002
event,CAVA,CAVA,66.32499694824219,7690648696.136475,Consumer Discretionary,Restaurants,Strong Sell,-4,,Buy,1.82353,14.0,1.7000000000000002
event,LAD,LAD,334.3500061035156,8571563931.472778,Consumer Discretionary,Automotive Retail,Neutral,0,,Buy,1.64286,14.0,1.7000000000000002
event,OSK,OSK,136.74000549316406,8751401373.564148,Industrials,Construction Machinery & Heavy Transportation Equipment,Neutral,-1,,Buy,1.93333,14.0,1.7000000000000002
event,ALGN,ALGN,132.63999938964844,9614596051.757812,Health Care,Health Care Supplies,Strong Sell,-4,STRONG_SELL,Buy,2.0,14.0,1.7000000000000002
event,MTSI,MTSI,128.49000549316406,9997408494.446045,Information Technology,Semiconductors,Neutral,1,,Buy,1.73333,14.0,1.7000000000000002
event,WLK,WLK,84.50499725341797,10837427877.76184,Materials,Specialty Chemicals,Neutral,1,,Buy,2.0,14.0,1.7000000000000002
event,CNM,CNM,64.36499786376953,12688079448.81128,Industrials,Trading Companies & Distributors,Neutral,-1,,Buy,2.07692,14.0,1.7000000000000002
event,RPM,RPM,122.26000213623047,15684980194.06128,Materials,Specialty Chemicals,Sell,-3,,Buy,1.93333,14.0,1.7000000000000002
event,GWRE,GWRE,218.3300018310547,18382338170.166016,Information Technology,Software - Application,Neutral,1,,Buy,2.2,14.0,1.7000000000000002
event,MKC,MKC,68.94999694824219,18499767382.791992,Consumer Staples,Packaged Foods & Meats,Strong Sell,-6,,Buy,2.33333,14.0,1.7000000000000002
event,EIX,EIX,55.16999816894531,21231290192.62793,Utilities,Electric Utilities,Neutral,-1,,Buy,1.8125,14.0,1.7000000000000002
event,ES,ES,63.029998779296875,23475334459.592773,Utilities,Multi-Utilities,Strong Sell,-4,,Buy,2.35294,14.0,1.7000000000000002
event,CNP,CNP,37.459999084472656,24456323201.32422,Utilities,Multi-Utilities,Neutral,1,,Buy,2.375,14.0,1.7000000000000002
event,RMD,RMD,267.25,39129410888.0,Health Care,Health Care Equipment,Sell,-2,,Buy,2.05556,14.0,1.7000000000000002
event,PEG,PEG,81.12999725341797,40490359029.23584,Utilities,Electric Utilities,Sell,-2,,Buy,2.38889,14.0,1.7000000000000002
event,XEL,XEL,72.04499816894531,42609283934.34668,Utilities,Multi-Utilities,Neutral,-1,,Buy,1.73333,14.0,1.7000000000000002
event,MSCI,MSCI,551.2100219726562,42644473591.918945,Financials,Financial Exchanges & Data,Strong Sell,-6,,Buy,1.88889,14.0,1.7000000000000002
event,COR,COR,293.614990234375,56925487076.66016,Health Care,Health Care Distributors,Neutral,1,,Buy,1.6875,14.0,1.7000000000000002
event,MCK,MCK,686.60498046875,85402673890.625,Health Care,Health Care Distributors,Neutral,1,,Buy,1.625,14.0,1.7000000000000002
anticipative,PK,PK,11.925000190734863,2383974488.1305695,Real Estate,Hotel & Resort REITs,Buy,2,,Hold,2.6,13.0,1.65
anticipative,EWBC,EWBC,105.27999877929688,14564645591.125488,Financials,Regional Banks,Buy,2,,,,13.0,1.65
anticipative,BK,BK,104.11000061035156,73422643439.08496,Financials,Asset Management & Custody Banks,Buy,2,,,,13.0,1.65
event,PK,PK,11.925000190734863,2383974488.1305695,Real Estate,Hotel & Resort REITs,Buy,2,,Hold,2.6,13.0,1.65
event,SNDR,SNDR,24.31999969482422,4248606666.6870117,Industrials,Trucking,Strong Sell,-5,,Buy,2.35714,13.0,1.65
event,PB,PB,68.37999725341797,6496127091.073608,Financials,Regional Banks,Neutral,-1,,Buy,2.0,13.0,1.65
event,BYD,BYD,84.80500030517578,6879220156.035278,Consumer Discretionary,Casinos & Gaming,Neutral,1,,Buy,2.125,13.0,1.65
event,PNW,PNW,88.36000061035156,10552569792.892456,Utilities,Multi-Utilities,Sell,-2,,Buy,2.26667,13.0,1.65
event,IEX,IEX,161.60000610351562,12166427493.117188,Industrials,Industrial Machinery & Supplies & Components,Strong Sell,-4,,Buy,2.0,13.0,1.65
event,UNM,UNM,72.2699966430664,12308519360.110596,Financials,Life & Health Insurance,Neutral,1,,Buy,1.84615,13.0,1.65
event,SFM,SFM,136.58999633789062,13348421300.115967,Consumer Staples,Food Retail,Strong Sell,-4,,Buy,2.0,13.0,1.65
event,BALL,BALL,50.09000015258789,13631943050.80664,Materials,"Metal, Glass & Plastic Containers",Strong Sell,-4,,Buy,2.21429,13.0,1.65
event,J,J,143.73500061035156,17261423693.29834,Industrials,Construction & Engineering,Neutral,-1,,Buy,1.9375,13.0,1.65
event,NTNX,NTNX,67.75,18162216208.0,Information Technology,Software - Infrastructure,Sell,-2,,Buy,1.625,13.0,1.65
event,CMS,CMS,71.20999908447266,21315645645.630615,Utilities,Multi-Utilities,Neutral,0,,Buy,2.25,13.0,1.65
event,PPL,PPL,36.04499816894531,26721600096.00586,Utilities,Electric Utilities,Neutral,-1,,Buy,1.92857,13.0,1.65
event,AEE,AEE,99.44999694824219,26892272083.57422,Utilities,Multi-Utilities,Sell,-2,,Buy,1.92857,13.0,1.65
event,NUE,NUE,144.3249969482422,33127639329.114746,Materials,Steel,Neutral,-1,,Buy,1.73333,13.0,1.65
event,CAH,CAH,149.6300048828125,35905962924.66406,Health Care,Health Care Distributors,Sell,-2,,Buy,1.6875,13.0,1.65
event,DUK,DUK,121.19999694824219,94248026426.87988,Utilities,Electric Utilities,Neutral,-1,,Buy,2.16667,13.0,1.65
anticipative,THO,THO,108.9124984741211,5757506754.336548,Consumer Discretionary,Leisure Products,Buy,2,,Hold,2.66667,12.0,1.6
anticipative,COLB,COLB,26.540000915527344,7939998826.219238,Financials,Regional Banks,Buy,2,,Hold,2.66667,12.0,1.6
anticipative,IVZ,IVZ,21.530000686645508,9601605226.219177,Financials,Asset Management & Custody Banks,Buy,2,,,,12.0,1.6
anticipative,MO,MO,66.29000091552734,111359912819.90527,Consumer Staples,Tobacco,Buy,2,,Hold,2.66667,12.0,1.6
event,CUZ,CUZ,29.110000610351562,4890276099.654785,Real Estate,Office REITs,Neutral,0,,Buy,1.83333,12.0,1.6
event,CROX,CROX,90.5,4942874700.0,Consumer Discretionary,Footwear,Neutral,-1,,Buy,2.42857,12.0,1.6
event,THO,THO,108.9124984741211,5757506754.336548,Consumer Discretionary,Leisure Products,Buy,2,,Hold,2.66667,12.0,1.6
event,MKTX,MKTX,180.2050018310547,6733143647.415161,Financials,Financial Exchanges & Data,Strong Sell,-4,,Buy,2.26667,12.0,1.6
event,PNFP,PNFP,96.93000030517578,7518278543.670654,Financials,Regional Banks,Neutral,-1,,Buy,2.38462,12.0,1.6
event,COLB,COLB,26.540000915527344,7939998826.219238,Financials,Regional Banks,Buy,2,,Hold,2.66667,12.0,1.6
event,AES,AES,13.234999656677246,9423981293.777039,Utilities,Independent Power Producers & Energy Traders,Neutral,1,NEUTRAL,Buy,2.35714,12.0,1.6
event,AVY,AVY,166.8300018310547,13009670470.788574,Materials,Paper & Plastic Packaging Products & Materials,Strong Sell,-6,,Buy,2.15385,12.0,1.6
event,RYAN,RYAN,55.209999084472656,14606302589.468994,Financials,Insurance - Specialty,Strong Sell,-6,,Buy,1.93333,12.0,1.6
event,WY,WY,24.800600051879883,17893905148.817505,Real Estate,Timber REITs,Strong Sell,-4,,Buy,1.61538,12.0,1.6
event,FE,FE,43.154998779296875,24917870296.121094,Utilities,Electric Utilities,Neutral,-1,,Buy,2.26667,12.0,1.6
event,IP,IP,48.31999969482422,25512090851.992676,Materials,Paper & Plastic Packaging Products & Materials,Neutral,-1,,Buy,2.07692,12.0,1.6
event,OWL,OWL,17.99650001525879,27885577349.531494,Financials,Asset Management,Strong Sell,-6,,Buy,1.71429,12.0,1.6
event,DTE,DTE,135.14500427246094,28054481146.91162,Utilities,Multi-Utilities,Sell,-2,,Buy,2.1875,12.0,1.6
event,LPLA,LPLA,355.45001220703125,28437456899.8125,Financials,Capital Markets,Sell,-2,,Buy,2.0,12.0,1.6
event,BRO,BRO,95.29000091552734,31430740534.300293,Financials,Insurance Brokers,Strong Sell,-4,,Buy,2.42857,12.0,1.6
event,SRE,SRE,81.69999694824219,53306960408.81348,Utilities,Multi-Utilities,Neutral,1,,Buy,2.13333,12.0,1.6
event,CEG,CEG,307.5,96064849920.0,Utilities,Multi-Utilities,Strong Sell,-4,,Buy,1.85714,12.0,1.6
event,MO,MO,66.29000091552734,111359912819.90527,Consumer Staples,Tobacco,Buy,2,,Hold,2.66667,12.0,1.6
anticipative,STAG,STAG,36.36000061035156,6933706676.391602,Real Estate,REIT - Industrial,Buy,2,,,,11.0,1.55
anticipative,GL,GL,139.63999938964844,11311329249.119385,Financials,Life & Health Insurance,Buy,2,,,,11.0,1.55
anticipative,MEDP,MEDP,475.7300109863281,13364683198.638916,Health Care,Diagnostics & Research,Buy,2,,Hold,3.16667,11.0,1.55
anticipative,WPC,WPC,66.29499816894531,14518008474.375488,Real Estate,REIT - Diversified,Buy,2,,Hold,2.85714,11.0,1.55
event,CLF,CLF,10.380000114440918,5134934239.653351,Materials,Steel,Neutral,1,,Buy,2.41667,11.0,1.55
event,VNT,VNT,42.20000076293945,6190740111.923218,Information Technology,Electronic Equipment & Instruments,Neutral,-1,,Buy,1.75,11.0,1.55
event,AA,AA,31.295000076293945,8102745195.113647,Materials,Aluminum,Neutral,1,BUY,Buy,2.08333,11.0,1.55
event,WCC,WCC,216.30499267578125,10525984967.08374,Industrials,Industrial Distribution,Neutral,1,,Buy,1.75,11.0,1.55
event,POOL,POOL,303.2099914550781,11315190461.120605,Consumer Discretionary,Distributors,Strong Sell,-4,,Buy,2.25,11.0,1.55
event,SNX,SNX,147.0399932861328,12248798452.558105,Information Technology,Technology Distributors,Neutral,-1,,Buy,1.63636,11.0,1.55
event,MEDP,MEDP,475.7300109863281,13364683198.638916,Health Care,Diagnostics & Research,Buy,2,,Hold,3.16667,11.0,1.55
