date,ticker,score,bucket,themes,price,mcap_usd
2026-01-05,TDG,66.0,60-70,defense,1367.89,
2026-01-05,TSEM,66.0,60-70,semiconducteurs,119.29,
2026-01-05,UCTT,65.8,60-70,semiconducteurs,29.65,
2026-01-05,DUOT,65.5,60-70,ia,10.05,
2026-01-05,FLNC,65.2,60-70,equipement_electrique,22.25,
2026-01-05,NVMI,65.2,60-70,semiconducteurs,382.88,
2026-01-05,TLN,64.5,60-70,production_energie,395.2,
2026-01-05,KRMN,64.2,60-70,defense|espace,83.99,
2026-01-05,ONTO,64.2,60-70,semiconducteurs,178.18,
2026-01-05,MU,64.0,60-70,semiconducteurs,312.02,
2026-01-05,KTOS,63.5,60-70,defense|espace,89.93,
2026-01-05,LITE,63.4,60-70,laser_photonique,357.05,
2026-01-05,BWXT,63.0,60-70,defense|gestion_thermique|production_energie,188.51,
2026-01-05,MPWR,63.0,60-70,semiconducteurs,951.67,
2026-01-05,SLAB,62.7,60-70,semiconducteurs,137.93,
2026-01-05,GSAT,62.6,60-70,espace,64.08,
2026-01-05,TSAT,62.2,60-70,espace,30.94,
2026-01-05,GFS,61.6,60-70,semiconducteurs,37.08,
2026-01-05,AMKR,60.5,60-70,semiconducteurs,47.98,
2026-01-05,AXTI,60.1,60-70,semiconducteurs,16.67,
2026-01-05,TSLA,60.0,60-70,new_tech,451.67,
2026-01-05,TATT,59.4,50-60,defense,49.22,
2026-01-05,NRG,59.0,50-60,production_energie,160.6,
2026-01-05,POET,58.3,50-60,ia|laser_photonique|new_tech|quantique|semiconducteurs,7.43,
2026-01-05,NVDA,58.3,50-60,ia|robotique|semiconducteurs,187.89,
2026-01-05,RMBS,58.3,50-60,semiconducteurs,97.5,
2026-01-05,UROY,58.2,50-60,production_energie,4.06,
2026-01-05,FN,58.0,50-60,laser_photonique,456.9,
2026-01-05,AMBA,57.2,50-60,ia|semiconducteurs,77.11,
2026-01-05,MRVL,57.1,50-60,ia|semiconducteurs,90.12,
2026-01-05,SITM,56.8,50-60,semiconducteurs,333.03,
2026-01-05,STRL,56.2,50-60,gestion_thermique,327.11,
2026-01-05,CRNC,55.9,50-60,ia,11.09,
2026-01-05,ATKR,55.0,50-60,equipement_electrique,65.77,
2026-01-05,TXN,55.0,50-60,semiconducteurs,175.13,
2026-01-05,ENPH,54.9,50-60,production_energie,34.0,
2026-01-05,VRT,54.5,50-60,equipement_electrique|gestion_thermique|ia,173.87,
2026-01-05,SYM,54.5,50-60,robotique,68.62,
2026-01-05,SHLS,54.2,50-60,equipement_electrique,8.89,
2026-01-05,UEC,53.8,50-60,production_energie,13.99,
2026-01-05,SES,53.7,50-60,new_tech,2.13,
2026-01-05,AEHR,53.3,50-60,new_tech|semiconducteurs,23.49,
2026-01-05,CEG,52.8,50-60,production_energie,353.92,
2026-01-05,AAOI,52.8,50-60,laser_photonique|semiconducteurs,34.99,
2026-01-05,AMRC,52.7,50-60,gestion_thermique,30.92,
2026-01-05,AMPG,52.6,50-60,quantique,3.65,
2026-01-05,SPXC,52.3,50-60,equipement_electrique|gestion_thermique,205.44,
2026-01-05,GDYN,52.3,50-60,ia,9.37,
2026-01-05,QRVO,52.1,50-60,semiconducteurs,87.06,
2026-01-05,RKLB,52.0,50-60,espace|new_tech,78.14,
2026-01-05,PLTR,51.8,50-60,defense|ia|new_tech,174.04,
2026-01-05,BKSY,51.7,50-60,espace|robotique,22.72,
2026-01-05,EU,51.4,50-60,production_energie,2.78,
2026-01-05,PLAB,51.4,50-60,semiconducteurs,33.38,
2026-01-05,KOPN,51.0,50-60,defense|ia|laser_photonique,2.57,
2026-01-05,ALAB,50.7,50-60,ia,167.11,
2026-01-05,VERI,50.7,50-60,ia,5.1,
2026-01-05,ICHR,50.5,50-60,semiconducteurs,20.94,
2026-01-05,URG,50.5,50-60,production_energie,1.61,
2026-01-05,DIOD,50.4,50-60,semiconducteurs,52.03,
2026-01-05,BLDP,50.2,50-60,production_energie,2.76,
2026-01-05,HYLN,50.1,50-60,equipement_electrique,1.92,
2026-01-12,ROK,87.8,70+,robotique,411.43,
2026-01-12,GOOGL,87.2,70+,ia,331.43,
2026-01-12,SMTC,86.6,70+,semiconducteurs,79.68,
2026-01-12,QTUM,86.3,70+,quantique,117.34,
2026-01-12,MKSI,85.9,70+,laser_photonique,185.6,
2026-01-12,POWL,85.8,70+,equipement_electrique,128.74,
2026-01-12,ADI,85.3,70+,semiconducteurs,292.14,
2026-01-12,INTC,85.2,70+,semiconducteurs,44.06,
2026-01-12,LSCC,85.0,70+,ia|semiconducteurs,83.1,
2026-01-12,GHM,83.9,70+,gestion_thermique,72.17,
2026-01-12,TER,82.7,70+,robotique,224.18,
2026-01-12,VECO,82.3,70+,semiconducteurs,33.83,
2026-01-12,AEIS,81.7,70+,equipement_electrique,227.45,
2026-01-12,ENS,81.7,70+,equipement_electrique,161.08,
2026-01-12,LASR,81.5,70+,laser_photonique|semiconducteurs,41.57,
2026-01-12,FLNC,81.4,70+,equipement_electrique,23.28,
2026-01-12,RTX,81.4,70+,defense,192.41,
2026-01-12,EMR,80.6,70+,equipement_electrique,144.22,
2026-01-12,PDFS,80.5,70+,semiconducteurs,31.87,
2026-01-12,BRKR,80.4,70+,robotique,53.28,
2026-01-12,TSM,79.8,70+,semiconducteurs,330.06,
2026-01-12,MCHP,79.7,70+,semiconducteurs,72.6,
2026-01-12,DCO,79.6,70+,defense,109.25,
2026-01-12,PLPC,79.1,70+,equipement_electrique,242.74,
2026-01-12,FIX,79.0,70+,gestion_thermique,1037.23,
2026-01-12,CCJ,78.2,70+,production_energie,109.79,
2026-01-12,KLAC,78.2,70+,semiconducteurs,142.45,
2026-01-12,BWXT,78.1,70+,defense|gestion_thermique|production_energie,206.06,
2026-01-12,NXPI,77.7,70+,semiconducteurs,236.3,
2026-01-12,ACLS,77.6,70+,semiconducteurs,95.72,
2026-01-12,GD,77.5,70+,defense,356.24,
2026-01-12,HUBB,77.4,70+,equipement_electrique,470.19,
2026-01-12,COHU,76.7,70+,semiconducteurs,27.62,
2026-01-12,CTS,76.7,70+,gestion_thermique,46.32,
2026-01-12,ISRG,76.7,70+,robotique,572.75,
2026-01-12,ASML,76.4,70+,semiconducteurs,1276.75,
2026-01-12,NOC,75.9,70+,defense,624.56,
2026-01-12,MYRG,75.8,70+,equipement_electrique,225.99,
2026-01-12,HEI,75.5,70+,defense,356.61,
2026-01-12,COHR,74.8,70+,laser_photonique,185.18,
2026-01-12,NXE,74.8,70+,production_energie,11.11,
2026-01-12,VSAT,74.2,70+,espace,40.42,
2026-01-12,WLDN,74.0,70+,gestion_thermique,121.6,
2026-01-12,ON,73.4,70+,semiconducteurs,58.75,
2026-01-12,AMAT,73.3,70+,semiconducteurs,306.48,
2026-01-12,CW,72.9,70+,defense,624.17,
2026-01-12,ALNT,72.8,70+,gestion_thermique,60.83,
2026-01-12,GFS,72.8,70+,semiconducteurs,39.83,
2026-01-12,TSEM,72.4,70+,semiconducteurs,121.3,
2026-01-12,AZZ,72.3,70+,equipement_electrique,121.11,
2026-01-12,LMT,71.7,70+,defense,544.78,
2026-01-12,TXN,70.6,70+,semiconducteurs,186.89,
2026-01-12,DNN,70.3,70+,production_energie,3.38,
2026-01-12,LHX,70.2,70+,defense,338.13,
2026-01-12,SHLS,70.1,70+,equipement_electrique,9.62,
2026-01-12,SITM,69.6,60-70,semiconducteurs,344.53,
2026-01-12,DIOD,69.4,60-70,semiconducteurs,54.29,
2026-01-12,VIAV,69.3,60-70,laser_photonique,18.05,
2026-01-12,NVT,69.2,60-70,equipement_electrique|gestion_thermique,106.03,
2026-01-12,DUOT,69.2,60-70,ia,10.52,
2026-01-12,MTSI,68.3,60-70,laser_photonique|semiconducteurs,197.55,
2026-01-12,OSIS,68.2,60-70,defense,269.12,
2026-01-12,SLAB,68.2,60-70,semiconducteurs,145.12,
2026-01-12,TSAT,67.9,60-70,espace,34.97,
2026-01-12,ONTO,67.8,60-70,semiconducteurs,191.03,
2026-01-12,ESE,67.1,60-70,equipement_electrique,213.43,
2026-01-12,CRNC,67.0,60-70,ia,12.31,
2026-01-12,STM,66.8,60-70,semiconducteurs,28.24,
2026-01-12,ATKR,66.7,60-70,equipement_electrique,67.67,
2026-01-12,NVMI,66.6,60-70,semiconducteurs,403.62,
2026-01-12,UROY,66.6,60-70,production_energie,4.23,
2026-01-12,SYM,65.0,60-70,robotique,73.23,
2026-01-12,TDG,64.6,60-70,defense,1386.12,
2026-01-12,MXL,64.0,60-70,semiconducteurs,18.42,
2026-01-12,HII,63.5,60-70,defense,395.3,
2026-01-12,VVX,63.1,60-70,defense|laser_photonique,65.05,
2026-01-12,AMKR,63.1,60-70,semiconducteurs,51.42,
2026-01-12,AEHR,62.5,60-70,new_tech|semiconducteurs,26.35,
2026-01-12,LII,62.4,60-70,gestion_thermique,530.42,
2026-01-12,CAMT,61.9,60-70,semiconducteurs,137.8,
2026-01-12,IRDM,61.6,60-70,espace,19.38,
2026-01-12,TATT,61.6,60-70,defense,52.9,
2026-01-12,CDRE,61.4,60-70,defense,42.04,
2026-01-12,TSLA,61.1,60-70,new_tech,448.96,
2026-01-12,MPWR,61.0,60-70,semiconducteurs,963.76,
2026-01-12,SMP,60.8,60-70,gestion_thermique,38.1,
2026-01-12,LDOS,59.0,50-60,defense,194.43,
2026-01-12,PLTR,58.6,50-60,defense|ia|new_tech,179.41,
2026-01-12,SPXC,58.6,50-60,equipement_electrique|gestion_thermique,208.56,
2026-01-12,FN,58.3,50-60,laser_photonique,462.94,
2026-01-12,GEV,57.7,50-60,equipement_electrique|production_energie,639.06,
2026-01-12,SES,57.6,50-60,new_tech,2.2,
2026-01-12,GSAT,57.2,50-60,espace,63.8,
2026-01-12,CGNX,56.8,50-60,robotique,39.32,
2026-01-12,CRUS,56.8,50-60,semiconducteurs,121.41,
2026-01-12,UEC,56.8,50-60,production_energie,15.95,
2026-01-12,MU,56.5,50-60,semiconducteurs,345.72,
2026-01-12,VRT,56.3,50-60,equipement_electrique|gestion_thermique|ia,169.95,
2026-01-12,GDYN,56.3,50-60,ia,9.71,
2026-01-12,NNDM,56.2,50-60,new_tech|robotique,1.7,
2026-01-12,EU,56.2,50-60,production_energie,2.98,
2026-01-12,POWI,55.8,50-60,equipement_electrique|semiconducteurs,41.25,
2026-01-12,AMRC,55.8,50-60,gestion_thermique,31.07,
2026-01-12,LRCX,55.1,50-60,semiconducteurs,219.98,
2026-01-12,BLDP,55.0,50-60,production_energie,2.79,
2026-01-12,AVGO,54.8,50-60,ia|semiconducteurs,350.92,
2026-01-12,LPTH,54.8,50-60,laser_photonique,11.99,
2026-01-12,ASTS,54.5,50-60,espace,98.39,
2026-01-12,POET,54.4,50-60,ia|laser_photonique|new_tech|quantique|semiconducteurs,7.21,
2026-01-12,URG,54.4,50-60,production_energie,1.69,
2026-01-12,KRKNF,53.9,50-60,defense,6.05,
2026-01-12,ISSC,53.7,50-60,defense,19.77,
2026-01-12,EOSE,53.5,50-60,equipement_electrique|new_tech,16.13,
2026-01-12,PWR,53.1,50-60,equipement_electrique,432.51,
2026-01-12,NVDA,53.0,50-60,ia|robotique|semiconducteurs,184.71,
2026-01-12,ALAB,52.7,50-60,ia,172.57,
2026-01-12,PATH,52.7,50-60,ia|robotique,17.24,
2026-01-12,OMCL,52.5,50-60,robotique,51.19,
2026-01-12,CMTL,52.2,50-60,defense|espace,5.52,
2026-01-12,FORM,52.2,50-60,semiconducteurs,73.12,
2026-01-12,ECHO,51.9,50-60,espace,126.07,
2026-01-12,ENPH,51.9,50-60,production_energie,36.68,
2026-01-12,BBAI,51.8,50-60,defense|ia|new_tech,6.31,
2026-01-12,ALGM,51.8,50-60,semiconducteurs,30.17,
2026-01-12,IONQ,51.7,50-60,new_tech|quantique,50.95,
2026-01-12,PLAB,51.6,50-60,semiconducteurs,33.7,
2026-01-12,HYLN,51.3,50-60,equipement_electrique,1.98,
2026-01-12,MRCY,51.1,50-60,defense|espace,97.02,
2026-01-12,QCOM,50.9,50-60,semiconducteurs,167.57,
2026-01-12,VICR,50.3,50-60,equipement_electrique,139.12,
2026-01-20,MYRG,88.9,70+,equipement_electrique,247.17,
2026-01-20,NVT,86.8,70+,equipement_electrique|gestion_thermique,109.53,
2026-01-20,QTUM,86.5,70+,quantique,115.71,
2026-01-20,OSIS,85.7,70+,defense,288.0,
2026-01-20,CTS,85.1,70+,gestion_thermique,47.5,
2026-01-20,GEV,84.3,70+,equipement_electrique|production_energie,684.1,
2026-01-20,TSEM,83.9,70+,semiconducteurs,129.0,
2026-01-20,SMTC,83.4,70+,semiconducteurs,76.99,
2026-01-20,PWR,83.2,70+,equipement_electrique,463.33,
2026-01-20,ENS,82.8,70+,equipement_electrique,167.98,
2026-01-20,GOOGL,82.6,70+,ia,321.58,
2026-01-20,TSAT,82.6,70+,espace,34.66,
2026-01-20,COHR,82.4,70+,laser_photonique,193.46,
2026-01-20,ALNT,82.3,70+,gestion_thermique,61.1,
2026-01-20,VIAV,82.3,70+,laser_photonique,18.64,
2026-01-20,AEIS,82.0,70+,equipement_electrique,250.8,
2026-01-20,KLAC,81.8,70+,semiconducteurs,148.24,
2026-01-20,FIX,81.3,70+,gestion_thermique,1133.72,
2026-01-20,ROK,81.0,70+,robotique,401.36,
2026-01-20,CW,80.9,70+,defense,649.98,
2026-01-20,HUBB,80.9,70+,equipement_electrique,469.85,
2026-01-20,RMBS,80.9,70+,semiconducteurs,110.1,
2026-01-20,TER,80.9,70+,robotique,223.8,
2026-01-20,ESE,80.8,70+,equipement_electrique,220.39,
2026-01-20,ADI,80.6,70+,semiconducteurs,293.94,
2026-01-20,SITM,80.3,70+,semiconducteurs,363.13,
2026-01-20,SPXC,80.2,70+,equipement_electrique|gestion_thermique,217.9,
2026-01-20,MPWR,79.7,70+,semiconducteurs,1030.85,
2026-01-20,AMAT,79.6,70+,semiconducteurs,317.44,
2026-01-20,VRT,79.1,70+,equipement_electrique|gestion_thermique|ia,175.1,
2026-01-20,MCHP,78.8,70+,semiconducteurs,72.38,
2026-01-20,ASML,78.6,70+,semiconducteurs,1321.44,
2026-01-20,GHM,78.5,70+,gestion_thermique,72.45,
2026-01-20,NOC,78.4,70+,defense,652.33,
2026-01-20,BWXT,77.5,70+,defense|gestion_thermique|production_energie,205.51,
2026-01-20,RTX,77.3,70+,defense,194.9,
2026-01-20,DIOD,77.1,70+,semiconducteurs,56.34,
2026-01-20,UROY,76.8,70+,production_energie,4.49,
2026-01-20,CDRE,76.6,70+,defense,42.11,
2026-01-20,ON,76.6,70+,semiconducteurs,60.06,
2026-01-20,COHU,76.3,70+,semiconducteurs,28.51,
2026-01-20,ATKR,76.0,70+,equipement_electrique,70.52,
2026-01-20,AZZ,76.0,70+,equipement_electrique,121.2,
2026-01-20,PDFS,76.0,70+,semiconducteurs,35.63,
2026-01-20,AAOI,75.6,70+,laser_photonique|semiconducteurs,39.26,
2026-01-20,DUOT,75.6,70+,ia,10.75,
2026-01-20,FLNC,75.4,70+,equipement_electrique,25.51,
2026-01-20,PLPC,75.0,70+,equipement_electrique,238.98,
2026-01-20,TSM,75.0,70+,semiconducteurs,325.48,
2026-01-20,WLDN,75.0,70+,gestion_thermique,130.83,
2026-01-20,EMR,74.9,70+,equipement_electrique,144.08,
2026-01-20,TDG,74.7,70+,defense,1448.55,
2026-01-20,AMD,74.5,70+,ia|semiconducteurs,231.92,
2026-01-20,CRUS,74.2,70+,semiconducteurs,125.65,
2026-01-20,ALGM,73.2,70+,semiconducteurs,32.97,
2026-01-20,LSCC,72.9,70+,ia|semiconducteurs,83.23,
2026-01-20,GD,72.8,70+,defense,355.94,
2026-01-20,CCJ,72.5,70+,production_energie,115.8,
2026-01-20,DCO,72.5,70+,defense,112.27,
2026-01-20,TATT,72.2,70+,defense,52.3,
2026-01-20,FN,72.1,70+,laser_photonique,482.56,
2026-01-20,CAMT,71.7,70+,semiconducteurs,144.54,
2026-01-20,LMT,71.5,70+,defense,569.31,
2026-01-20,HII,71.0,70+,defense,412.5,
2026-01-20,MXL,71.0,70+,semiconducteurs,19.37,
2026-01-20,LASR,70.6,70+,laser_photonique|semiconducteurs,45.25,
2026-01-20,VVX,70.5,70+,defense|laser_photonique,67.28,
2026-01-20,ALAB,70.5,70+,ia,183.75,
2026-01-20,LHX,70.2,70+,defense,339.77,
2026-01-20,KLIC,69.6,60-70,semiconducteurs,56.45,
2026-01-20,SLAB,69.5,60-70,semiconducteurs,145.41,
2026-01-20,HEI,69.4,60-70,defense,344.39,
2026-01-20,MRCY,68.7,60-70,defense|espace,97.1,
2026-01-20,INTC,67.8,60-70,semiconducteurs,48.56,
2026-01-20,VECO,67.2,60-70,semiconducteurs,31.32,
2026-01-20,VSAT,66.9,60-70,espace,41.92,
2026-01-20,OMCL,66.8,60-70,robotique,49.06,
2026-01-20,BRKR,66.6,60-70,robotique,49.72,
2026-01-20,POWL,66.1,60-70,equipement_electrique,142.65,
2026-01-20,SHLS,66.0,60-70,equipement_electrique,9.21,
2026-01-20,CMTL,65.8,60-70,defense|espace,5.68,
2026-01-20,NXE,65.8,60-70,production_energie,12.0,
2026-01-20,SMP,65.5,60-70,gestion_thermique,37.81,
2026-01-20,NNDM,65.4,60-70,new_tech|robotique,1.77,
2026-01-20,MKSI,65.4,60-70,laser_photonique,210.3,
2026-01-20,DNN,65.3,60-70,production_energie,3.69,
2026-01-20,NVEC,65.3,60-70,semiconducteurs,66.49,
2026-01-20,AMKR,64.7,60-70,semiconducteurs,48.9,
2026-01-20,ISSC,64.4,60-70,defense,21.41,
2026-01-20,POET,64.2,60-70,ia|laser_photonique|new_tech|quantique|semiconducteurs,8.24,
2026-01-20,LITE,63.7,60-70,laser_photonique,356.83,
2026-01-20,ECHO,63.6,60-70,espace,122.0,
2026-01-20,MTSI,63.4,60-70,laser_photonique|semiconducteurs,221.7,
2026-01-20,EU,63.3,60-70,production_energie,3.09,
2026-01-20,PLAB,63.3,60-70,semiconducteurs,34.44,
2026-01-20,GFS,62.7,60-70,semiconducteurs,43.56,
2026-01-20,LRCX,62.6,60-70,semiconducteurs,221.99,
2026-01-20,NXPI,62.4,60-70,semiconducteurs,228.73,
2026-01-20,HYLN,62.2,60-70,equipement_electrique,2.07,
2026-01-20,STM,61.0,60-70,semiconducteurs,27.01,
2026-01-20,LDOS,59.9,50-60,defense,189.78,
2026-01-20,TXN,58.6,50-60,semiconducteurs,187.41,
2026-01-20,STRL,58.4,50-60,gestion_thermique,349.59,
2026-01-20,LEU,58.3,50-60,production_energie,315.92,
2026-01-20,ONTO,58.2,50-60,semiconducteurs,216.16,
2026-01-20,STEM,58.2,50-60,equipement_electrique,19.84,
2026-01-20,AEHR,58.0,50-60,new_tech|semiconducteurs,29.06,
2026-01-20,ATRO,58.0,50-60,defense,59.19,
2026-01-20,GNRC,58.0,50-60,equipement_electrique,162.06,
2026-01-20,CGNX,57.6,50-60,robotique,38.81,
2026-01-20,FCEL,56.8,50-60,new_tech|production_energie,8.64,
2026-01-20,ACLS,56.7,50-60,semiconducteurs,88.16,
2026-01-20,KRKNF,56.6,50-60,defense,5.5,
2026-01-20,MU,56.6,50-60,semiconducteurs,364.85,
2026-01-20,RKLB,56.5,50-60,espace|new_tech,89.16,
2026-01-20,APLD,56.3,50-60,ia,35.46,
2026-01-20,KRMN,54.9,50-60,defense|espace,106.28,
2026-01-20,EOSE,54.7,50-60,equipement_electrique|new_tech,17.32,
2026-01-20,PNR,54.5,50-60,gestion_thermique,103.75,
2026-01-20,AMRC,53.6,50-60,gestion_thermique,31.16,
2026-01-20,KOPN,53.5,50-60,defense|ia|laser_photonique,3.16,
2026-01-20,BKSY,53.3,50-60,espace|robotique,27.37,
2026-01-20,NVTS,53.2,50-60,equipement_electrique|new_tech|robotique|semiconducteurs,9.86,
2026-01-20,NBIS,53.0,50-60,ia,99.29,
2026-01-20,ONDS,52.0,50-60,defense|equipement_electrique|espace|laser_photonique|robotique,13.13,
2026-01-20,GSAT,51.9,50-60,espace,59.85,
2026-01-20,DPRO,51.7,50-60,defense,9.42,
2026-01-20,DRS,51.7,50-60,defense,41.9,
2026-01-20,SES,51.4,50-60,new_tech,2.17,
2026-01-20,XYL,51.4,50-60,gestion_thermique,137.81,
2026-01-20,INOD,51.3,50-60,ia,61.62,
2026-01-20,SYM,51.3,50-60,robotique,63.12,
2026-01-20,STXS,51.2,50-60,robotique,2.64,
2026-01-20,NLST,51.1,50-60,laser_photonique,1.16,
2026-01-20,ABAT,50.8,50-60,new_tech,4.85,
2026-01-20,IRDM,50.7,50-60,espace,18.92,
2026-01-20,AXTI,50.2,50-60,semiconducteurs,21.41,
2026-01-27,GOOGL,90.0,70+,ia,334.12,
2026-01-27,VRT,85.9,70+,equipement_electrique|gestion_thermique|ia,189.13,
2026-01-27,FIX,84.1,70+,gestion_thermique,1159.32,
2026-01-27,QTUM,83.4,70+,quantique,119.54,
2026-01-27,ROK,83.2,70+,robotique,417.01,
2026-01-27,NVT,82.9,70+,equipement_electrique|gestion_thermique,112.99,
2026-01-27,MYRG,81.3,70+,equipement_electrique,253.08,
2026-01-27,COHR,81.2,70+,laser_photonique,214.0,
2026-01-27,ADI,81.1,70+,semiconducteurs,302.05,
2026-01-27,DIOD,80.5,70+,semiconducteurs,58.16,
2026-01-27,ON,80.5,70+,semiconducteurs,62.63,
2026-01-27,HUBB,80.2,70+,equipement_electrique,481.38,
2026-01-27,GEV,80.0,70+,equipement_electrique|production_energie,691.93,
2026-01-27,CTS,79.8,70+,gestion_thermique,51.0,
2026-01-27,TER,79.6,70+,robotique,238.75,
2026-01-27,CW,78.8,70+,defense,659.73,
2026-01-27,MPWR,78.8,70+,semiconducteurs,1091.64,
2026-01-27,BWXT,78.4,70+,defense|gestion_thermique|production_energie,211.82,
2026-01-27,TSEM,78.2,70+,semiconducteurs,132.62,
2026-01-27,ESE,77.6,70+,equipement_electrique,223.59,
2026-01-27,ALNT,77.4,70+,gestion_thermique,60.76,
2026-01-27,PWR,77.4,70+,equipement_electrique,479.1,
2026-01-27,TSM,77.3,70+,semiconducteurs,336.6,
2026-01-27,VSAT,77.2,70+,espace,45.04,
2026-01-27,STRL,77.1,70+,gestion_thermique,372.25,
2026-01-27,AMD,76.8,70+,ia|semiconducteurs,252.03,
2026-01-27,SPXC,76.7,70+,equipement_electrique|gestion_thermique,215.68,
2026-01-27,MCHP,76.6,70+,semiconducteurs,74.35,
2026-01-27,EMR,76.3,70+,equipement_electrique,146.51,
2026-01-27,SMTC,75.9,70+,semiconducteurs,79.49,
2026-01-27,RTX,75.8,70+,defense,199.78,
2026-01-27,FN,75.7,70+,laser_photonique,498.59,
2026-01-27,STM,75.5,70+,semiconducteurs,29.24,
2026-01-27,COHU,75.0,70+,semiconducteurs,28.99,
2026-01-27,PLPC,75.0,70+,equipement_electrique,240.7,
2026-01-27,DCO,74.8,70+,defense,111.29,
2026-01-27,AEIS,74.4,70+,equipement_electrique,259.39,
2026-01-27,TATT,74.4,70+,defense,53.65,
2026-01-27,AMAT,74.0,70+,semiconducteurs,331.88,
2026-01-27,LSCC,73.8,70+,ia|semiconducteurs,84.96,
2026-01-27,CRUS,73.8,70+,semiconducteurs,129.6,
2026-01-27,OSIS,73.6,70+,defense,276.97,
2026-01-27,ATKR,73.5,70+,equipement_electrique,70.11,
2026-01-27,VVX,73.2,70+,defense|laser_photonique,68.79,
2026-01-27,GD,73.1,70+,defense,363.33,
2026-01-27,VIAV,73.0,70+,laser_photonique,20.7,
2026-01-27,HII,72.9,70+,defense,419.66,
2026-01-27,VECO,72.9,70+,semiconducteurs,32.26,
2026-01-27,OMCL,72.7,70+,robotique,49.96,
2026-01-27,WLDN,72.7,70+,gestion_thermique,134.94,
2026-01-27,TDG,72.1,70+,defense,1427.18,
2026-01-27,ISOU,72.0,70+,production_energie,11.97,
2026-01-27,TXN,71.8,70+,semiconducteurs,194.37,
2026-01-27,PDFS,71.6,70+,semiconducteurs,33.85,
2026-01-27,LMT,71.2,70+,defense,587.98,
2026-01-27,NOC,71.2,70+,defense,673.61,
2026-01-27,AZZ,71.1,70+,equipement_electrique,122.5,
2026-01-27,KLIC,71.1,70+,semiconducteurs,57.86,
2026-01-27,CMTL,70.8,70+,defense|espace,5.95,
2026-01-27,SMP,70.8,70+,gestion_thermique,39.24,
2026-01-27,LASR,70.3,70+,laser_photonique|semiconducteurs,44.92,
2026-01-27,MRCY,70.2,70+,defense|espace,101.04,
2026-01-27,NVEC,70.1,70+,semiconducteurs,72.07,
2026-01-27,ENS,69.9,60-70,equipement_electrique,179.39,
2026-01-27,MTSI,69.6,60-70,laser_photonique|semiconducteurs,219.2,
2026-01-27,CAMT,69.5,60-70,semiconducteurs,147.78,
2026-01-27,META,69.4,60-70,ia,671.77,
2026-01-27,SHLS,69.4,60-70,equipement_electrique,9.57,
2026-01-27,LHX,69.2,60-70,defense,357.84,
2026-01-27,NNDM,69.1,60-70,new_tech|robotique,1.95,
2026-01-27,SITM,68.3,60-70,semiconducteurs,358.08,
2026-01-27,ECHO,68.0,60-70,espace,125.81,
2026-01-27,LITE,67.2,60-70,laser_photonique,370.66,
2026-01-27,GHM,67.1,60-70,gestion_thermique,70.54,
2026-01-27,DUOT,66.8,60-70,ia,11.08,
2026-01-27,ACLS,66.2,60-70,semiconducteurs,91.04,
2026-01-27,NVDA,66.0,60-70,ia|robotique|semiconducteurs,188.29,
2026-01-27,ISSC,65.6,60-70,defense,21.28,
2026-01-27,POWL,65.6,60-70,equipement_electrique,147.31,
2026-01-27,ALGM,65.5,60-70,semiconducteurs,32.66,
2026-01-27,ONTO,65.3,60-70,semiconducteurs,208.46,
2026-01-27,AMKR,64.9,60-70,semiconducteurs,50.59,
2026-01-27,GSAT,64.8,60-70,espace,63.44,
2026-01-27,INDI,64.4,60-70,semiconducteurs,4.57,
2026-01-27,NXE,63.5,60-70,production_energie,12.78,
2026-01-27,IPGP,63.3,60-70,laser_photonique,90.63,
2026-01-27,HYLN,63.2,60-70,equipement_electrique,2.17,
2026-01-27,CCJ,62.8,60-70,production_energie,125.97,
2026-01-27,FCEL,62.2,60-70,new_tech|production_energie,9.59,
2026-01-27,QUIK,62.1,60-70,ia,8.31,
2026-01-27,MXL,61.9,60-70,semiconducteurs,18.84,
2026-01-27,GFS,61.8,60-70,semiconducteurs,47.34,
2026-01-27,KLAC,61.7,60-70,semiconducteurs,161.22,
2026-01-27,HEI,61.5,60-70,defense,338.44,
2026-01-27,EU,61.2,60-70,production_energie,3.33,
2026-01-27,DNN,61.1,60-70,production_energie,3.94,
2026-01-27,IRDM,61.1,60-70,espace,21.01,
2026-01-27,FLNC,61.0,60-70,equipement_electrique,28.44,
2026-01-27,CRNC,60.8,60-70,ia,12.01,
2026-01-27,LUNR,60.4,60-70,espace,20.29,
2026-01-27,KRKNF,59.9,50-60,defense,6.46,
2026-01-27,URG,59.7,50-60,production_energie,1.93,
2026-01-27,AAOI,59.5,50-60,laser_photonique|semiconducteurs,37.39,
2026-01-27,BE,59.5,50-60,equipement_electrique|production_energie,152.31,
2026-01-27,BKSY,59.5,50-60,espace|robotique,26.86,
2026-01-27,KRMN,59.5,50-60,defense|espace,113.34,
2026-01-27,CGNX,59.4,50-60,robotique,39.35,
2026-01-27,ASTS,59.1,50-60,espace,111.34,
2026-01-27,GNRC,58.9,50-60,equipement_electrique,170.45,
2026-01-27,IMOS,58.6,50-60,semiconducteurs,42.36,
2026-01-27,RMBS,57.8,50-60,semiconducteurs,115.71,
2026-01-27,PLAB,57.5,50-60,semiconducteurs,35.62,
2026-01-27,NXPI,56.8,50-60,semiconducteurs,227.46,
2026-01-27,KTOS,56.4,50-60,defense|espace,118.06,
2026-01-27,NLST,56.3,50-60,laser_photonique,1.18,
