ticker_tv,ticker_yf,exchange_yf,exchange_tv,country,sector,industry,market_cap,price,technical_local,tech_score,rsi,sma20,sma50,sma200,macd,macds,stoch_k,stoch_d,tv_reco,tv_buy,tv_neutral,tv_sell,analyst_mean,analyst_votes,analyst_bucket
ENTG,ENTG,NMS,NASDAQ,United States,Technology,Semiconductor Equipment & Materials,12678235676.574707,83.73999786376953,Neutral,-1,54.16234185372137,79.09050025939942,82.96049865722657,89.85945989608764,0.8155075171167994,-0.005223563583127144,70.72922365580554,75.30500720931504,,,,,1.54545,11.0,Strong Buy
ACM,ACM,NYQ,NASDAQ,United States,Industrials,Engineering & Construction,16541180859.161377,124.88999938964844,Strong Buy,4,69.13481183315199,120.9949993133545,116.36490005493164,106.91903453826905,2.7502972861729234,2.410852443369488,89.08825858049006,89.90179565053819,BUY,14.0,6.0,6.0,1.53846,11.0,Strong Buy
WST,WST,NYQ,NASDAQ,United States,Healthcare,Medical Instruments & Supplies,17757506527.756348,246.9499969482422,Buy,2,56.214583494270556,243.59599990844725,234.59792419433595,256.359426651001,2.993475328185127,3.519848366145298,68.6364496907454,66.24845283880202,,,,,1.46154,11.0,Strong Buy
SMMT,SMMT,NGM,NASDAQ,United States,Healthcare,Biotechnology,18140312763.16455,23.700000762939453,Sell,-2,38.373640274516525,26.67700023651123,25.45500015258789,21.984525089263915,-0.36171174542733553,0.04610976992705809,5.485135446349325,19.900407135271,,,,,1.53846,11.0,Strong Buy
RITM,RITM,NYQ,NASDAQ,United States,Real Estate,REIT - Mortgage,6565015020.687103,12.380000114440918,Buy,2,56.652391058763726,12.312000036239624,11.960858726501465,11.05954065322876,0.11300092772133752,0.1366082325492206,34.10861825257419,44.789982361216175,,,,,1.36364,10.0,Strong Buy
FLS,FLS,NYQ,NASDAQ,United States,Industrials,Specialty Industrial Machinery,7035738199.993134,53.65999984741211,Neutral,1,51.33793556075211,53.27800025939941,53.142112503051756,53.35906953811646,0.22392855175626636,0.1226666407866073,79.80762110440172,83.07028000047056,,,,,1.45455,10.0,Strong Buy
DRS,DRS,NMS,NASDAQ,United States,Industrials,Aerospace & Defense,11086725799.3927,41.65999984741211,Buy,2,43.793596973215294,41.58780040740967,44.21150436401367,37.71952201843262,-0.6661722445393181,-0.8649958873022308,68.29443900172815,64.58183783037879,,,,,1.5,10.0,Strong Buy
FTAI,FTAI,NMS,NASDAQ,United States,Industrials,Rental & Leasing Services,15938399082.305908,153.85000610351562,Strong Buy,6,70.36729532170382,144.07127075195314,128.61667251586914,123.80605770111084,6.949630627031979,6.546751743853845,90.32669565561237,87.38852556024908,,,,,1.4,10.0,Strong Buy
EQH,EQH,NYQ,NASDAQ,United States,Financial Services,Asset Management,16115144418.217896,53.2599983215332,Neutral,1,52.1834578219794,52.82350025177002,52.98024688720703,50.77574125289917,0.27123701361527,0.20385500141894483,55.76528661322817,64.97071386551582,,,,,1.54545,10.0,Strong Buy
SN,SN,NYQ,NASDAQ,United States,Consumer Cyclical,"Furnishings, Fixtures & Appliances",16507500350.784302,116.95999908447266,Neutral,1,52.29187329544669,117.34349937438965,111.97679977416992,99.44069988250732,1.455798710878753,2.0587709292759735,55.87819810439169,52.18702790921183,,,,,1.27273,10.0,Strong Buy
TDY,TDY,NYQ,NASDAQ,United States,Technology,Scientific & Technical Instruments,25233983243.68286,538.1699829101562,Neutral,-1,46.55409711016603,544.8390014648437,536.0084027099609,497.56555114746095,0.605779051162699,2.0735849193902753,30.66774076437801,35.93709111561498,,,,,1.4,10.0,Strong Buy
