ticker_tv,ticker_yf,exchange_yf,exchange_tv,country,sector,industry,market_cap,price,technical_local,tech_score,rsi,sma20,sma50,sma200,macd,macds,stoch_k,stoch_d,tv_reco,tv_buy,tv_neutral,tv_sell,analyst_mean,analyst_votes,analyst_bucket
CWEN.A,CWEN-A,NYQ,NASDAQ,United States,Utilities,Utilities - Renewable,5895262051.685333,28.190000534057617,Neutral,0,44.12388933717834,28.257000160217284,29.479600105285645,26.780816707611084,-0.36461132033055677,-0.43699715850021853,63.232397961641084,59.95043259019701,,,,,1.54545,9.0,Strong Buy
NXST,NXST,NMS,NASDAQ,United States,Communication Services,Broadcasting,6200490536.993408,204.52999877929688,Buy,2,59.42657021266705,199.67910079956056,187.90803497314454,166.39203826904296,5.340983168139189,6.003061749408065,44.12876265941363,50.32310831436684,,,,,1.55556,9.0,Strong Buy
OLED,OLED,NMS,NASDAQ,United States,Technology,Electronic Components,6587764603.924561,138.58999633789062,Sell,-2,39.41756572108717,141.02499923706054,148.23739929199218,147.31519023895262,-1.7286688289178187,-1.9852288309656299,42.4689969806505,56.40861087531477,,,,,1.55556,9.0,Strong Buy
ESAB,ESAB,NYQ,NASDAQ,United States,Industrials,Metal Fabrication,7090213499.794769,115.37000274658203,Neutral,1,45.51942630991374,115.23099899291992,121.90928131103516,122.33755626678467,-2.1048556216261716,-2.8239352623786336,78.43303103363525,75.81675261723949,,,,,1.55556,9.0,Strong Buy
ATI,ATI,NYQ,NASDAQ,United States,Industrials,Metal Fabrication,10815666407.382324,77.54000091552734,Buy,3,49.69452743538855,74.27200012207031,82.71299987792969,66.00109996795655,-1.812804718056853,-2.7945670777449707,91.21430705189054,87.52431492989798,,,,,1.54545,9.0,Strong Buy
CLH,CLH,NYQ,NASDAQ,United States,Industrials,Waste Management,13069191763.267517,242.2100067138672,Neutral,-1,51.97014008139017,243.4239990234375,236.01919891357423,227.5390496826172,2.5670173572933663,3.181730399504937,46.76877968736951,53.34104976436189,,,,,1.4,9.0,Strong Buy
QXO,QXO,NYQ,NASDAQ,United States,Industrials,Industrial Distribution,14164896156.335815,20.1299991607666,Neutral,1,47.52974504832105,20.097999858856202,21.035999946594238,16.49324996948242,0.00041054668137974204,-0.08911792149913855,69.70760664426923,76.94168347586343,,,,,1.1,9.0,Strong Buy
R,R,NYQ,NASDAQ,United States,Industrials,Rental & Leasing Services,7649053486.276245,187.52000427246094,Strong Buy,6,64.4076518310976,180.7095802307129,173.68962127685546,157.39019317626952,3.9603874444767087,3.608732233969225,87.88460105472761,85.9118370437622,,,,,1.5,8.0,Strong Buy
WTRG,WTRG,NYQ,NASDAQ,United States,Utilities,Utilities - Regulated Water,11081329403.16211,39.5099983215332,Strong Buy,6,60.756165799252706,38.88224353790283,37.74905464172363,37.40145364761352,0.5393725028071259,0.5118386841807244,79.40655821741112,76.76628871948684,,,,,1.3,8.0,Strong Buy
EEFT,EEFT,NMS,NASDAQ,United States,Technology,Software - Infrastructure,3820435978.088379,93.19000244140625,Strong Sell,-4,40.664077180560916,94.49199981689453,99.2452001953125,101.95469993591308,-1.4174339869270796,-1.5597197768990263,43.466403040535816,50.03915687794466,,,,,1.55556,7.0,Strong Buy
SFD,SFD,NMS,NASDAQ,United States,Consumer Defensive,Packaged Foods,9996863506.528564,25.43000030517578,Neutral,1,55.90862402360967,25.359401607513426,24.295697898864745,,0.40586304699210984,0.45820256161997536,77.96386156038622,81.5807277619334,,,,,1.57143,7.0,Strong Buy
CRUS,CRUS,NMS,NASDAQ,United States,Technology,Semiconductors,5861624043.322754,114.19000244140625,Strong Buy,4,58.800904508322944,110.45050048828125,107.075400390625,102.46160018920898,3.1346309447055063,2.789764519511767,79.52395823728368,85.94834858351878,,,,,1.57143,6.0,Strong Buy
DOX,DOX,NMS,NASDAQ,United States,Technology,Software - Infrastructure,9412015406.433105,85.56999969482422,Strong Sell,-4,43.95138342686389,86.84099922180175,88.42844039916992,87.27360824584962,-0.5674149389668912,-0.48326597824030454,19.79515018044707,24.972319200400204,,,,,1.14286,6.0,Strong Buy
AIT,AIT,NYQ,NASDAQ,United States,Industrials,Industrial Distribution,9950908875.064087,263.5799865722656,Neutral,-1,50.35488127063165,265.20649337768555,257.4144171142578,246.06287101745605,1.6792788136736476,2.3405415197323927,43.76546490726637,45.7542095248335,,,,,1.5,6.0,Strong Buy
AIZ,AIZ,NYQ,NASDAQ,United States,Financial Services,Insurance - Property & Casualty,10879508142.797852,215.61000061035156,Buy,2,63.31292253983305,209.72900009155273,198.1172003173828,203.53631553649902,5.960869247147457,5.791278235369903,84.79111350205226,86.55976072730637,,,,,1.57143,6.0,Strong Buy
FWONA,FWONA,NMS,NASDAQ,United States,Communication Services,Entertainment,24770744434.936523,90.12000274658203,Neutral,1,49.73152555549855,89.18350105285644,91.32860000610351,85.5356000137329,0.07290633578911354,-0.12535386481443322,67.58945018657798,74.2434833494502,,,,,1.0,6.0,Strong Buy
CHX,CHX,NMS,NASDAQ,United States,Energy,Oil & Gas Equipment & Services,4940988763.5199995,25.809999465942383,Neutral,-1,49.668433859704585,25.83917303085327,25.38378517150879,27.782291316986083,0.2933113770375364,0.2849381445979986,54.83940918802097,70.74319693275261,,,,,1.4,5.0,Strong Buy
CWEN,CWEN,NYQ,NASDAQ,United States,Utilities,Utilities - Renewable,5906046762.670898,29.809999465942383,Neutral,0,42.3351208231115,30.07450008392334,31.289200057983397,28.494964380264282,-0.4322882319247121,-0.46778453443776524,46.25001440445235,42.606023631098196,,,,,1.2,5.0,Strong Buy
SCI,SCI,NYQ,NASDAQ,United States,Consumer Cyclical,Personal Services,11114020000.0,79.25,Neutral,-1,46.76524401866419,80.21500015258789,79.69260009765625,79.40815742492676,0.1795058173293853,0.39593621094448933,19.21134753878462,23.148444233688412,,,,,1.2,5.0,Strong Buy
KEX,KEX,NYQ,NASDAQ,United States,Industrials,Marine Shipping,5437153989.291382,97.19999694824219,Sell,-2,38.44269390887674,98.59249992370606,108.22400009155274,107.79945007324218,-2.962800353680194,-3.4145779059238657,35.122525375706054,37.462102524409346,,,,,1.0,4.0,Strong Buy
AAON,AAON,NMS,NASDAQ,United States,Industrials,Building Products & Equipment,6762971647.988037,82.94999694824219,Neutral,1,51.38829653997752,82.41800003051758,78.97679977416992,98.0975032043457,1.1012217600219714,0.9681807509425361,79.47714648479779,83.16406428893532,NEUTRAL,9.0,10.0,7.0,1.5,4.0,Strong Buy
LOPE,LOPE,NMS,NASDAQ,United States,Consumer Defensive,Education & Training Services,5739947842.565918,201.57000732421875,Buy,2,64.658451351106,195.69000167846679,184.34780029296874,177.97315002441405,6.327833268589785,6.342726964188453,65.63555461078693,74.01068169524386,,,,,1.33333,3.0,Strong Buy
DLB,DLB,NYQ,NASDAQ,United States,Industrials,Specialty Business Services,6930108445.504761,71.68000030517578,Strong Sell,-6,42.3358174433425,72.81632118225097,73.93059646606446,76.6093839263916,-0.35117180715343466,-0.27941730758210326,20.39494273971295,34.5749295951265,,,,,1.5,3.0,Strong Buy
