ticker,themes,score,setup,price,rsi,macd_hist,chg_1d,chg_7d,chg_1m,avg_dollar_vol,dist_to_high_pct,base_depth_pct,bbwidth_pctile,vol_dryup,overext,c_trend,c_base,c_vcp,c_volume,c_pivot,c_momentum,c_rs,c_hi52,mcap_usd,catalyst,catalyst_days,catalyst_n,buzz,first_scan_date,first_scan_price,pct_since_first,days_tracked
NVT,equipement_electrique|gestion_thermique,41.1,En base (loin du pivot),152.15,40.4,-2.172,-4.9,-11.49,-12.25,370836939.0,17.6,27.0,60.0,0.22,0.0,0.806,1.0,0.284,0.261,0.0,0.0,0.667,0.413,25230006828.163025,Direction,19.0,1,,2026-01-05,106.25,43.2,182
HUBB,equipement_electrique,41.0,En base (loin du pivot),487.1,45.5,-1.458,-0.62,-9.13,1.38,346352985.0,13.6,19.8,75.0,0.13,0.0,0.782,1.0,0.152,0.565,0.049,0.216,0.183,0.547,26205557613.683777,Reg FD,27.0,2,,2026-01-05,462.83,5.24,182
QBTS,new_tech|quantique,41.0,En base (loin du pivot),22.53,45.7,-0.262,-4.13,2.83,-24.67,723604995.0,28.6,45.8,10.0,0.76,0.0,0.725,0.235,0.805,0.459,0.0,0.558,0.54,0.0,8581362702.202682,Reg FD,6.0,3,,2026-07-03,22.53,0.0,3
EMR,equipement_electrique,40.5,Setup en formation,139.05,44.3,-0.892,-0.34,-4.33,-2.1,416898313.0,9.0,16.2,29.0,0.28,0.0,0.729,1.0,0.598,0.277,0.619,0.142,0.087,0.495,78806068290.71045,,,0,,2026-01-05,141.73,-1.89,182
UCTT,memoire|semiconducteurs,40.1,En base (loin du pivot),106.48,49.3,0.048,-17.83,-11.75,18.04,168362225.0,26.2,52.2,87.0,0.0,0.0,1.0,0.0,0.081,0.16,0.0,0.459,0.897,0.128,4914084069.364746,,,0,,2026-01-05,29.65,259.12,182
SEDG,equipement_electrique,39.7,En base (loin du pivot),52.38,44.2,-0.675,-6.46,0.96,-33.28,156214833.0,35.5,53.8,56.0,1.0,0.0,0.7,0.0,0.517,0.5,0.0,0.506,0.675,0.0,3491572967.539879,Direction,11.0,1,,2026-01-27,34.81,50.47,160
PWR,equipement_electrique,39.6,En base (loin du pivot),668.31,42.7,-3.508,-3.34,-6.98,-5.33,1047254753.0,15.3,22.7,32.0,0.0,0.0,0.757,1.0,0.521,0.0,0.0,0.052,0.659,0.491,102130933745.82214,,,0,,2026-01-05,435.67,53.4,182
FORM,semiconducteurs,39.5,En base (loin du pivot),123.59,44.7,-0.79,-16.0,-16.91,-1.21,273346997.0,22.9,29.9,67.0,0.37,0.0,0.934,1.0,0.2,0.186,0.0,0.174,0.595,0.237,9523734352.50055,,,0,,2026-01-05,62.69,97.14,182
MU,semiconducteurs,39.5,En base (loin du pivot),975.56,48.5,-20.838,-5.49,-19.61,-8.32,61789564643.0,22.3,63.5,36.0,0.0,0.0,1.0,0.0,0.386,0.0,0.0,0.404,0.857,0.258,1132446248659.3591,Résultats,12.0,2,,2026-01-05,312.02,212.66,182
AMKR,semiconducteurs,39.4,En base (loin du pivot),69.65,41.8,-1.5,-12.93,-18.65,-6.81,529053477.0,28.0,35.4,74.0,0.0,0.0,1.0,0.811,0.157,0.5,0.0,0.0,0.651,0.068,17695618908.73062,,,0,,2026-01-05,47.98,45.16,182
IPWR,equipement_electrique,39.2,En base (loin du pivot),5.04,42.1,-0.112,-8.2,-0.4,-34.03,3019702.0,45.8,64.7,35.0,1.0,0.0,0.7,0.0,0.79,0.5,0.0,0.355,0.69,0.0,82441479.626647,,,0,,2026-07-03,5.04,0.0,3
NXPI,semiconducteurs,39.2,En base (loin du pivot),273.36,40.9,-4.562,-2.08,-8.47,-15.24,1426438187.0,19.3,33.9,66.0,0.0,0.0,0.729,0.896,0.321,0.0,0.0,0.302,0.651,0.356,71651289138.27765,Vote actionnaires,25.0,1,,2026-01-05,221.97,23.15,182
ADI,semiconducteurs,39.1,En base (loin du pivot),377.16,40.5,-5.078,-3.04,-9.76,-10.88,2368582098.0,15.4,16.4,63.0,0.0,0.0,0.72,1.0,0.252,0.328,0.0,0.019,0.5,0.486,191011179763.05664,Contrat,4.0,1,,2026-01-05,275.67,36.82,182
FIX,gestion_thermique,39.0,En base (loin du pivot),1741.3,42.2,-17.19,-6.64,-13.69,-7.54,1030459846.0,16.0,19.2,43.0,0.0,0.0,0.831,1.0,0.368,0.151,0.0,0.014,0.563,0.466,62652088318.93286,Direction,14.0,1,,2026-01-05,1031.37,68.83,182
RKLB,espace|new_tech,38.8,En base (loin du pivot),100.46,47.8,-0.335,0.39,24.5,-18.54,3059051197.0,33.5,51.0,51.0,0.06,0.0,0.7,0.0,0.574,0.031,0.0,0.801,0.754,0.0,59389021718.04543,Contrat,7.0,1,,2026-01-05,78.14,28.56,182
SOLS,gestion_thermique,38.7,Setup en formation,80.19,44.6,-0.371,-3.33,-7.73,-8.24,157903690.0,11.6,16.3,35.0,0.43,0.0,0.47,1.0,0.448,0.215,0.299,0.184,0.27,0.613,10862212515.51609,Reg FD,0.0,1,,2026-05-29,84.23,-4.8,38
MRAM,memoire,38.5,En base (loin du pivot),19.14,38.2,-0.507,-14.32,-12.36,-36.43,50494136.0,62.8,76.0,25.0,1.0,0.0,0.7,0.0,0.848,0.5,0.0,0.316,0.667,0.0,469420502.27344894,,,0,,2026-07-06,19.14,0.0,0
SMP,gestion_thermique,38.5,En base (loin du pivot),37.93,43.7,-0.161,-1.58,-4.6,-2.52,6358568.0,10.8,17.1,6.0,0.0,0.0,0.732,1.0,0.829,0.316,0.406,0.104,0.048,0.46,840614667.4535866,,,0,,2026-01-12,38.1,-0.45,175
AOSL,equipement_electrique|gestion_thermique|semiconducteurs,38.4,En base (loin du pivot),37.11,41.5,-0.812,-14.73,-18.8,-30.4,38829532.0,31.7,35.6,61.0,0.78,0.0,0.875,0.801,0.442,0.541,0.0,0.002,0.595,0.0,1160070393.044197,,,0,,2026-02-03,22.27,66.64,153
TER,robotique,38.4,En base (loin du pivot),369.09,44.1,-3.679,-13.63,-21.8,-5.99,2402775731.0,24.4,38.2,83.0,0.0,0.0,1.0,0.658,0.105,0.265,0.0,0.133,0.675,0.188,60426841482.35205,,,0,,2026-01-05,219.33,68.28,182
MRVL,ia|semiconducteurs,37.8,En base (loin du pivot),245.29,46.5,-7.652,-9.84,-12.79,-15.65,18419342777.0,25.6,55.5,52.0,0.0,0.0,1.0,0.0,0.29,0.159,0.0,0.3,0.833,0.145,221744300262.4512,Vote actionnaires,11.0,2,,2026-01-05,90.12,172.18,182
COHR,laser_photonique,37.7,En base (loin du pivot),333.36,41.2,-6.298,-9.57,-18.14,-21.91,2360180312.0,24.2,33.9,39.0,0.32,0.0,0.86,0.896,0.367,0.33,0.0,0.0,0.587,0.192,66816697062.31247,,,0,,2026-01-05,186.36,78.88,182
ARQQ,quantique,37.6,En base (loin du pivot),23.51,54.1,0.404,-18.49,-13.93,44.53,34304932.0,24.1,61.9,98.0,0.0,0.0,0.6,0.0,0.01,0.5,0.0,0.5,0.778,0.0,400255453.0,,,0,,2026-07-03,23.51,0.0,3
HIMX,semiconducteurs,37.5,En base (loin du pivot),13.15,36.1,-0.517,-7.65,-11.32,-44.2,57511001.0,46.7,57.4,80.0,0.98,0.0,0.7,0.0,0.519,0.49,0.0,0.35,0.698,0.0,2523943022.156744,,,0,,2026-01-27,8.28,58.82,160
ENS,equipement_electrique,37.2,En base (loin du pivot),206.68,39.2,-1.859,-6.25,-8.69,-12.88,148202636.0,15.3,18.3,15.0,0.0,0.0,0.747,1.0,0.631,0.0,0.0,0.017,0.54,0.49,7795413489.33316,,,0,,2026-01-05,154.49,33.78,182
KULR,gestion_thermique|new_tech,37.1,Setup en formation,3.85,50.5,-0.025,-0.52,2.94,-26.39,8620966.0,29.1,57.3,13.0,0.41,0.0,0.121,0.0,0.786,0.205,0.0,0.83,0.73,0.0,185491242.23742485,Reg FD,10.0,3,,2026-07-03,3.85,0.0,3
AMPG,quantique,36.8,En base (loin du pivot),5.99,46.0,-0.356,-15.63,-14.18,19.32,47424405.0,40.8,81.7,68.0,0.0,0.0,1.0,0.0,0.19,0.25,0.0,0.27,0.865,0.0,148738747.23020458,Événement,14.0,1,,2026-01-05,3.65,64.11,182
VRT,equipement_electrique|gestion_thermique|ia,36.8,En base (loin du pivot),300.53,45.5,-0.628,-3.5,-7.69,-10.13,2311135680.0,20.9,27.6,46.0,0.0,0.0,0.755,1.0,0.324,0.017,0.0,0.257,0.532,0.304,123381511924.7915,Vote actionnaires,18.0,2,,2026-01-05,173.87,72.85,182
DIOD,semiconducteurs,36.5,En base (loin du pivot),96.25,41.2,-1.787,-8.67,-16.28,-15.67,73736393.0,23.6,27.8,49.0,0.43,0.0,0.849,1.0,0.305,0.214,0.0,0.002,0.587,0.213,4613310909.194641,,,0,,2026-01-05,52.03,84.99,182
INOD,ia,36.3,En base (loin du pivot),68.88,35.8,-4.053,-4.64,-5.88,-39.7,142695651.0,45.0,68.3,85.0,0.95,0.0,0.7,0.0,0.484,0.475,0.0,0.345,0.667,0.0,2405720164.0662537,Résultats,19.0,2,,2026-01-20,61.62,11.78,167
VICR,equipement_electrique,36.2,En base (loin du pivot),282.95,43.3,-2.676,-19.21,-14.67,-15.02,300906036.0,26.1,39.6,51.0,0.18,0.0,1.0,0.576,0.295,0.088,0.0,0.084,0.762,0.131,13331194160.931366,Vote actionnaires,13.0,1,,2026-01-12,139.12,103.39,175
KOPN,defense|ia|laser_photonique,36.2,En base (loin du pivot),3.9,40.2,-0.094,-7.58,2.9,-36.07,34100589.0,41.0,54.9,76.0,0.85,0.0,0.7,0.0,0.543,0.426,0.0,0.382,0.651,0.0,767147286.8796096,Reg FD,18.0,1,,2026-01-05,2.57,51.75,182
FRMI,production_energie,36.0,En base (loin du pivot),8.06,52.5,-0.023,-5.4,-8.41,22.12,171060084.0,20.5,53.4,86.0,0.0,0.0,1.0,0.0,0.086,0.5,0.0,0.5,0.476,0.0,5388613772.027412,,,0,,2026-07-03,8.06,0.0,3
QUIK,ia,36.0,En base (loin du pivot),16.02,37.7,-0.566,-10.4,-12.98,-26.51,10520384.0,34.2,52.4,60.0,0.55,0.0,0.756,0.0,0.531,0.727,0.0,0.035,0.651,0.0,288546732.170105,,,0,,2026-01-27,8.31,92.78,160
BTQ,quantique,35.9,En base (loin du pivot),4.82,50.4,-0.074,-9.06,-11.07,5.01,29864467.0,24.7,59.0,40.0,0.0,0.0,1.0,0.0,0.362,0.0,0.0,0.501,0.786,0.0,679570744.2724528,,,0,,2026-07-03,4.82,0.0,3
ACLS,semiconducteurs,35.7,En base (loin du pivot),144.5,40.9,-2.856,-18.97,-20.03,-8.99,128352352.0,25.4,32.9,71.0,0.1,0.0,1.0,0.95,0.171,0.133,0.0,0.0,0.643,0.152,4451190358.785446,,,0,,2026-01-05,89.04,62.29,182
VVX,defense|laser_photonique,35.6,En base (loin du pivot),74.1,42.6,-1.778,3.03,2.72,-10.96,54144759.0,19.3,33.1,94.0,0.0,0.0,0.7,0.939,0.033,0.0,0.0,0.407,0.468,0.357,2417169269.247986,,,0,,2026-01-05,59.92,23.66,182
IONQ,new_tech|quantique,35.4,En base (loin du pivot),49.12,41.0,-1.138,-4.44,-2.85,-31.2,1503598203.0,33.3,46.0,30.0,0.8,0.0,0.7,0.222,0.704,0.401,0.0,0.325,0.54,0.0,18777344848.052948,Vote actionnaires,14.0,1,,2026-01-12,50.95,-3.59,175
ARM,semiconducteurs,34.9,En base (loin du pivot),315.28,44.8,-12.615,-6.58,-9.33,-21.71,4250550657.0,30.4,60.6,66.0,0.25,0.0,1.0,0.0,0.205,0.266,0.0,0.211,0.802,0.0,346040934035.1532,,,0,,2026-04-01,155.07,103.31,96
IPGP,laser_photonique,34.6,Setup en formation,105.27,43.4,-0.34,-7.99,-4.5,-13.68,47242861.0,22.0,36.3,19.0,0.93,0.0,0.3,0.761,0.751,0.613,0.0,0.4,0.238,0.0,4541891438.829346,,,0,,2026-01-27,90.63,16.15,160
BLDP,production_energie,34.5,En base (loin du pivot),3.52,34.8,-0.091,-7.61,-2.49,-44.83,33884927.0,46.4,53.9,71.0,0.6,0.0,0.7,0.0,0.575,0.298,0.0,0.383,0.659,0.0,1055165471.5,,,0,,2026-01-05,2.76,27.54,182
PLUG,new_tech|production_energie,34.5,Setup en formation,2.64,38.7,-0.005,0.0,2.72,-35.45,155753550.0,39.0,43.0,60.0,1.0,0.0,0.3,0.391,0.643,0.5,0.0,0.398,0.508,0.0,3731809727.8279214,Vote actionnaires,21.0,2,,2026-01-27,2.41,9.54,160
MTSI,laser_photonique|semiconducteurs,34.5,En base (loin du pivot),322.26,38.6,-6.564,-8.09,-17.41,-15.72,718754280.0,23.1,37.7,44.0,0.0,0.0,0.862,0.682,0.402,0.05,0.0,0.0,0.698,0.231,25437774288.74347,,,0,,2026-01-05,170.76,88.72,182
NVTS,equipement_electrique|new_tech|robotique|semiconducteurs,34.4,En base (loin du pivot),14.46,33.8,-0.972,-12.52,-18.31,-44.08,590188820.0,57.7,58.9,80.0,0.91,0.0,0.7,0.0,0.519,0.455,0.0,0.311,0.603,0.0,3786064265.711781,Vote actionnaires,10.0,3,,2026-01-20,9.86,46.65,167
AXON,defense,34.1,Étendu (déjà parti),597.04,76.9,16.447,0.52,34.25,21.82,571883881.0,2.3,40.1,79.0,0.37,0.75,0.587,0.55,0.124,0.563,1.0,0.542,0.802,0.0,49795962186.68793,,,0,,2026-06-29,510.6,16.93,7
DNN,production_energie,33.5,Setup en formation,3.2,48.5,0.008,3.9,4.23,-12.81,80350229.0,23.3,32.9,21.0,0.13,0.0,0.3,0.953,0.728,0.241,0.0,0.712,0.111,0.074,2945830314.880972,,,0,,2026-01-05,3.22,-0.62,182
TSEM,semiconducteurs,33.5,En base (loin du pivot),219.05,39.6,-6.321,-10.76,-18.83,-20.26,483139044.0,31.5,42.4,68.0,0.8,0.0,0.885,0.42,0.223,0.513,0.0,0.0,0.587,0.0,26058045187.703705,,,0,,2026-01-05,119.29,83.63,182
MCHP,semiconducteurs,33.3,En base (loin du pivot),84.64,40.8,-1.251,-4.57,-10.07,-12.71,1294231989.0,19.7,23.4,53.0,0.0,0.0,0.73,1.0,0.325,0.0,0.0,0.025,0.54,0.344,48022801518.63638,,,0,,2026-01-05,66.33,27.6,182
POWL,equipement_electrique,32.9,En base (loin du pivot),246.33,37.2,-5.476,-7.0,-20.33,-17.63,234495695.0,24.9,27.6,38.0,0.0,0.0,0.792,1.0,0.55,0.022,0.0,0.0,0.548,0.171,9122849359.506683,,,0,,2026-01-05,120.36,104.66,182
LASR,laser_photonique|semiconducteurs,32.8,Setup en formation,63.25,43.6,0.11,-5.54,1.3,-17.17,84283929.0,27.3,32.8,10.0,0.24,0.0,0.3,0.956,0.896,0.119,0.0,0.453,0.317,0.091,3769229918.165428,Vote actionnaires,28.0,1,,2026-01-05,38.09,66.05,182
DUOT,ia,32.7,En base (loin du pivot),10.23,42.2,-0.249,-11.09,-6.36,-25.96,8757746.0,33.1,48.5,37.0,0.07,0.0,0.83,0.084,0.46,0.535,0.0,0.052,0.579,0.0,321985259.0,Contrat,19.0,3,,2026-01-05,10.05,1.79,182
NBIS,ia,32.6,En base (loin du pivot),215.62,43.4,-6.63,-5.92,-15.98,-17.25,4592043045.0,28.1,55.7,58.0,0.22,0.0,1.0,0.0,0.252,0.194,0.0,0.087,0.786,0.064,55484372024.88568,,,0,,2026-01-20,99.29,117.16,167
AAON,gestion_thermique,32.6,En base (loin du pivot),107.62,32.5,-2.976,-7.56,-19.24,-24.95,125561279.0,28.4,43.1,52.0,0.67,0.0,0.755,0.384,0.618,0.335,0.0,0.0,0.611,0.053,8984076377.79747,Reg FD,28.0,1,,2026-02-03,93.19,15.48,153
WOLF,equipement_electrique|new_tech|semiconducteurs,31.9,Setup en formation,40.0,41.5,-1.115,-10.23,-16.3,-34.49,326452852.0,50.5,69.0,58.0,0.7,0.0,0.402,0.0,0.601,0.35,0.0,0.302,0.69,0.0,2122020978.9937592,Événement,27.0,1,,2026-07-03,40.0,0.0,3
POET,ia|laser_photonique|new_tech|quantique|semiconducteurs,31.9,Setup en formation,8.76,38.2,-0.342,-9.69,-13.52,-36.61,305167028.0,57.9,69.4,64.0,1.0,0.0,0.3,0.0,0.614,0.5,0.0,0.321,0.603,0.0,1557624684.16214,,,0,,2026-01-05,7.43,17.9,182
CRUS,semiconducteurs,31.3,Setup en formation,146.24,34.6,-1.777,-0.12,-5.03,-14.29,92203239.0,18.9,21.3,87.0,0.5,0.0,0.3,1.0,0.299,0.25,0.0,0.325,0.206,0.369,7576479950.594025,,,0,,2026-01-12,121.41,20.45,175
ON,semiconducteurs,30.8,En base (loin du pivot),91.22,38.9,-3.972,-3.6,-23.18,-29.09,1659346055.0,32.4,35.9,88.0,0.0,0.0,0.7,0.783,0.071,0.0,0.0,0.307,0.611,0.0,37468844426.4001,Contrat,11.0,1,,2026-01-05,58.69,55.43,182
VOYG,defense|espace,30.8,Setup en formation,34.22,46.2,-0.682,1.21,16.71,-31.49,110557731.0,34.7,52.6,86.0,0.0,0.0,0.3,0.0,0.428,0.0,0.0,0.726,0.683,0.0,2042766279.431488,8-K,18.0,1,,2026-01-27,35.07,-2.42,160
SMTC,semiconducteurs,30.3,En base (loin du pivot),135.27,42.2,-3.895,-8.0,-16.64,-18.82,723380609.0,23.7,47.7,51.0,0.0,0.0,0.962,0.129,0.303,0.0,0.0,0.02,0.73,0.209,13320617024.0,Direction,28.0,1,,2026-01-05,74.34,81.96,182
TLN,production_energie,29.9,En base (loin du pivot),364.67,43.7,-5.196,1.08,-12.51,-5.41,406737083.0,18.9,31.2,95.0,0.0,0.0,0.843,1.0,0.029,0.11,0.0,0.109,0.238,0.36,17892537371.677856,8-K,18.0,2,,2026-01-05,395.2,-7.73,182
NVDA,ia|robotique|semiconducteurs,29.7,Setup en formation,194.83,41.2,-1.008,-1.39,-0.46,-12.46,32026994973.0,17.5,19.7,63.0,0.34,0.0,0.3,1.0,0.568,0.192,0.0,0.364,0.032,0.415,4758094522399.902,Direction,4.0,3,,2026-01-05,187.89,3.69,182
AEHR,memoire|new_tech|semiconducteurs,29.3,En base (loin du pivot),69.96,34.8,-3.978,-17.14,-29.18,-38.09,168660916.0,44.7,47.7,67.0,1.0,0.0,0.745,0.129,0.331,0.5,0.0,0.0,0.54,0.0,2365284604.8122864,,,0,,2026-01-05,23.49,197.83,182
QMCO,quantique,29.2,En base (loin du pivot),10.16,39.6,-0.619,-7.04,-21.42,-18.98,19844268.0,45.0,65.0,63.0,0.0,0.0,1.0,0.0,0.224,0.094,0.0,0.0,0.817,0.0,406738581.99596405,Résultats,11.0,1,,2026-07-03,10.16,0.0,3
VLN,semiconducteurs,29.0,Setup en formation,2.07,42.3,-0.015,-7.17,1.47,-37.46,7341618.0,44.2,60.9,45.0,0.39,0.0,0.3,0.0,0.729,0.195,0.0,0.403,0.603,0.0,235492695.3871646,,,0,,2026-07-03,2.07,0.0,3
HYLN,equipement_electrique,29.0,En base (loin du pivot),4.32,39.3,-0.418,-6.49,-11.11,-36.38,39867709.0,49.1,79.3,84.0,0.0,0.0,0.747,0.0,0.095,0.0,0.0,0.341,0.778,0.0,794447840.5947113,,,0,,2026-01-05,1.92,125.0,182
ATKR,equipement_electrique,28.9,Setup en formation,69.21,34.7,-1.225,-4.45,-13.44,-17.76,30226848.0,23.2,24.4,54.0,0.91,0.0,0.405,1.0,0.476,0.457,0.0,0.0,0.175,0.225,2368773761.424759,,,0,,2026-01-05,65.77,5.23,182
PL,espace,28.9,Setup en formation,31.38,45.9,0.526,-0.73,18.37,-34.75,562149509.0,39.4,51.1,66.0,0.0,0.0,0.3,0.0,0.605,0.071,0.0,0.677,0.516,0.0,11207077321.30458,,,0,,2026-01-27,28.07,11.79,160
MPWR,semiconducteurs,28.5,Setup en formation,1288.16,38.5,-23.893,-3.27,-10.3,-20.61,1772403506.0,24.7,26.5,86.0,0.0,0.0,0.3,1.0,0.142,0.0,0.0,0.323,0.452,0.176,66693471724.948,Vote actionnaires,24.0,1,,2026-01-05,951.67,35.36,182
VIAV,laser_photonique,28.4,En base (loin du pivot),41.66,37.1,-0.794,-11.49,-17.41,-21.22,460656214.0,31.1,32.5,36.0,0.0,0.0,0.736,0.972,0.508,0.0,0.0,0.004,0.508,0.0,10640784969.291332,,,0,,2026-01-05,18.11,130.04,182
BOTT,robotique,28.2,Setup en formation,48.78,44.0,-0.011,-4.47,2.39,-10.79,1577562.0,15.4,20.6,27.0,0.37,0.0,0.3,1.0,0.582,0.186,0.0,0.563,0.087,0.0,,,,0,,2026-02-03,57.01,-14.44,153
SITM,semiconducteurs,27.8,En base (loin du pivot),601.66,39.9,-8.523,-14.52,-10.96,-14.18,472994402.0,33.3,44.2,39.0,0.0,0.0,0.856,0.32,0.452,0.0,0.0,0.018,0.683,0.0,18782110413.0,Contrat,5.0,1,,2026-01-05,333.03,80.66,182
VECO,semiconducteurs,27.3,En base (loin du pivot),57.49,40.6,-1.956,-18.48,-23.8,-5.77,149412623.0,33.6,46.0,74.0,0.0,0.0,1.0,0.224,0.157,0.0,0.0,0.0,0.73,0.0,3396818533.171234,,,0,,2026-01-05,31.07,85.03,182
NRG,production_energie,27.1,Setup en formation,136.7,48.0,1.095,-2.91,-7.08,2.39,386462783.0,15.0,25.3,73.0,0.27,0.0,0.051,1.0,0.274,0.394,0.0,0.374,0.183,0.073,29328175292.557373,,,0,,2026-01-05,160.6,-14.88,182
RMBS,semiconducteurs,26.8,En base (loin du pivot),112.92,39.4,-2.649,-8.81,-8.71,-32.29,508160669.0,35.1,40.0,72.0,0.0,0.0,0.7,0.557,0.278,0.0,0.0,0.336,0.413,0.0,12523883097.111267,,,0,,2026-01-05,97.5,15.82,182
AVGO,ia|semiconducteurs,26.8,Setup en formation,360.45,39.7,-2.418,-2.41,-4.87,-25.03,13700417016.0,27.1,27.9,53.0,0.0,0.0,0.3,1.0,0.634,0.009,0.0,0.319,0.27,0.098,1788612333514.0305,Événement,0.0,3,,2026-01-12,350.92,2.72,175
SATL,espace,26.6,Setup en formation,5.43,40.0,-0.019,-1.99,18.56,-37.44,57249126.0,54.8,63.3,41.0,0.45,0.0,0.3,0.0,0.752,0.226,0.0,0.421,0.437,0.0,780505150.9122777,Direction,28.0,1,,2026-04-23,6.81,-20.26,74
AEIS,equipement_electrique,26.5,En base (loin du pivot),311.27,41.9,-2.497,-12.65,-17.03,-0.32,378645357.0,21.6,27.3,77.0,0.0,0.0,0.818,1.0,0.138,0.0,0.0,0.0,0.278,0.278,12555543926.838196,Événement,24.0,1,,2026-01-05,227.51,36.82,182
APLD,ia,26.2,En base (loin du pivot),33.06,32.5,-1.366,-6.93,-19.27,-30.92,886401012.0,34.8,39.9,45.0,0.52,0.0,0.7,0.564,0.582,0.262,0.0,0.0,0.349,0.0,9770460145.96526,Contrat,10.0,6,,2026-01-20,35.46,-6.77,167
ASTS,espace,25.9,Setup en formation,85.13,49.6,0.611,-1.13,29.73,-27.96,2054691528.0,36.4,52.6,60.0,0.11,0.0,0.3,0.0,0.521,0.054,0.0,0.905,0.222,0.0,24512141636.85161,Vote actionnaires,21.0,1,,2026-01-12,98.39,-13.48,175
AXTI,semiconducteurs,25.7,Setup en formation,56.62,33.9,-2.843,-12.93,-18.01,-48.92,810912766.0,60.4,62.7,44.0,0.57,0.0,0.3,0.0,0.684,0.291,0.0,0.306,0.452,0.0,4334927333.977661,Contrat,4.0,4,,2026-01-05,16.67,239.65,182
STRL,gestion_thermique,25.6,En base (loin du pivot),700.75,38.8,-22.791,-9.76,-20.54,-19.96,774930815.0,30.3,53.7,53.0,0.0,0.0,0.936,0.0,0.428,0.0,0.0,0.0,0.683,0.0,21848092088.79248,Reg FD,27.0,1,,2026-01-05,327.11,114.22,182
QCOM,semiconducteurs,25.4,En base (loin du pivot),176.25,38.2,-5.183,-3.12,-13.98,-26.55,4658204768.0,31.9,49.2,71.0,0.37,0.0,0.7,0.045,0.458,0.183,0.0,0.036,0.587,0.0,197466906433.10547,Émission titres,12.0,1,,2026-01-05,174.54,0.98,182
MOD,gestion_thermique,25.2,En base (loin du pivot),230.97,36.2,-5.994,-5.53,-18.58,-24.74,469310745.0,28.5,30.3,49.0,0.0,0.0,0.7,1.0,0.556,0.0,0.0,0.0,0.31,0.048,12372625503.974228,,,0,,2026-02-25,230.19,0.34,131
LITE,laser_photonique,25.1,Setup en formation,728.32,37.7,-11.654,-9.09,-15.51,-29.23,4973967915.0,32.9,34.6,21.0,0.36,0.0,0.3,0.855,0.735,0.237,0.0,0.011,0.341,0.0,56655903100.58594,,,0,,2026-01-05,357.05,103.98,182
BKSY,espace|robotique,24.6,Setup en formation,27.88,41.3,0.081,-2.99,14.5,-36.51,66547124.0,47.3,55.3,68.0,0.41,0.0,0.3,0.0,0.59,0.203,0.0,0.429,0.397,0.0,1026806752.251194,,,0,,2026-01-05,22.72,22.71,182
VST,production_energie,24.1,Setup en formation,151.05,44.4,-0.7,-1.38,-9.97,-4.25,691104929.0,11.8,22.7,71.0,0.46,0.0,0.079,1.0,0.287,0.376,0.269,0.148,0.127,0.0,51777738962.880615,Contrat,6.0,1,,2026-02-25,174.88,-13.63,131
NVMI,semiconducteurs,23.6,En base (loin du pivot),470.14,41.9,-8.432,-6.46,-12.0,-10.13,305241140.0,23.7,26.6,78.0,0.0,0.0,0.723,1.0,0.133,0.125,0.0,0.018,0.119,0.211,15151182388.049438,,,0,,2026-01-05,382.88,22.79,182
QRVO,semiconducteurs,22.5,Setup en formation,87.57,36.5,-1.371,-3.64,-8.18,-14.77,137841150.0,20.0,23.5,75.0,0.0,0.0,0.405,1.0,0.311,0.0,0.0,0.007,0.19,0.333,7816997476.893997,Contrat,24.0,2,,2026-01-05,87.06,0.59,182
NUAI,gestion_thermique,22.0,En base (loin du pivot),4.78,42.7,-0.114,-8.08,-18.79,-20.02,53660886.0,34.6,51.8,49.0,0.0,0.0,1.0,0.0,0.305,0.167,0.0,0.042,0.341,0.0,498857839.7197113,Direction,0.0,1,,2026-03-11,5.26,-9.13,117
LASE,ia|laser_photonique|new_tech,21.3,Setup en formation,1.4,41.8,-0.148,-7.28,-20.45,-42.15,43306602.0,68.8,87.5,73.0,0.18,0.0,0.144,0.0,0.356,0.243,0.0,0.039,0.659,0.0,52881307.25727701,Vote actionnaires,6.0,5,,2026-07-03,1.4,0.0,3
AAOI,laser_photonique|semiconducteurs,20.8,Setup en formation,120.95,37.7,-4.368,-12.99,-12.7,-40.23,2347715398.0,48.2,51.5,67.0,0.0,0.0,0.3,0.0,0.58,0.0,0.0,0.302,0.476,0.0,10161943963.903702,Contrat,5.0,2,,2026-01-05,34.99,245.67,182
ECHO,espace,17.4,Setup en formation,101.5,38.3,-0.654,0.61,4.43,-17.85,1571758236.0,31.1,35.7,97.0,0.0,0.0,0.3,0.792,0.174,0.0,0.0,0.372,0.056,0.0,28623428965.431885,Direction,11.0,2,,2026-01-05,110.67,-8.29,182
BYRN,defense,15.3,Tendance baissière (pas un setup),6.97,65.4,0.13,2.5,24.02,12.06,3239535.0,1.3,31.4,40.0,0.61,0.2,0.0,1.0,0.362,0.804,1.0,0.925,0.437,0.0,159707010.33461094,Direction,18.0,3,,2026-07-03,6.97,0.0,3
ASPI,production_energie,15.1,Setup en formation,5.63,39.8,-0.157,-8.75,-11.34,-32.41,33671550.0,34.1,43.7,32.0,0.29,0.0,0.068,0.348,0.539,0.146,0.0,0.021,0.286,0.0,690202680.6046433,Contrat,11.0,3,,2026-05-14,6.09,-7.55,53
