ticker,themes,score,setup,price,rsi,macd_hist,chg_1d,chg_7d,chg_1m,avg_dollar_vol,dist_to_high_pct,base_depth_pct,bbwidth_pctile,vol_dryup,overext,c_trend,c_base,c_vcp,c_volume,c_pivot,c_momentum,c_rs,c_hi52,mcap_usd,catalyst,catalyst_days,catalyst_n,buzz,first_scan_date,first_scan_price,pct_since_first,days_tracked
PATH,ia|robotique,14.7,Tendance baissière (pas un setup),11.71,62.3,0.127,1.39,17.93,-3.86,552690443.0,11.3,30.3,33.0,0.0,0.0,0.0,1.0,0.731,0.5,0.339,0.949,0.5,0.0,6334020449.497196,Vote actionnaires,7.0,1,,2026-01-12,17.24,-32.08,175
ITRI,equipement_electrique,14.3,Tendance baissière (pas un setup),85.11,56.8,0.642,0.73,2.6,1.39,58567965.0,10.8,18.5,45.0,0.59,0.0,0.0,1.0,0.616,0.794,0.397,0.826,0.302,0.0,3888560596.5870514,,,0,,2026-02-10,105.57,-19.38,146
MBOT,robotique,12.6,Tendance baissière (pas un setup),1.91,52.5,0.021,0.0,7.91,-4.98,1659036.0,15.1,26.2,7.0,1.0,0.0,0.0,1.0,0.94,0.588,0.0,0.867,0.246,0.0,131307188.83740056,Reg FD,6.0,5,,2026-03-25,2.53,-24.51,103
LHX,defense,12.4,Tendance baissière (pas un setup),302.07,51.0,0.398,3.37,4.7,-1.57,465126998.0,11.9,17.6,64.0,0.03,0.0,0.0,1.0,0.214,0.517,0.264,0.885,0.103,0.342,56316961413.19171,,,0,,2026-01-05,309.05,-2.26,182
ISRG,robotique,12.1,Tendance baissière (pas un setup),426.01,56.5,2.225,5.87,6.59,5.89,1035903054.0,13.3,19.2,31.0,0.18,0.0,0.0,1.0,0.627,0.589,0.092,0.87,0.206,0.018,152851367138.27618,,,0,,2026-01-05,566.38,-24.78,182
PNR,gestion_thermique,11.0,Tendance baissière (pas un setup),76.72,56.6,0.575,0.45,0.95,7.66,158562772.0,18.5,25.7,29.0,0.32,0.0,0.0,1.0,0.682,0.662,0.0,0.525,0.278,0.0,12129303929.073095,,,0,,2026-01-20,103.75,-26.05,167
TSLA,new_tech,10.6,Tendance baissière (pas un setup),393.45,46.8,1.651,-7.49,4.89,-7.15,19734064233.0,13.2,19.7,43.0,0.57,0.0,0.0,1.0,0.373,0.457,0.097,0.671,0.103,0.296,1570869102961.451,Résultats,4.0,1,,2026-01-05,451.67,-12.89,182
OSIS,defense,10.0,Tendance baissière (pas un setup),221.76,50.5,1.298,3.19,1.29,4.6,59997399.0,28.1,36.1,18.0,0.52,0.0,0.0,0.774,0.838,0.26,0.0,0.809,0.222,0.038,3690271737.106781,,,0,,2026-01-05,271.38,-18.28,182
ERII,gestion_thermique,9.8,Tendance baissière (pas un setup),8.84,50.5,0.072,-0.67,0.57,8.07,9991253.0,24.6,33.2,60.0,0.31,0.0,0.0,0.934,0.382,0.655,0.0,0.523,0.198,0.0,459268249.82481766,Direction,25.0,2,,2026-02-03,14.81,-40.31,153
KRMN,defense|espace,9.8,Tendance baissière (pas un setup),56.37,55.9,1.569,2.62,21.83,3.15,181443671.0,34.9,49.2,18.0,0.0,0.0,0.0,0.046,0.859,0.5,0.0,0.959,0.183,0.0,7265091670.736183,8-K,25.0,1,,2026-01-05,83.99,-32.88,182
CDRE,defense,9.7,Tendance baissière (pas un setup),29.44,51.9,0.085,2.9,4.55,-2.52,13468063.0,10.6,21.9,65.0,0.02,0.0,0.0,1.0,0.515,0.01,0.422,0.889,0.135,0.0,1310243952.5694408,,,0,,2026-01-05,41.73,-29.45,182
NOC,defense,9.7,Tendance baissière (pas un setup),549.01,56.2,2.682,5.59,9.95,2.31,581461980.0,10.7,19.7,73.0,0.0,0.0,0.0,1.0,0.162,0.0,0.409,0.983,0.159,0.031,77656803003.0,,,0,,2026-01-05,606.7,-9.51,182
AVAV,defense|espace|robotique,9.6,Tendance baissière (pas un setup),190.89,60.4,2.636,10.7,39.66,-6.59,335677721.0,12.9,38.3,77.0,0.0,0.28,0.0,0.649,0.149,0.5,0.136,1.0,0.294,0.0,9148666314.363098,Résultats,7.0,3,,2026-07-03,190.89,0.0,3
MSFT,ia,9.3,Tendance baissière (pas un setup),390.49,49.8,1.053,1.62,10.67,-11.52,18688275901.0,16.3,25.1,71.0,0.0,0.0,0.0,1.0,0.243,0.26,0.0,0.952,0.087,0.029,2860615892959.62,,,0,,2026-05-29,450.24,-13.27,38
SYM,robotique,9.1,Tendance baissière (pas un setup),42.74,45.7,0.778,-4.94,4.83,-12.94,93968865.0,34.1,41.1,27.0,0.18,0.0,0.0,0.493,0.829,0.589,0.0,0.623,0.103,0.0,5593025564.026531,,,0,,2026-01-05,68.62,-37.71,182
PLTR,defense|ia|new_tech,9.1,Tendance baissière (pas un setup),129.3,51.5,0.503,2.84,20.54,-15.03,5430297383.0,21.0,35.0,84.0,0.47,0.0,0.0,0.832,0.209,0.308,0.0,0.992,0.087,0.0,318770576508.0962,Vote actionnaires,27.0,1,,2026-01-05,174.04,-25.71,182
AIRO,defense,9.0,Tendance baissière (pas un setup),7.6,49.2,-0.036,-0.65,13.1,-19.66,4063077.0,23.1,42.2,40.0,0.53,0.0,0.0,0.433,0.639,0.316,0.0,0.875,0.175,0.0,241502540.52199745,,,0,,2026-07-03,7.6,0.0,3
HII,defense,8.8,Tendance baissière (pas un setup),291.5,46.7,1.751,4.49,4.45,-0.74,147107250.0,23.9,28.3,11.0,0.4,0.0,0.0,1.0,0.899,0.198,0.0,0.676,0.103,0.0,11582025955.366272,,,0,,2026-01-05,360.79,-19.21,182
STI,new_tech,8.8,Tendance baissière (pas un setup),7.85,39.7,-1.725,-13.55,-36.85,57.95,224492216.0,82.9,92.2,85.0,0.0,0.0,0.4,0.0,0.472,0.258,0.0,0.308,0.667,0.0,63802581.27450752,Événement,7.0,2,,2026-07-03,7.85,0.0,3
TSSI,gestion_thermique,8.7,Tendance baissière (pas un setup),11.21,41.3,-0.129,-4.84,-3.78,-25.71,12033763.0,35.9,41.1,2.0,1.0,0.0,0.0,0.497,0.986,0.5,0.0,0.31,0.302,0.0,325657900.3093643,,,0,,2026-05-07,15.84,-29.23,60
AEYE,ia,8.6,Tendance baissière (pas un setup),6.51,50.0,0.024,2.68,8.86,-20.42,1021867.0,23.2,34.8,46.0,0.0,0.0,0.0,0.845,0.571,0.0,0.0,0.939,0.167,0.0,91951536.06805086,Vote actionnaires,13.0,2,,2026-05-29,7.68,-15.23,38
FSLR,production_energie,8.5,Tendance baissière (pas un setup),224.57,36.4,-5.618,-3.24,-9.68,-27.79,576034462.0,30.0,41.7,72.0,0.64,0.0,0.4,0.463,0.443,0.319,0.0,0.32,0.381,0.0,25457850565.207016,,,0,,2026-01-05,272.0,-17.44,182
KTOS,defense|espace,8.5,Tendance baissière (pas un setup),55.35,51.6,0.271,4.36,19.49,-12.52,299752670.0,22.0,35.2,57.0,0.0,0.0,0.0,0.823,0.495,0.029,0.0,0.976,0.127,0.0,10154207419.732788,,,0,,2026-01-05,89.93,-38.45,182
META,ia,8.4,Tendance baissière (pas un setup),582.9,49.7,3.684,-4.9,7.37,-2.37,11433339935.0,14.5,20.8,42.0,0.0,0.0,0.0,1.0,0.348,0.0,0.0,0.898,0.095,0.115,1502924304191.2476,,,0,,2026-01-27,671.77,-13.23,160
QUBT,laser_photonique|new_tech|quantique,8.3,Tendance baissière (pas un setup),9.05,42.5,-0.129,-4.03,-0.44,-26.12,164163928.0,37.4,44.8,26.0,0.99,0.0,0.0,0.29,0.75,0.553,0.0,0.337,0.325,0.0,2120006422.725077,Direction,6.0,2,,2026-07-03,9.05,0.0,3
VRSN,ia,8.3,Tendance baissière (pas un setup),256.43,38.5,-0.9,0.21,2.22,-13.78,229391124.0,17.9,21.7,90.0,0.26,0.0,0.0,1.0,0.211,0.128,0.0,0.422,0.19,0.402,23469810333.25196,Contrat,10.0,2,,2026-03-18,238.26,7.63,110
GDYN,ia,8.2,Tendance baissière (pas un setup),6.09,50.1,0.027,-2.4,16.89,-18.8,17335033.0,24.1,36.3,73.0,0.0,0.0,0.0,0.762,0.4,0.0,0.0,0.962,0.167,0.0,503010703.6447172,,,0,,2026-01-05,9.37,-35.01,182
RGTI,new_tech|quantique,8.1,Tendance baissière (pas un setup),17.94,41.1,-0.386,-3.96,-2.55,-33.26,738953826.0,36.1,45.5,41.0,0.73,0.0,0.4,0.251,0.683,0.409,0.0,0.316,0.27,0.0,6104504014.474951,Vote actionnaires,25.0,1,,2026-07-03,17.94,0.0,3
ENPH,production_energie,7.4,Tendance baissière (pas un setup),43.07,38.2,-1.157,-8.05,-8.77,-40.45,389992410.0,41.6,59.5,56.0,0.5,0.0,0.4,0.0,0.523,0.249,0.0,0.327,0.413,0.0,6003408820.445938,Événement,18.0,2,,2026-01-05,34.0,26.68,182
SMR,new_tech|production_energie,7.2,Tendance baissière (pas un setup),9.76,42.4,-0.03,-3.84,-3.08,-30.04,358056344.0,31.7,36.2,19.0,0.43,0.0,0.0,0.765,0.812,0.715,0.0,0.069,0.024,0.0,3377992540.8173275,,,0,,2026-07-03,9.76,0.0,3
SIDU,espace,7.2,Tendance baissière (pas un setup),2.65,38.6,-0.068,-2.93,6.0,-46.03,60549833.0,61.0,64.5,47.0,1.0,0.0,0.0,0.0,0.719,0.5,0.0,0.397,0.27,0.0,249215717.9495945,Vote actionnaires,14.0,1,,2026-01-27,3.62,-26.8,160
RDW,defense|espace|new_tech,7.2,Tendance baissière (pas un setup),11.31,40.0,-0.402,-5.51,4.72,-45.04,617805998.0,57.5,68.8,81.0,0.27,0.0,0.0,0.0,0.514,0.135,0.0,0.435,0.587,0.0,2265684380.213325,Contrat,5.0,3,,2026-04-16,11.22,0.8,81
OKLO,new_tech|production_energie,7.1,Tendance baissière (pas un setup),52.36,40.6,-0.329,-0.17,2.65,-28.73,614798152.0,35.8,39.2,19.0,0.92,0.0,0.0,0.601,0.886,0.462,0.0,0.346,0.032,0.0,8944876615.121082,Vote actionnaires,28.0,1,,2026-07-03,52.36,0.0,3
AMSC,equipement_electrique,7.1,Tendance baissière (pas un setup),37.11,37.1,-0.123,-7.04,-7.87,-27.48,49382482.0,38.3,39.7,33.0,0.54,0.0,0.0,0.571,0.805,0.272,0.0,0.045,0.452,0.0,1831875167.626194,,,0,,2026-04-09,36.15,2.66,88
GSIT,memoire,7.1,Tendance baissière (pas un setup),6.82,41.1,-0.021,-6.19,-1.02,-34.74,10287157.0,47.5,51.0,13.0,0.9,0.0,0.0,0.0,0.919,0.451,0.0,0.398,0.222,0.0,269255872.461009,,,0,,2026-07-06,6.82,0.0,0
MNTS,espace,7.0,Tendance baissière (pas un setup),5.91,38.2,-0.651,-9.08,-18.6,-58.03,67336957.0,73.4,81.6,81.0,0.69,0.0,0.0,0.0,0.514,0.343,0.0,0.354,0.452,0.0,120888264.83747004,Événement,18.0,2,,2026-07-03,5.91,0.0,3
VELO,new_tech,7.0,Tendance baissière (pas un setup),15.63,42.1,-1.098,-2.8,-10.07,-29.37,127953199.0,50.8,63.3,87.0,0.0,0.0,0.4,0.0,0.076,0.476,0.0,0.054,0.524,0.0,457743380.4886379,Direction,5.0,2,,2026-03-18,14.03,11.4,110
QS,new_tech,7.0,Tendance baissière (pas un setup),7.07,43.4,-0.002,-7.1,-0.84,-23.15,176193252.0,26.8,32.2,48.0,0.42,0.0,0.0,0.99,0.66,0.209,0.0,0.409,0.071,0.0,4512089155.925922,,,0,,2026-05-29,8.98,-21.27,38
ABAT,new_tech,6.9,Tendance baissière (pas un setup),2.81,43.2,-0.032,1.81,4.07,-28.68,29785977.0,33.9,39.8,87.0,0.0,0.0,0.0,0.569,0.481,0.445,0.0,0.477,0.048,0.0,392477894.8849888,Contrat,28.0,1,,2026-01-20,4.85,-42.06,167
BBAI,defense|ia|new_tech,6.7,Tendance baissière (pas un setup),3.53,38.3,-0.037,-3.02,3.52,-30.92,127042828.0,35.3,39.0,63.0,0.79,0.0,0.0,0.611,0.619,0.432,0.0,0.404,0.016,0.0,1742753367.7345035,Vote actionnaires,24.0,1,,2026-01-12,6.31,-44.06,175
SLDP,new_tech,6.7,Tendance baissière (pas un setup),2.52,34.7,-0.015,-2.7,-3.08,-30.58,13615356.0,39.7,40.9,26.0,1.0,0.0,0.0,0.505,0.843,0.5,0.0,0.327,0.008,0.0,596454247.9238863,Direction,4.0,2,,2026-07-03,2.52,0.0,3
FLY,espace,6.6,Tendance baissière (pas un setup),28.9,42.5,-0.014,1.87,17.43,-33.36,232684170.0,53.5,61.6,68.0,0.4,0.0,0.0,0.0,0.59,0.202,0.0,0.459,0.397,0.0,4656068464.600763,,,0,,2026-05-21,42.86,-32.57,46
DPRO,defense,6.6,Tendance baissière (pas un setup),5.12,40.7,-0.068,-2.85,4.07,-31.46,8134642.0,38.2,41.2,46.0,0.89,0.0,0.0,0.49,0.627,0.489,0.0,0.387,0.016,0.0,191053602.1486244,,,0,,2026-01-20,9.42,-45.65,167
LWLG,laser_photonique|semiconducteurs,6.6,Tendance baissière (pas un setup),7.37,36.4,-0.065,-9.24,-9.68,-42.06,50140910.0,60.6,61.0,14.0,1.0,0.0,0.0,0.0,0.914,0.5,0.0,0.05,0.389,0.0,1156367655.7930143,,,0,,2026-04-09,8.44,-12.68,88
RCAT,defense|robotique,6.5,Tendance baissière (pas un setup),10.44,46.8,-0.054,-1.04,17.17,-30.17,146859856.0,33.9,47.1,56.0,0.42,0.0,0.0,0.162,0.534,0.212,0.0,0.702,0.135,0.0,1525229856.226942,Vote actionnaires,11.0,1,,2026-03-04,14.73,-29.12,124
VUZI,ia|laser_photonique,6.5,Tendance baissière (pas un setup),2.8,39.7,-0.054,1.08,1.82,-38.73,5413247.0,50.2,59.8,66.0,0.54,0.0,0.0,0.0,0.605,0.27,0.0,0.393,0.365,0.0,230764176.6555896,Vote actionnaires,19.0,1,,2026-05-07,2.86,-2.1,60
SOUN,ia|new_tech,6.4,Tendance baissière (pas un setup),6.55,40.1,0.006,-1.95,5.48,-25.74,174732577.0,34.8,39.7,37.0,0.58,0.0,0.0,0.574,0.772,0.291,0.0,0.391,0.056,0.0,3001257393.961723,Contrat,4.0,1,,2026-07-03,6.55,0.0,3
NKLR,production_energie,6.4,Tendance baissière (pas un setup),4.62,39.2,-0.01,-5.13,2.67,-29.14,1508580.0,41.7,45.2,37.0,1.0,0.0,0.0,0.265,0.705,0.5,0.0,0.351,0.063,0.0,502668606.88645935,Direction,4.0,1,,2026-07-03,4.62,0.0,3
KRKNF,defense,6.3,Tendance baissière (pas un setup),4.5,37.8,-0.054,-0.44,-6.25,-25.99,5648592.0,30.1,34.0,67.0,0.59,0.0,0.0,0.889,0.587,0.295,0.0,0.319,0.024,0.0,1477511963.3033028,,,0,,2026-01-05,5.19,-13.29,182
SWKS,semiconducteurs,6.3,Tendance baissière (pas un setup),62.56,36.4,-1.305,-5.11,-10.55,-20.93,409422807.0,26.6,29.5,79.0,0.0,0.0,0.4,1.0,0.306,0.0,0.0,0.022,0.31,0.035,9566571207.764614,Événement,24.0,1,,2026-04-23,61.02,2.52,74
LIDR,laser_photonique,6.3,Tendance baissière (pas un setup),1.41,37.3,0.002,-1.4,9.3,-32.21,2216765.0,53.8,58.5,74.0,1.0,0.0,0.0,0.0,0.557,0.6,0.0,0.447,0.04,0.0,67156491.20846272,,,0,,2026-07-03,1.41,0.0,3
BWXT,defense|gestion_thermique|production_energie,6.3,Tendance baissière (pas un setup),191.06,43.0,-0.551,-0.1,-6.7,2.03,205127501.0,16.0,21.1,63.0,0.26,0.0,0.0,1.0,0.424,0.21,0.0,0.06,0.087,0.304,17963342023.08928,,,0,,2026-01-05,188.51,1.35,182
ISOU,production_energie,6.3,Tendance baissière (pas un setup),10.04,44.5,-0.063,2.97,0.8,-22.77,1622022.0,25.5,32.6,53.0,0.0,0.0,0.0,0.969,0.528,0.0,0.0,0.458,0.048,0.131,673280837.6879692,,,0,,2026-01-27,11.97,-16.12,160
LAES,quantique,6.2,Tendance baissière (pas un setup),3.03,45.7,-0.022,-2.26,-4.42,-18.33,66489248.0,22.3,34.4,13.0,0.0,0.0,0.0,0.869,0.789,0.0,0.0,0.266,0.238,0.0,683916162.0582311,,,0,,2026-03-04,4.19,-27.68,124
FLNC,equipement_electrique,6.2,Tendance baissière (pas un setup),17.0,38.1,-0.844,-7.41,-12.28,-39.09,244482097.0,43.3,62.2,60.0,0.36,0.0,0.4,0.0,0.603,0.182,0.0,0.301,0.262,0.0,2401231729.0672874,,,0,,2026-01-05,22.25,-23.6,182
RR,ia|robotique,6.1,Tendance baissière (pas un setup),1.96,38.5,-0.001,-4.85,3.7,-34.45,19665685.0,42.2,46.6,44.0,0.88,0.0,0.0,0.188,0.733,0.484,0.0,0.396,0.024,0.0,470669527.42975473,8-K,24.0,1,,2026-07-03,1.96,0.0,3
WLDN,gestion_thermique,5.9,Tendance baissière (pas un setup),76.3,28.5,-1.749,-2.25,-3.33,-20.29,31172224.0,25.0,36.4,79.0,0.61,0.0,0.0,0.753,0.413,0.305,0.0,0.349,0.04,0.0,1191697909.910263,Direction,18.0,1,,2026-01-05,109.74,-30.47,182
AMPX,new_tech,5.8,Tendance baissière (pas un setup),12.38,35.9,-0.242,-8.9,-1.43,-45.96,114423829.0,48.9,51.5,86.0,0.71,0.0,0.0,0.0,0.486,0.355,0.0,0.376,0.23,0.0,1880808779.7814653,Vote actionnaires,19.0,1,,2026-01-27,11.58,6.91,160
NNDM,new_tech|robotique,5.7,Tendance baissière (pas un setup),1.45,47.0,0.019,-2.68,4.32,-17.61,9579137.0,25.8,39.1,77.0,0.0,0.0,0.0,0.604,0.271,0.0,0.0,0.671,0.095,0.0,310497681.0438756,Reg FD,19.0,3,,2026-01-12,1.7,-14.71,175
BNRG,new_tech,5.6,Tendance baissière (pas un setup),1.03,41.7,0.026,27.16,22.47,-23.7,1210781.0,76.5,84.7,61.0,0.63,0.0,0.0,0.0,0.633,0.474,0.0,0.379,0.056,0.0,1932198.653028488,,,0,,2026-07-03,1.03,0.0,3
ZENA,defense,5.6,Tendance baissière (pas un setup),1.42,44.1,0.022,-2.07,1.43,-5.33,3936052.0,45.1,55.5,6.0,0.74,0.0,0.0,0.0,0.967,0.531,0.0,0.133,0.111,0.0,123276070.1766014,,,0,,2026-07-03,1.42,0.0,3
AI,ia,5.5,Tendance baissière (pas un setup),9.06,40.9,-0.17,-3.92,3.54,-18.96,74989518.0,23.4,29.6,75.0,0.0,0.0,0.0,1.0,0.336,0.0,0.0,0.389,0.103,0.0,1464332201.1998386,Direction,20.0,1,,2026-07-03,9.06,0.0,3
LMB,gestion_thermique,5.3,Tendance baissière (pas un setup),76.0,42.7,-0.361,-2.09,-7.22,-5.19,21318081.0,33.9,38.9,9.0,0.58,0.0,0.0,0.618,0.948,0.289,0.0,0.042,0.095,0.0,937234320.2821884,Vote actionnaires,25.0,1,,2026-02-03,89.66,-15.24,153
MVST,new_tech,5.3,Tendance baissière (pas un setup),1.12,39.0,0.009,-6.67,-0.44,-26.8,4828930.0,48.6,50.9,14.0,0.66,0.0,0.0,0.0,0.914,0.432,0.0,0.324,0.008,0.0,391459910.313818,,,0,,2026-07-03,1.12,0.0,3
LUNR,espace,5.2,Tendance baissière (pas un setup),19.58,36.4,-0.329,-3.07,4.71,-50.52,332467468.0,58.1,61.7,83.0,0.54,0.0,0.0,0.0,0.5,0.269,0.0,0.419,0.167,0.0,3047791744.1119366,Vote actionnaires,28.0,1,,2026-01-27,20.29,-3.5,160
AMRC,gestion_thermique,4.9,Tendance baissière (pas un setup),25.4,37.6,-0.194,-4.26,-8.5,-29.58,17995076.0,31.6,34.5,50.0,0.04,0.0,0.0,0.863,0.7,0.019,0.0,0.304,0.008,0.0,1410625716.56102,Direction,28.0,1,,2026-01-05,30.92,-17.85,182
BWMN,gestion_thermique,4.8,Tendance baissière (pas un setup),28.68,35.7,-0.162,0.09,-1.9,-11.79,4555535.0,23.5,24.8,67.0,0.0,0.0,0.0,1.0,0.482,0.0,0.0,0.304,0.016,0.0,512801544.8888092,,,0,,2026-02-10,35.65,-19.55,146
BAH,defense,4.8,Tendance baissière (pas un setup),62.45,34.1,-0.788,4.07,4.59,-21.67,171188580.0,25.4,28.9,100.0,0.0,0.0,0.0,1.0,0.097,0.0,0.0,0.406,0.04,0.0,7400530219.510788,Contrat,14.0,1,,2026-07-03,62.45,0.0,3
LDOS,defense,4.8,Tendance baissière (pas un setup),108.84,40.9,0.341,5.6,8.84,-13.87,219954972.0,29.4,35.8,97.0,0.0,0.0,0.0,0.787,0.171,0.0,0.0,0.451,0.079,0.0,13779168642.649933,,,0,,2026-01-05,194.32,-43.99,182
PDYN,defense|robotique,4.7,Tendance baissière (pas un setup),5.84,41.9,-0.08,-3.47,0.17,-32.09,16565223.0,35.6,38.6,48.0,0.0,0.0,0.0,0.634,0.534,0.077,0.0,0.349,0.032,0.0,272362950.81721544,Émission titres,28.0,2,,2026-07-03,5.84,0.0,3
UROY,production_energie,4.7,Tendance baissière (pas un setup),2.81,37.8,0.008,1.08,2.93,-27.39,8019024.0,37.0,40.4,47.0,0.12,0.0,0.0,0.536,0.719,0.061,0.0,0.352,0.032,0.0,414856783.6258793,,,0,,2026-01-05,4.06,-30.79,182
FN,laser_photonique,4.7,Tendance baissière (pas un setup),499.61,35.8,-6.239,-8.69,-12.01,-28.74,652544930.0,33.3,34.7,76.0,0.0,0.0,0.0,0.852,0.441,0.0,0.0,0.317,0.063,0.0,18387105710.775143,,,0,,2026-01-05,456.9,9.35,182
LEU,production_energie,4.6,Tendance baissière (pas un setup),162.13,44.0,-0.049,-2.53,-4.84,-18.58,150156601.0,31.0,38.4,29.0,0.34,0.0,0.0,0.642,0.672,0.17,0.0,0.166,0.04,0.0,3460051104.7785645,Contrat,4.0,3,,2026-01-20,315.92,-48.68,167
NXE,production_energie,4.6,Tendance baissière (pas un setup),9.63,40.1,-0.031,1.9,-0.21,-22.59,61659190.0,27.6,31.1,47.0,0.25,0.0,0.0,1.0,0.658,0.127,0.0,0.044,0.032,0.0,6397354528.715159,,,0,,2026-01-05,10.72,-10.17,182
LTBR,production_energie,4.5,Tendance baissière (pas un setup),8.64,37.4,0.015,-3.03,-3.03,-28.83,9936674.0,41.8,43.3,22.0,0.0,0.0,0.0,0.372,0.867,0.1,0.0,0.323,0.008,0.0,291659048.31875324,,,0,,2026-07-03,8.64,0.0,3
NNOX,defense,4.5,Tendance baissière (pas un setup),1.3,41.6,-0.028,-4.41,47.9,-32.29,4805477.0,40.8,66.6,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.388,0.04,0.0,92917047.96005917,,,0,,2026-07-03,1.3,0.0,3
ONDS,defense|equipement_electrique|espace|laser_photonique|robotique,4.4,Tendance baissière (pas un setup),7.41,34.6,-0.148,-6.44,-3.45,-45.43,560727057.0,47.7,48.4,65.0,0.52,0.0,0.0,0.09,0.61,0.258,0.0,0.369,0.008,0.0,4087611173.455101,Contrat,0.0,6,,2026-01-20,13.13,-43.56,167
CCJ,production_energie,4.3,Tendance baissière (pas un setup),96.54,36.7,-0.609,-0.87,-6.8,-19.89,343502275.0,26.4,28.5,32.0,0.18,0.0,0.0,1.0,0.683,0.09,0.0,0.0,0.008,0.046,42464465355.0,,,0,,2026-01-05,100.17,-3.62,182
PRCT,robotique,4.3,Tendance baissière (pas un setup),21.03,38.1,-0.066,-10.4,-2.14,-21.41,41686197.0,29.3,33.0,100.0,0.0,0.0,0.0,0.943,0.129,0.0,0.0,0.362,0.016,0.0,1227170246.2420578,Vote actionnaires,26.0,1,,2026-05-21,28.93,-27.31,46
SERV,ia|robotique,4.3,Tendance baissière (pas un setup),6.31,38.3,0.028,-3.37,6.95,-30.43,38729475.0,38.9,44.1,60.0,0.0,0.0,0.0,0.328,0.577,0.072,0.0,0.398,0.032,0.0,548704367.9118323,Direction,12.0,2,,2026-07-03,6.31,0.0,3
EU,production_energie,4.2,Tendance baissière (pas un setup),1.29,39.0,-0.009,-5.15,-3.01,-25.86,5529794.0,40.8,42.2,62.0,0.0,0.0,0.0,0.433,0.35,0.48,0.0,0.041,0.008,0.0,253474060.0320735,Vote actionnaires,20.0,1,,2026-01-05,2.78,-53.6,182
ENVX,new_tech,4.2,Tendance baissière (pas un setup),5.36,34.9,-0.143,-8.38,-11.4,-37.82,35541839.0,41.4,41.8,79.0,0.8,0.0,0.0,0.455,0.504,0.398,0.0,0.049,0.008,0.0,1246746942.8875732,Vote actionnaires,24.0,1,,2026-07-03,5.36,0.0,3
NNE,new_tech|production_energie,4.1,Tendance baissière (pas un setup),20.03,39.9,-0.456,-3.47,-3.0,-34.48,75080938.0,36.6,37.9,71.0,0.0,0.0,0.0,0.673,0.526,0.0,0.0,0.316,0.008,0.0,1049213300.0075816,Événement,11.0,2,,2026-07-03,20.03,0.0,3
URG,production_energie,3.8,Tendance baissière (pas un setup),1.35,39.8,-0.014,0.0,3.85,-35.71,23482122.0,37.2,40.0,90.0,0.0,0.0,0.0,0.556,0.31,0.0,0.0,0.365,0.032,0.0,548317955.2453741,,,0,,2026-01-05,1.61,-16.15,182
EOSE,equipement_electrique|new_tech,3.7,Tendance baissière (pas un setup),5.23,34.7,-0.146,-5.77,-14.12,-44.48,149338802.0,47.6,48.6,33.0,0.79,0.0,0.0,0.078,0.726,0.396,0.0,0.027,0.032,0.0,1855650617.5324843,Événement,4.0,3,,2026-01-12,16.13,-67.58,175
KSCP,robotique,3.7,Tendance baissière (pas un setup),2.04,39.0,0.046,-1.45,5.7,-25.0,1245122.0,41.2,48.7,40.0,0.0,0.0,0.0,0.074,0.684,0.0,0.0,0.361,0.087,0.0,34675842.46547532,Direction,28.0,1,,2026-07-03,2.04,0.0,3
SPCE,espace,3.7,Tendance baissière (pas un setup),2.7,42.4,-0.136,-2.88,8.0,-41.18,165840561.0,69.7,74.5,83.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.395,0.143,0.0,348978690.5925572,Émission titres,7.0,4,,2026-07-03,2.7,0.0,3
CEG,production_energie,3.7,Tendance baissière (pas un setup),239.25,34.1,-1.862,1.16,-10.96,-12.25,1061307974.0,27.1,30.4,37.0,0.0,0.0,0.0,1.0,0.671,0.0,0.0,0.0,0.016,0.0,86757933940.36113,,,0,,2026-01-05,353.92,-32.4,182
VERI,ia,3.6,Tendance baissière (pas un setup),1.31,34.2,0.009,-9.03,2.34,-34.17,4217096.0,48.2,49.8,65.0,0.25,0.0,0.0,0.011,0.573,0.127,0.0,0.384,0.016,0.0,126882758.25148223,8-K,26.0,1,,2026-01-05,5.1,-74.31,182
UEC,production_energie,3.6,Tendance baissière (pas un setup),10.77,41.4,0.019,2.09,1.7,-30.25,144736747.0,36.0,44.4,71.0,0.0,0.0,0.0,0.312,0.571,0.0,0.0,0.323,0.048,0.0,5290185384.883291,Résultats,27.0,1,,2026-01-05,13.99,-23.02,182
CAMT,semiconducteurs,3.5,Tendance baissière (pas un setup),142.5,37.2,-3.727,-8.35,-15.21,-24.01,85382718.0,34.0,36.4,81.0,0.16,0.0,0.0,0.753,0.166,0.21,0.0,0.025,0.048,0.0,6631991376.883163,,,0,,2026-01-05,123.88,15.03,182
SMCI,gestion_thermique|ia|semiconducteurs,2.9,Tendance baissière (pas un setup),27.22,39.8,-0.753,-1.56,-14.08,-45.74,2419449970.0,47.0,50.5,85.0,0.0,0.0,0.0,0.0,0.434,0.0,0.0,0.311,0.111,0.0,17607883350.76754,Contrat,21.0,3,,2026-07-03,27.22,0.0,3
