date_signal,ticker,sector,bucket,cohort,votes,horizon_days,status,days_elapsed,entry,exit,date_exit,ret_pct,notes,source,generated_at_utc
2025-09-09,A,Unknown,pre_signal,P0_other,0,1,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,pre_signal,P0_other,0,3,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,pre_signal,P0_other,0,5,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,pre_signal,P0_other,0,10,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,pre_signal,P0_other,0,20,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,event,P0_other,0,1,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,event,P0_other,0,3,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,event,P0_other,0,5,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,event,P0_other,0,10,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,A,Unknown,event,P0_other,0,20,open,0,126.62999725341797,126.62999725341797,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAL,Unknown,event,P0_other,0,1,open,0,12.699999809265137,12.699999809265137,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAL,Unknown,event,P0_other,0,3,open,0,12.699999809265137,12.699999809265137,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAL,Unknown,event,P0_other,0,5,open,0,12.699999809265137,12.699999809265137,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAL,Unknown,event,P0_other,0,10,open,0,12.699999809265137,12.699999809265137,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAL,Unknown,event,P0_other,0,20,open,0,12.699999809265137,12.699999809265137,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,pre_signal,P0_other,0,1,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,pre_signal,P0_other,0,3,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,pre_signal,P0_other,0,5,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,pre_signal,P0_other,0,10,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,pre_signal,P0_other,0,20,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,event,P0_other,0,1,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,event,P0_other,0,3,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,event,P0_other,0,5,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,event,P0_other,0,10,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,AAPL,Unknown,event,P0_other,0,20,open,0,236.33999633789062,236.33999633789062,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,pre_signal,P0_other,0,1,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,pre_signal,P0_other,0,3,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,pre_signal,P0_other,0,5,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,pre_signal,P0_other,0,10,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,pre_signal,P0_other,0,20,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,event,P0_other,0,1,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,event,P0_other,0,3,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,event,P0_other,0,5,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
2025-09-09,ABBV,Unknown,event,P0_other,0,10,open,0,209.74000549316406,209.74000549316406,2025-09-09,0.0,,auto,2025-09-09T16:53:34Z
