date,ticker,score,bucket,themes,price,mcap_usd
2026-01-27,GHM,57.9,50-60,gestion_thermique,70.54,
2026-01-27,IRDM,57.8,50-60,espace,21.01,
2026-01-27,ACLS,56.7,50-60,semiconducteurs,91.04,
2026-01-27,NBIS,56.6,50-60,ia,97.87,
2026-01-27,NVEC,56.3,50-60,semiconducteurs,72.07,
2026-01-27,TSLA,55.3,50-60,new_tech,430.9,
2026-01-27,EU,55.2,50-60,production_energie,3.33,
2026-01-27,LASR,54.6,50-60,laser_photonique|semiconducteurs,44.92,
2026-01-27,CCJ,54.5,50-60,production_energie,125.97,
2026-01-27,DRS,54.3,50-60,defense,41.99,
2026-01-27,SEDG,54.3,50-60,equipement_electrique,34.81,
2026-01-27,URG,54.3,50-60,production_energie,1.93,
2026-01-27,NXPI,54.1,50-60,semiconducteurs,227.46,
2026-01-27,HIMX,53.8,50-60,semiconducteurs,8.28,
2026-01-27,PNR,53.8,50-60,gestion_thermique,107.27,
2026-01-27,MXL,53.6,50-60,semiconducteurs,18.84,
2026-01-27,FCEL,53.1,50-60,new_tech|production_energie,9.59,
2026-01-27,ECHO,53.0,50-60,espace,125.81,
2026-01-27,HEI,52.8,50-60,defense,338.44,
2026-01-27,LRCX,52.8,50-60,semiconducteurs,238.01,
2026-01-27,KRKNF,52.4,50-60,defense,6.46,
2026-01-27,GNRC,52.3,50-60,equipement_electrique,170.45,
2026-01-27,LITE,51.8,50-60,laser_photonique,370.66,
2026-01-27,BBAI,51.6,50-60,defense|ia|new_tech,6.16,
2026-01-27,NXE,51.5,50-60,production_energie,12.78,
2026-01-27,PLUG,51.4,50-60,new_tech|production_energie,2.41,
2026-01-27,AMRC,51.1,50-60,gestion_thermique,33.02,
2026-01-27,ISSC,50.4,50-60,defense,21.28,
2026-01-27,SES,50.2,50-60,new_tech,2.2,
2026-01-27,UROY,50.0,50-60,production_energie,5.12,
2026-02-03,ROK,81.9,70+,robotique,427.5,
2026-02-03,ALNT,81.6,70+,gestion_thermique,63.94,
2026-02-03,GOOGL,80.5,70+,ia,339.27,
2026-02-03,FIX,79.4,70+,gestion_thermique,1208.87,
2026-02-03,PLPC,78.7,70+,equipement_electrique,269.63,
2026-02-03,NNDM,78.2,70+,new_tech|robotique,1.95,
2026-02-03,STRL,77.9,70+,gestion_thermique,386.78,
2026-02-03,GHM,76.9,70+,gestion_thermique,76.19,
2026-02-03,NVT,76.8,70+,equipement_electrique|gestion_thermique,119.25,
2026-02-03,ESE,76.7,70+,equipement_electrique,238.76,
2026-02-03,HUBB,75.4,70+,equipement_electrique,500.99,
2026-02-03,RTX,75.3,70+,defense,201.98,
2026-02-03,SMP,75.1,70+,gestion_thermique,41.8,
2026-02-03,EMR,74.5,70+,equipement_electrique,150.91,
2026-02-03,MYRG,74.5,70+,equipement_electrique,263.96,
2026-02-03,COHU,73.5,70+,semiconducteurs,29.77,
2026-02-03,CTS,73.4,70+,gestion_thermique,53.2,
2026-02-03,DIOD,72.0,70+,semiconducteurs,58.38,
2026-02-03,AZZ,71.9,70+,equipement_electrique,127.19,
2026-02-03,DCO,71.6,70+,defense,121.42,
2026-02-03,VRT,71.4,70+,equipement_electrique|gestion_thermique|ia,190.07,
2026-02-03,SPXC,71.4,70+,equipement_electrique|gestion_thermique,215.43,
2026-02-03,SMTC,71.2,70+,semiconducteurs,87.63,
2026-02-03,BWXT,70.5,70+,defense|gestion_thermique|production_energie,210.31,
2026-02-03,PWR,70.5,70+,equipement_electrique,488.43,
2026-02-03,CW,70.1,70+,defense,674.33,
2026-02-03,CGNX,69.9,60-70,robotique,40.73,
2026-02-03,MPWR,69.9,60-70,semiconducteurs,1160.73,
2026-02-03,NOC,69.3,60-70,defense,699.65,
2026-02-03,ENS,69.2,60-70,equipement_electrique,189.4,
2026-02-03,HII,68.8,60-70,defense,426.46,
2026-02-03,ERII,68.2,60-70,gestion_thermique,14.81,
2026-02-03,ADI,68.1,60-70,semiconducteurs,309.47,
2026-02-03,ATKR,67.8,60-70,equipement_electrique,69.24,
2026-02-03,SHLS,67.2,60-70,equipement_electrique,10.01,
2026-02-03,TSM,67.0,60-70,semiconducteurs,334.02,
2026-02-03,LMT,66.8,60-70,defense,620.9,
2026-02-03,KLIC,66.7,60-70,semiconducteurs,56.92,
2026-02-03,GEV,65.4,60-70,equipement_electrique|production_energie,779.38,
2026-02-03,TSEM,65.0,60-70,semiconducteurs,136.4,
2026-02-03,LHX,64.6,60-70,defense,348.94,
2026-02-03,GNRC,64.0,60-70,equipement_electrique,173.28,
2026-02-03,HYLN,63.9,60-70,equipement_electrique,2.15,
2026-02-03,MRCY,62.8,60-70,defense|espace,99.28,
2026-02-03,QTUM,61.9,60-70,quantique,114.52,
2026-02-03,VVX,61.7,60-70,defense|laser_photonique,66.4,
2026-02-03,LMB,61.6,60-70,gestion_thermique,89.66,
2026-02-03,WLDN,61.4,60-70,gestion_thermique,127.09,
2026-02-03,MTSI,61.2,60-70,laser_photonique|semiconducteurs,226.71,
2026-02-03,CARR,61.2,60-70,gestion_thermique,60.98,
2026-02-03,CMTL,59.3,50-60,defense|espace,5.98,
2026-02-03,AMAT,59.3,50-60,semiconducteurs,317.88,
2026-02-03,GD,58.9,50-60,defense,352.12,
2026-02-03,TT,58.9,50-60,gestion_thermique,433.33,
2026-02-03,LASR,58.5,50-60,laser_photonique|semiconducteurs,49.98,
2026-02-03,AEIS,57.9,50-60,equipement_electrique,262.87,
2026-02-03,POWL,57.6,50-60,equipement_electrique,150.96,
2026-02-03,ASML,57.4,50-60,semiconducteurs,1391.0,
2026-02-03,AMD,56.7,50-60,ia|semiconducteurs,242.11,
2026-02-03,GSAT,56.1,50-60,espace,61.98,
2026-02-03,LSCC,56.0,50-60,ia|semiconducteurs,81.44,
2026-02-03,MCHP,55.7,50-60,semiconducteurs,75.83,
2026-02-03,POWI,55.3,50-60,equipement_electrique|semiconducteurs,44.93,
2026-02-03,GFS,55.3,50-60,semiconducteurs,40.63,
2026-02-03,AAON,55.1,50-60,gestion_thermique,93.19,
2026-02-03,COHR,55.0,50-60,laser_photonique,229.18,
2026-02-03,IPGP,54.8,50-60,laser_photonique,98.92,
2026-02-03,CRUS,54.7,50-60,semiconducteurs,124.58,
2026-02-03,TATT,54.6,50-60,defense,48.72,
2026-02-03,CCJ,54.2,50-60,production_energie,126.15,
2026-02-03,CDRE,54.0,50-60,defense,41.86,
2026-02-03,ETN,53.9,50-60,equipement_electrique,360.41,
2026-02-03,KRMN,53.7,50-60,defense|espace,111.72,
2026-02-03,ATRO,53.6,50-60,defense,64.17,
2026-02-03,HEI,53.6,50-60,defense,334.2,
2026-02-03,OMCL,53.2,50-60,robotique,46.04,
2026-02-03,DRS,53.0,50-60,defense,41.34,
2026-02-03,HDRN,52.9,50-60,new_tech,10.57,
2026-02-03,ON,52.9,50-60,semiconducteurs,59.43,
2026-02-03,EU,52.8,50-60,production_energie,3.09,
2026-02-03,SITM,52.8,50-60,semiconducteurs,351.47,
2026-02-03,INTC,52.7,50-60,semiconducteurs,49.25,
2026-02-03,LDOS,52.1,50-60,defense,188.65,
2026-02-03,STM,52.0,50-60,semiconducteurs,27.75,
2026-02-03,AOSL,51.5,50-60,equipement_electrique|gestion_thermique|semiconducteurs,22.27,
2026-02-03,AEHR,51.2,50-60,new_tech|semiconducteurs,27.19,
2026-02-03,VSAT,51.2,50-60,espace,44.03,
2026-02-03,ALGM,50.9,50-60,semiconducteurs,38.89,
2026-02-03,DUOT,50.7,50-60,ia,9.88,
2026-02-10,SPXC,82.9,70+,equipement_electrique|gestion_thermique,231.2,
2026-02-10,DIOD,81.8,70+,semiconducteurs,61.7,
2026-02-10,FIX,80.7,70+,gestion_thermique,1268.47,
2026-02-10,MYRG,78.6,70+,equipement_electrique,269.32,
2026-02-10,ON,78.0,70+,semiconducteurs,67.38,
2026-02-10,TSM,78.0,70+,semiconducteurs,360.05,
2026-02-10,AZZ,77.6,70+,equipement_electrique,135.2,
2026-02-10,VRT,76.9,70+,equipement_electrique|gestion_thermique|ia,199.53,
2026-02-10,HUBB,76.7,70+,equipement_electrique,500.23,
2026-02-10,VVX,76.4,70+,defense|laser_photonique,68.23,
2026-02-10,GNRC,75.3,70+,equipement_electrique,182.3,
2026-02-10,EMR,75.0,70+,equipement_electrique,160.42,
2026-02-10,ERII,75.0,70+,gestion_thermique,15.59,
2026-02-10,MTSI,74.9,70+,laser_photonique|semiconducteurs,230.54,
2026-02-10,AMAT,74.9,70+,semiconducteurs,328.25,
2026-02-10,ADI,74.7,70+,semiconducteurs,323.26,
2026-02-10,COHU,74.7,70+,semiconducteurs,32.53,
2026-02-10,SEDG,74.7,70+,equipement_electrique,36.79,
2026-02-10,CAMT,74.4,70+,semiconducteurs,154.0,
2026-02-10,ALNT,74.3,70+,gestion_thermique,66.35,
2026-02-10,PLPC,74.2,70+,equipement_electrique,271.25,
2026-02-10,LSCC,73.6,70+,ia|semiconducteurs,90.95,
2026-02-10,AEIS,73.1,70+,equipement_electrique,278.87,
2026-02-10,AMKR,72.7,70+,semiconducteurs,53.3,
2026-02-10,PWR,72.7,70+,equipement_electrique,510.46,
2026-02-10,STRL,72.5,70+,gestion_thermique,415.19,
2026-02-10,GEV,71.9,70+,equipement_electrique|production_energie,789.91,
2026-02-10,QTUM,71.8,70+,quantique,117.65,
2026-02-10,SMTC,71.6,70+,semiconducteurs,88.59,
2026-02-10,DCO,71.5,70+,defense,121.17,
2026-02-10,SMP,71.5,70+,gestion_thermique,43.25,
2026-02-10,CRUS,71.3,70+,semiconducteurs,142.08,
2026-02-10,CGNX,71.2,70+,robotique,43.46,
2026-02-10,ONTO,71.1,70+,semiconducteurs,217.71,
2026-02-10,ASML,71.0,70+,semiconducteurs,1410.54,
2026-02-10,AAON,70.8,70+,gestion_thermique,98.84,
2026-02-10,LMT,68.8,60-70,defense,622.19,
2026-02-10,SHLS,68.5,60-70,equipement_electrique,10.26,
2026-02-10,CW,68.4,60-70,defense,645.06,
2026-02-10,TT,67.8,60-70,gestion_thermique,459.23,
2026-02-10,LDOS,67.5,60-70,defense,193.55,
2026-02-10,ETN,67.3,60-70,equipement_electrique,375.26,
2026-02-10,LII,66.9,60-70,gestion_thermique,545.65,
2026-02-10,TATT,66.3,60-70,defense,51.4,
2026-02-10,NOC,66.0,60-70,defense,679.82,
2026-02-10,TSEM,65.1,60-70,semiconducteurs,136.57,
2026-02-10,STM,65.0,60-70,semiconducteurs,33.31,
2026-02-10,GD,64.6,60-70,defense,355.61,
2026-02-10,PLAB,64.4,60-70,semiconducteurs,37.56,
2026-02-10,TXN,64.2,60-70,semiconducteurs,219.8,
2026-02-10,NXPI,63.8,60-70,semiconducteurs,234.6,
2026-02-10,ALAB,63.7,60-70,ia,182.86,
2026-02-10,SITM,63.3,60-70,semiconducteurs,413.76,
2026-02-10,RTX,62.5,60-70,defense,193.74,
2026-02-10,NVDA,61.7,60-70,ia|robotique|semiconducteurs,188.31,
2026-02-10,ITRI,61.3,60-70,equipement_electrique,105.57,
2026-02-10,LHX,60.9,60-70,defense,342.49,
2026-02-10,MXL,60.5,60-70,semiconducteurs,18.86,
2026-02-10,MPWR,59.9,50-60,semiconducteurs,1138.0,
2026-02-10,COHR,59.5,50-60,laser_photonique,228.37,
2026-02-10,HII,59.2,50-60,defense,396.41,
2026-02-10,HYLN,59.1,50-60,equipement_electrique,2.1,
2026-02-10,LMB,58.6,50-60,gestion_thermique,92.36,
2026-02-10,VSAT,58.5,50-60,espace,45.0,
2026-02-10,GFS,58.3,50-60,semiconducteurs,41.84,
2026-02-10,MCHP,58.3,50-60,semiconducteurs,76.03,
2026-02-10,LASR,58.0,50-60,laser_photonique|semiconducteurs,52.92,
2026-02-10,ROK,57.9,50-60,robotique,409.91,
2026-02-10,OSIS,57.6,50-60,defense,274.1,
2026-02-10,ATRO,57.0,50-60,defense,59.55,
2026-02-10,NVMI,56.9,50-60,semiconducteurs,460.8,
2026-02-10,NVT,56.8,50-60,equipement_electrique|gestion_thermique,111.99,
2026-02-10,HDRN,56.5,50-60,new_tech,10.6,
2026-02-10,MKSI,55.9,50-60,laser_photonique,252.09,
2026-02-10,ENS,55.7,50-60,equipement_electrique,173.21,
2026-02-10,MASS,55.6,50-60,robotique,6.77,
2026-02-10,BWXT,55.4,50-60,defense|gestion_thermique|production_energie,199.29,
2026-02-10,AEHR,55.4,50-60,new_tech|semiconducteurs,26.83,
2026-02-10,NNDM,55.4,50-60,new_tech|robotique,2.14,
2026-02-10,SKYT,55.3,50-60,semiconducteurs,30.0,
2026-02-10,ALGM,55.2,50-60,semiconducteurs,41.61,
2026-02-10,BWMN,54.4,50-60,gestion_thermique,35.65,
2026-02-10,CDRE,54.4,50-60,defense,41.97,
2026-02-10,LRCX,54.2,50-60,semiconducteurs,226.18,
2026-02-10,GSAT,53.4,50-60,espace,58.78,
2026-02-10,CMTL,52.8,50-60,defense|espace,5.81,
2026-02-10,POWI,52.7,50-60,equipement_electrique|semiconducteurs,45.35,
2026-02-10,INTC,52.6,50-60,semiconducteurs,47.13,
2026-02-10,ESE,52.5,50-60,equipement_electrique,278.14,
2026-02-10,VECO,52.4,50-60,semiconducteurs,31.46,
2026-02-10,KLAC,52.3,50-60,semiconducteurs,142.72,
2026-02-10,DNN,52.1,50-60,production_energie,3.88,
2026-02-10,DUOT,51.7,50-60,ia,10.02,
2026-02-10,GHM,51.6,50-60,gestion_thermique,89.11,
2026-02-10,ISSC,51.6,50-60,defense,19.68,
2026-02-10,AYI,51.1,50-60,equipement_electrique,331.27,
2026-02-10,KRKNF,50.9,50-60,defense,6.03,
2026-02-10,FN,50.6,50-60,laser_photonique,466.29,
2026-02-10,CCJ,50.3,50-60,production_energie,118.09,
2026-02-18,ASML,79.8,70+,semiconducteurs,1465.52,
2026-02-18,NOC,78.5,70+,defense,719.35,
2026-02-18,ATRO,76.8,70+,defense,62.48,
2026-02-18,RTX,75.8,70+,defense,203.29,
2026-02-18,SHLS,75.7,70+,equipement_electrique,10.73,
2026-02-18,MTSI,75.6,70+,laser_photonique|semiconducteurs,246.76,
2026-02-18,VVX,75.3,70+,defense|laser_photonique,69.08,
2026-02-18,SPXC,74.7,70+,equipement_electrique|gestion_thermique,241.58,
2026-02-18,LMT,74.1,70+,defense,642.2,
2026-02-18,CW,72.4,70+,defense,690.39,
2026-02-18,HUBB,72.2,70+,equipement_electrique,519.32,
2026-02-18,ERII,71.8,70+,gestion_thermique,15.75,
2026-02-18,AMAT,71.3,70+,semiconducteurs,368.38,
2026-02-18,DCO,71.3,70+,defense,123.99,
2026-02-18,NVT,71.1,70+,equipement_electrique|gestion_thermique,115.48,
2026-02-18,ADI,70.9,70+,semiconducteurs,344.35,
2026-02-18,CRUS,70.3,70+,semiconducteurs,145.98,
2026-02-18,HEI,70.2,70+,defense,342.1,
2026-02-18,TATT,70.1,70+,defense,52.29,
2026-02-18,SMP,69.7,60-70,gestion_thermique,43.96,
2026-02-18,HII,69.0,60-70,defense,421.74,
2026-02-18,MPWR,69.0,60-70,semiconducteurs,1184.14,
2026-02-18,ALNT,68.9,60-70,gestion_thermique,67.01,
2026-02-18,ONTO,68.6,60-70,semiconducteurs,220.0,
2026-02-18,LRCX,68.4,60-70,semiconducteurs,239.63,
2026-02-18,QTUM,67.7,60-70,quantique,116.53,
2026-02-18,GEV,67.5,60-70,equipement_electrique|production_energie,816.64,
2026-02-18,TSM,67.1,60-70,semiconducteurs,360.4,
2026-02-18,TXN,67.0,60-70,semiconducteurs,222.19,
2026-02-18,LHX,66.4,60-70,defense,349.48,
2026-02-18,STM,66.4,60-70,semiconducteurs,33.64,
2026-02-18,ON,66.2,60-70,semiconducteurs,70.66,
2026-02-18,NRG,65.7,60-70,production_energie,170.54,
2026-02-18,MCHP,65.5,60-70,semiconducteurs,78.25,
2026-02-18,MASS,65.1,60-70,robotique,6.88,
2026-02-18,MYRG,65.0,60-70,equipement_electrique,260.9,
2026-02-18,PWR,64.6,60-70,equipement_electrique,519.13,
2026-02-18,TT,64.6,60-70,gestion_thermique,457.3,
2026-02-18,SMTC,64.5,60-70,semiconducteurs,87.29,
2026-02-18,AZZ,64.3,60-70,equipement_electrique,133.08,
2026-02-18,FN,63.8,60-70,laser_photonique,505.78,
2026-02-18,AMRC,62.7,60-70,gestion_thermique,32.93,
2026-02-18,NVDA,61.8,60-70,ia|robotique|semiconducteurs,187.75,
2026-02-18,FIX,61.4,60-70,gestion_thermique,1318.27,
2026-02-18,VSAT,61.1,60-70,espace,45.97,
2026-02-18,CDRE,60.8,60-70,defense,42.5,
2026-02-18,PLAB,60.4,60-70,semiconducteurs,37.55,
2026-02-18,AAON,59.3,50-60,gestion_thermique,102.08,
2026-02-18,BWXT,59.2,50-60,defense|gestion_thermique|production_energie,201.7,
2026-02-18,LASR,58.2,50-60,laser_photonique|semiconducteurs,54.35,
2026-02-18,EMR,57.9,50-60,equipement_electrique,150.53,
2026-02-18,GFS,57.7,50-60,semiconducteurs,46.48,
2026-02-18,ENS,57.4,50-60,equipement_electrique,175.46,
2026-02-18,ESE,56.9,50-60,equipement_electrique,269.87,
2026-02-18,NNDM,56.8,50-60,new_tech|robotique,2.0,
2026-02-18,NXPI,56.7,50-60,semiconducteurs,235.31,
2026-02-18,HYLN,56.6,50-60,equipement_electrique,2.08,
2026-02-18,CAMT,56.5,50-60,semiconducteurs,157.54,
2026-02-18,GSAT,56.5,50-60,espace,59.01,
2026-02-18,MU,56.5,50-60,semiconducteurs,420.77,
2026-02-18,COHR,56.2,50-60,laser_photonique,223.89,
2026-02-18,ETN,56.2,50-60,equipement_electrique,378.15,
2026-02-18,IRDM,56.0,50-60,espace,22.86,
2026-02-18,SLAB,56.0,50-60,semiconducteurs,205.45,
2026-02-18,CTS,55.8,50-60,gestion_thermique,54.22,
2026-02-18,KRKNF,55.5,50-60,defense,5.99,
2026-02-18,MXL,55.0,50-60,semiconducteurs,18.47,
2026-02-18,HDRN,54.6,50-60,new_tech,10.58,
2026-02-18,LMB,54.6,50-60,gestion_thermique,92.62,
2026-02-18,OSIS,54.5,50-60,defense,273.97,
2026-02-18,POWI,54.3,50-60,equipement_electrique|semiconducteurs,45.61,
2026-02-18,LII,54.2,50-60,gestion_thermique,550.95,
2026-02-18,PLPC,54.2,50-60,equipement_electrique,251.71,
2026-02-18,SITM,53.9,50-60,semiconducteurs,410.72,
2026-02-18,CARR,53.7,50-60,gestion_thermique,64.1,
2026-02-18,VIAV,53.7,50-60,laser_photonique,26.33,
2026-02-18,ISSC,53.5,50-60,defense,23.52,
2026-02-18,CMTL,53.4,50-60,defense|espace,5.69,
2026-02-18,STRL,53.4,50-60,gestion_thermique,410.63,
2026-02-18,KLAC,53.3,50-60,semiconducteurs,147.84,
2026-02-18,SKYT,53.3,50-60,semiconducteurs,28.74,
2026-02-18,BE,52.7,50-60,equipement_electrique|production_energie,157.27,
2026-02-18,DRS,52.3,50-60,defense,39.74,
2026-02-18,MKSI,51.6,50-60,laser_photonique,249.93,
2026-02-18,BOTT,51.4,50-60,robotique,58.57,
2026-02-18,PDFS,51.4,50-60,semiconducteurs,33.25,
2026-02-18,TSAT,51.4,50-60,espace,28.58,
2026-02-18,SEDG,51.1,50-60,equipement_electrique,35.1,
2026-02-18,TSEM,51.0,50-60,semiconducteurs,128.35,
2026-02-18,NBIS,50.4,50-60,ia,101.8,
2026-02-18,ONDS,50.1,50-60,defense|equipement_electrique|espace|laser_photonique|robotique,11.07,
2026-02-25,SMTC,80.2,70+,semiconducteurs,92.16,
2026-02-25,ASML,79.7,70+,semiconducteurs,1523.18,
2026-02-25,MPWR,77.5,70+,semiconducteurs,1227.62,
2026-02-25,NVT,76.8,70+,equipement_electrique|gestion_thermique,121.62,
2026-02-25,MTSI,75.2,70+,laser_photonique|semiconducteurs,253.37,
2026-02-25,GEV,74.6,70+,equipement_electrique|production_energie,875.03,
2026-02-25,LMT,74.1,70+,defense,639.92,
2026-02-25,HUBB,73.1,70+,equipement_electrique,524.89,
2026-02-25,POWI,72.7,70+,equipement_electrique|semiconducteurs,48.32,
2026-02-25,ATRO,72.6,70+,defense,62.92,
2026-02-25,ERII,72.6,70+,gestion_thermique,16.12,
2026-02-25,LRCX,72.5,70+,semiconducteurs,249.01,
2026-02-25,TATT,72.2,70+,defense,54.93,
2026-02-25,NVDA,72.1,70+,ia|robotique|semiconducteurs,195.32,
2026-02-25,TSM,71.6,70+,semiconducteurs,385.74,
2026-02-25,MYRG,70.7,70+,equipement_electrique,274.01,
2026-02-25,OSIS,70.4,70+,defense,295.26,
2026-02-25,DCO,70.3,70+,defense,126.77,
2026-02-25,STM,70.3,70+,semiconducteurs,34.42,
2026-02-25,QTUM,70.1,70+,quantique,117.97,
2026-02-25,CRUS,70.0,70+,semiconducteurs,143.57,
2026-02-25,GFS,68.2,60-70,semiconducteurs,48.79,
2026-02-25,ADI,67.9,60-70,semiconducteurs,358.69,
2026-02-25,HII,67.2,60-70,defense,432.36,
2026-02-25,NVEC,66.9,60-70,semiconducteurs,70.58,
2026-02-25,ALNT,66.5,60-70,gestion_thermique,66.42,
2026-02-25,ONTO,66.4,60-70,semiconducteurs,225.22,
2026-02-25,GSAT,66.3,60-70,espace,63.44,
2026-02-25,SMP,66.3,60-70,gestion_thermique,42.73,
2026-02-25,TT,66.3,60-70,gestion_thermique,457.87,
2026-02-25,CW,66.2,60-70,defense,698.24,
2026-02-25,BWXT,66.1,60-70,defense|gestion_thermique|production_energie,207.7,
2026-02-25,POWW,66.0,60-70,defense,2.15,
2026-02-25,TSAT,65.9,60-70,espace,32.98,
2026-02-25,PWR,65.7,60-70,equipement_electrique,562.57,
2026-02-25,SLAB,65.5,60-70,semiconducteurs,204.16,
2026-02-25,AZZ,65.3,60-70,equipement_electrique,134.15,
2026-02-25,STRL,64.8,60-70,gestion_thermique,455.25,
2026-02-25,CAMT,63.9,60-70,semiconducteurs,169.03,
2026-02-25,TXN,63.9,60-70,semiconducteurs,212.82,
2026-02-25,ON,63.7,60-70,semiconducteurs,69.68,
2026-02-25,NRG,63.4,60-70,production_energie,183.03,
2026-02-25,HEI,63.2,60-70,defense,344.59,
2026-02-25,VSAT,63.2,60-70,espace,47.66,
2026-02-25,ESE,63.1,60-70,equipement_electrique,278.96,
2026-02-25,NOC,63.1,60-70,defense,700.57,
2026-02-25,AMAT,63.0,60-70,semiconducteurs,394.46,
2026-02-25,NBIS,62.7,60-70,ia,106.12,
2026-02-25,SPXC,62.6,60-70,equipement_electrique|gestion_thermique,226.66,
2026-02-25,RTX,62.5,60-70,defense,195.17,
2026-02-25,PLAB,61.4,60-70,semiconducteurs,43.57,
2026-02-25,MASS,61.1,60-70,robotique,6.82,
2026-02-25,VVX,60.8,60-70,defense|laser_photonique,67.88,
2026-02-25,DNN,60.7,60-70,production_energie,4.23,
2026-02-25,KLAC,60.1,60-70,semiconducteurs,154.47,
2026-02-25,PDFS,59.8,50-60,semiconducteurs,34.67,
2026-02-25,AAON,59.5,50-60,gestion_thermique,98.86,
2026-02-25,SITM,59.1,50-60,semiconducteurs,418.17,
2026-02-25,PLPC,58.9,50-60,equipement_electrique,261.15,
2026-02-25,QUIK,58.2,50-60,ia,8.22,
2026-02-25,BOTT,58.0,50-60,robotique,60.09,
2026-02-25,FIX,58.0,50-60,gestion_thermique,1449.28,
2026-02-25,INTC,57.9,50-60,semiconducteurs,46.88,
2026-02-25,CDRE,57.6,50-60,defense,42.37,
2026-02-25,DRS,57.5,50-60,defense,42.19,
2026-02-25,AMRC,57.4,50-60,gestion_thermique,32.86,
2026-02-25,HDRN,57.4,50-60,new_tech,10.61,
2026-02-25,KRKNF,57.4,50-60,defense,6.28,
2026-02-25,MXL,57.4,50-60,semiconducteurs,18.64,
2026-02-25,BE,57.3,50-60,equipement_electrique|production_energie,174.77,
2026-02-25,LHX,56.7,50-60,defense,338.49,
2026-02-25,IRDM,55.9,50-60,espace,23.42,
2026-02-25,COHU,55.8,50-60,semiconducteurs,31.27,
2026-02-25,LSCC,55.6,50-60,ia|semiconducteurs,101.07,
2026-02-25,EMR,55.4,50-60,equipement_electrique,147.84,
2026-02-25,MU,55.4,50-60,semiconducteurs,428.82,
2026-02-25,MKSI,55.3,50-60,laser_photonique,255.72,
2026-02-25,MCHP,55.2,50-60,semiconducteurs,75.09,
2026-02-25,NXPI,55.1,50-60,semiconducteurs,233.07,
2026-02-25,ISSC,54.9,50-60,defense,25.24,
2026-02-25,URG,54.7,50-60,production_energie,1.71,
2026-02-25,NNDM,54.4,50-60,new_tech|robotique,1.93,
2026-02-25,VST,54.4,50-60,production_energie,174.88,
2026-02-25,NXE,53.9,50-60,production_energie,12.82,
2026-02-25,SKYT,53.9,50-60,semiconducteurs,28.8,
2026-02-25,GHM,53.3,50-60,gestion_thermique,80.78,
2026-02-25,KLIC,53.3,50-60,semiconducteurs,72.4,
2026-02-25,AMKR,53.2,50-60,semiconducteurs,50.79,
2026-02-25,MRCY,53.1,50-60,defense|espace,89.3,
2026-02-25,CTS,52.9,50-60,gestion_thermique,53.14,
2026-02-25,SEDG,52.3,50-60,equipement_electrique,42.45,
2026-02-25,COHR,52.0,50-60,laser_photonique,267.9,
2026-02-25,ETN,52.0,50-60,equipement_electrique,371.34,
2026-02-25,TSLA,52.0,50-60,new_tech,417.4,
2026-02-25,ECHO,51.8,50-60,espace,107.01,
2026-02-25,NLST,51.7,50-60,laser_photonique,1.17,
2026-02-25,PL,51.6,50-60,espace,24.63,
2026-02-25,LASR,51.4,50-60,laser_photonique|semiconducteurs,60.6,
2026-02-25,NVMI,50.7,50-60,semiconducteurs,457.01,
2026-02-25,CCJ,50.6,50-60,production_energie,119.72,
2026-02-25,WLDN,50.6,50-60,gestion_thermique,117.1,
2026-02-25,ALGM,50.2,50-60,semiconducteurs,38.12,
2026-03-04,LHX,76.2,70+,defense,365.99,
2026-03-04,LMT,75.0,70+,defense,660.16,
2026-03-04,VVX,74.3,70+,defense|laser_photonique,73.93,
2026-03-04,CDRE,73.7,70+,defense,45.3,
2026-03-04,NOC,73.0,70+,defense,750.54,
2026-03-04,RTX,72.4,70+,defense,207.95,
2026-03-04,DRS,71.8,70+,defense,46.76,
2026-03-04,TATT,71.4,70+,defense,60.32,
2026-03-04,SLAB,70.8,70+,semiconducteurs,203.58,
2026-03-04,TSAT,69.9,60-70,espace,35.42,
2026-03-04,KRKNF,69.7,60-70,defense,6.67,
2026-03-04,GHM,68.4,60-70,gestion_thermique,86.07,
2026-03-04,ATRO,68.3,60-70,defense,63.28,
2026-03-04,PWR,68.3,60-70,equipement_electrique,568.18,
2026-03-04,VSAT,68.3,60-70,espace,47.84,
2026-03-04,DCO,68.1,60-70,defense,139.45,
2026-03-04,ECHO,68.1,60-70,espace,114.03,
2026-03-04,GD,67.5,60-70,defense,362.83,
2026-03-04,STM,66.5,60-70,semiconducteurs,33.2,
2026-03-04,ESE,66.4,60-70,equipement_electrique,280.42,
2026-03-04,IRDM,66.2,60-70,espace,24.28,
2026-03-04,OSIS,66.1,60-70,defense,288.58,
2026-03-04,SMTC,65.6,60-70,semiconducteurs,89.75,
2026-03-04,CRUS,65.0,60-70,semiconducteurs,137.81,
2026-03-04,GEV,64.9,60-70,equipement_electrique|production_energie,840.33,
2026-03-04,ADI,64.9,60-70,semiconducteurs,340.58,
2026-03-04,TT,64.9,60-70,gestion_thermique,442.97,
2026-03-04,NVEC,64.2,60-70,semiconducteurs,68.46,
2026-03-04,HII,64.1,60-70,defense,435.15,
2026-03-04,BWXT,63.7,60-70,defense|gestion_thermique|production_energie,205.01,
2026-03-04,MTSI,63.7,60-70,laser_photonique|semiconducteurs,239.0,
2026-03-04,AZZ,63.6,60-70,equipement_electrique,132.38,
