horizon_days,bucket,cohort,n_trades,winrate,avg_ret,median_ret,p95_ret,p05_ret,generated_at_utc
1,confirmed,P0_other,172,51.74418604651163,0.11545978465743417,0.10262727133022453,3.194024071405795,-2.731675309874255,2025-09-05T20:14:52Z
1,events,P0_other,2558,56.29397967161845,0.260324544626647,0.1969136065028243,3.321965970041301,-2.818032047306129,2025-09-05T20:14:52Z
1,pre,P0_other,1154,53.81282495667244,0.7301474313692774,0.1873702542831257,7.3189966756173535,-4.096005917398582,2025-09-05T20:14:52Z
3,events,P0_other,1338,64.64872944693573,1.192911441694517,0.7498500265621377,7.0657917697419395,-4.227021499637096,2025-09-05T20:14:52Z
3,pre,P0_other,246,67.47967479674797,1.290899842796369,1.0997312168579798,6.623460684080474,-3.3415839539101433,2025-09-05T20:14:52Z
