candidate_type,ticker_tv,ticker_yf,price,market_cap,sector,industry,technical_local,tech_score,local_label,finnhub_label,tv_reco,tv_symbol_used,tv_exchange_used,final_signal,analyst_bucket,analyst_mean,analyst_votes,avg_vol,rank_score
anticipative,SBRA,SBRA,19.079999923706055,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2315319.9,0.0
anticipative,ACAD,ACAD,25.5,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2004514.2,0.0
anticipative,MRCY,MRCY,67.88999938964844,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,442045.6,0.0
anticipative,VSAT,VSAT,30.100000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4787088.9,0.0
anticipative,TCBI,TCBI,87.19999694824219,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,488134.9,0.0
anticipative,CLBT,CLBT,16.3700008392334,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2048583.7,0.0
anticipative,PATK,PATK,114.05999755859375,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,246144.7,0.0
anticipative,WGS,WGS,130.25999450683594,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,645187.9,0.0
anticipative,EXPO,EXPO,72.9800033569336,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,469069.5,0.0
anticipative,CARG,CARG,36.18000030517578,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1182340.1,0.0
anticipative,WULF,WULF,8.869999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,41544216.3,0.0
anticipative,VC,VC,125.4000015258789,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,285568.4,0.0
anticipative,PTON,PTON,8.119999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,9172008.1,0.0
anticipative,WSFS,WSFS,58.40999984741211,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,273078.3,0.0
anticipative,POWL,POWL,270.7300109863281,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,224116.8,0.0
anticipative,ALHC,ALHC,16.299999237060547,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2681216.7,0.0
anticipative,MBLY,MBLY,14.850000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3669242.4,0.0
anticipative,WSBC,WSBC,32.9900016784668,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,374128.7,0.0
anticipative,NMRK,NMRK,17.920000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1459648.7,0.0
anticipative,AMRX,AMRX,9.550000190734863,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1425409.1,0.0
anticipative,SUPN,SUPN,45.43000030517578,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,642290.2,0.0
anticipative,XMTR,XMTR,49.15999984741211,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,797515.5,0.0
anticipative,LQDA,LQDA,28.84000015258789,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2329329.6,0.0
anticipative,SPNS,SPNS,42.93000030517578,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,682864.1,0.0
anticipative,CGON,CGON,30.940000534057617,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,612938.7,0.0
anticipative,NBTB,NBTB,44.58000183105469,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,163847.3,0.0
anticipative,VICR,VICR,51.89500045776367,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,349301.0,0.0
anticipative,VITL,VITL,51.599998474121094,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1117699.9,0.0
anticipative,HUBG,HUBG,37.349998474121094,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,750558.3,0.0
anticipative,UPWK,UPWK,16.780000686645508,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2971761.1,0.0
anticipative,LMAT,LMAT,97.06999969482422,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,192693.4,0.0
anticipative,LFST,LFST,5.46999979019165,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2173170.7,0.0
anticipative,ANIP,ANIP,96.0,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,435287.5,0.0
anticipative,SKWD,SKWD,51.15999984741211,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,406836.6,0.0
anticipative,AVDX,AVDX,9.9399995803833,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1222324.0,0.0
anticipative,ADPT,ADPT,13.020000457763672,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1678687.5,0.0
anticipative,HLMN,HLMN,9.920000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1121457.7,0.0
anticipative,LZ,LZ,10.850000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2465892.2,0.0
anticipative,WBTN,WBTN,14.5600004196167,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,504564.3,0.0
anticipative,DYN,DYN,13.239999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2609083.0,0.0
anticipative,BEAM,BEAM,18.540000915527344,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2735452.1,0.0
anticipative,BLBD,BLBD,58.06999969482422,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,647395.5,0.0
anticipative,GO,GO,18.1200008392334,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2423571.0,0.0
anticipative,ASTH,ASTH,30.81999969482422,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,352839.5,0.0
anticipative,CDTX,CDTX,64.93000030517578,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,379964.9,0.0
anticipative,MNKD,MNKD,5.340000152587891,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,7526028.7,0.0
anticipative,LILAK,LILAK,8.170000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1243490.8,0.0
anticipative,LILA,LILA,8.0,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,571026.9,0.0
anticipative,OPRA,OPRA,17.799999237060547,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,907430.1,0.0
anticipative,FLYW,FLYW,13.050000190734863,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1708158.8,0.0
anticipative,EWTX,EWTX,14.619999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,900525.6,0.0
anticipative,OMCL,OMCL,33.119998931884766,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,534143.1,0.0
anticipative,LGIH,LGIH,65.45999908447266,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,423291.7,0.0
anticipative,AVDL,AVDL,14.989999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1495282.8,0.0
anticipative,HOPE,HOPE,11.260000228881836,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,625742.8,0.0
anticipative,MLKN,MLKN,21.170000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,390520.0,0.0
anticipative,METC,METC,24.979999542236328,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2610083.1,0.0
anticipative,NAVI,NAVI,13.770000457763672,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,788899.9,0.0
anticipative,DCOM,DCOM,30.989999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,167117.3,0.0
anticipative,EVLV,EVLV,7.889999866485596,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3118375.6,0.0
anticipative,XERS,XERS,7.889999866485596,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2041652.1,0.0
anticipative,NTLA,NTLA,11.619999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3568718.4,0.0
anticipative,NEOG,NEOG,5.739999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4289632.8,0.0
anticipative,BLFS,BLFS,25.8700008392334,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,459482.8,0.0
anticipative,JAMF,JAMF,8.989999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1461439.9,0.0
anticipative,ULCC,ULCC,5.179999828338623,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4711410.0,0.0
anticipative,ALGT,ALGT,64.2699966430664,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,331601.0,0.0
anticipative,FWRG,FWRG,18.65999984741211,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,919447.1,0.0
anticipative,TRIN,TRIN,16.190000534057617,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,517250.7,0.0
anticipative,NMFC,NMFC,10.640000343322754,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,398207.0,0.0
anticipative,REAX,REAX,5.25,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3145506.6,0.0
anticipative,STOK,STOK,19.6299991607666,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,896663.0,0.0
anticipative,FSUN,FSUN,38.63999938964844,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,235666.1,0.0
anticipative,ASTE,ASTE,46.97999954223633,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,212846.8,0.0
anticipative,NEO,NEO,8.0600004196167,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3268588.0,0.0
anticipative,ATAI,ATAI,4.559999942779541,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,6185073.4,0.0
anticipative,AMWD,AMWD,66.44000244140625,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,213367.5,0.0
anticipative,FTRE,FTRE,10.510000228881836,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2253426.0,0.0
anticipative,NESR,NESR,9.710000038146973,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,881924.4,0.0
anticipative,SWIM,SWIM,8.0,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,607936.7,0.0
anticipative,SPTN,SPTN,26.809999465942383,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,622163.1,0.0
anticipative,TH,TH,8.6899995803833,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,386215.9,0.0
anticipative,LQDT,LQDT,26.93000030517578,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,189696.7,0.0
anticipative,LIND,LIND,14.479999542236328,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,405084.3,0.0
anticipative,ALNT,ALNT,46.025001525878906,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,174249.2,0.0
anticipative,ADTN,ADTN,9.670000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,777132.9,0.0
anticipative,HAFC,HAFC,25.299999237060547,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,180223.5,0.0
anticipative,DAWN,DAWN,7.409999847412109,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1071672.2,0.0
anticipative,FDUS,FDUS,21.389999389648438,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,157236.8,0.0
anticipative,RBBN,RBBN,4.159999847412109,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,509651.4,0.0
anticipative,RIGL,RIGL,40.130001068115234,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,773091.8,0.0
anticipative,TBPH,TBPH,14.050000190734863,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,596787.8,0.0
anticipative,SNCY,SNCY,12.960000038146973,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,699824.2,0.0
anticipative,RLAY,RLAY,4.0,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1145791.0,0.0
anticipative,FLGT,FLGT,21.979999542236328,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,223944.1,0.0
anticipative,CSTL,CSTL,23.09000015258789,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,502991.6,0.0
anticipative,PRAA,PRAA,16.959999084472656,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,197615.3,0.0
anticipative,BCAX,BCAX,12.0600004196167,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,271566.0,0.0
anticipative,TYRA,TYRA,12.140000343322754,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,283728.8,0.0
anticipative,HIVE,HIVE,2.7100000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,22560671.0,0.0
anticipative,TERN,TERN,7.059999942779541,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1144974.5,0.0
anticipative,SIGA,SIGA,8.489999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,525714.5,0.0
anticipative,EGBN,EGBN,19.940000534057617,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,418580.9,0.0
anticipative,CCAP,CCAP,15.90999984741211,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,240637.6,0.0
anticipative,HELE,HELE,25.670000076293945,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,702993.1,0.0
anticipative,BAND,BAND,15.649999618530273,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,225203.4,0.0
anticipative,CYRX,CYRX,8.850000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,480437.3,0.0
anticipative,CNDT,CNDT,2.7899999618530273,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,891368.6,0.0
anticipative,ANGO,ANGO,10.729999542236328,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,378447.6,0.0
anticipative,KRNY,KRNY,6.699999809265137,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,434933.4,0.0
anticipative,IMXI,IMXI,14.569999694824219,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,502703.6,0.0
anticipative,CRVS,CRVS,5.730000019073486,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,561769.0,0.0
anticipative,RMNI,RMNI,4.389999866485596,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,276853.5,0.0
anticipative,IHRT,IHRT,2.2799999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,547351.6,0.0
anticipative,NEWT,NEWT,12.34000015258789,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,171596.3,0.0
anticipative,NPCE,NPCE,9.609999656677246,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,174169.2,0.0
anticipative,CTNM,CTNM,10.989999771118164,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,292807.7,0.0
anticipative,OPRT,OPRT,6.75,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,699703.2,0.0
anticipative,RITR,RITR,4.710000038146973,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,448064.2,0.0
anticipative,MPAA,MPAA,14.869999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,181588.6,0.0
anticipative,LXEO,LXEO,4.96999979019165,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,313136.8,0.0
anticipative,LPRO,LPRO,2.259999990463257,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,645340.2,0.0
anticipative,PBYI,PBYI,5.110000133514404,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,588695.5,0.0
anticipative,HITI,HITI,3.1700000762939453,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1299790.5,0.0
anticipative,NB,NB,4.550000190734863,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3008493.6,0.0
anticipative,GEOS,GEOS,18.850000381469727,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,223192.9,0.0
anticipative,BZUN,BZUN,3.859999895095825,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,717076.2,0.0
anticipative,INGN,INGN,8.119999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,188927.5,0.0
anticipative,XGN,XGN,9.829999923706055,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,214182.2,0.0
anticipative,SSSS,SSSS,8.699999809265137,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,157882.8,0.0
anticipative,INSG,INSG,12.8100004196167,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,372006.4,0.0
anticipative,CGTX,CGTX,2.5899999141693115,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,10606803.8,0.0
anticipative,TRUE,TRUE,2.119999885559082,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,391854.1,0.0
anticipative,BIOA,BIOA,4.710000038146973,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,208196.9,0.0
anticipative,MIST,MIST,1.7799999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1081998.4,0.0
anticipative,THTX,THTX,3.25,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,413175.1,0.0
anticipative,DLTH,DLTH,3.5899999141693115,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,6918192.5,0.0
anticipative,ZURA,ZURA,2.069999933242798,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,324606.6,0.0
anticipative,OSS,OSS,5.820000171661377,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,797216.1,0.0
anticipative,PRPL,PRPL,1.100000023841858,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,589412.7,0.0
anticipative,TROO,TROO,1.0099999904632568,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,169521.3,0.0
anticipative,QIPT,QIPT,2.5999999046325684,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1321943.6,0.0
anticipative,GMHS,GMHS,2.0299999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,16170637.9,0.0
anticipative,EDAP,EDAP,2.5199999809265137,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,268724.7,0.0
anticipative,IFRX,IFRX,1.5700000524520874,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1360903.7,0.0
anticipative,ZTEK,ZTEK,0.878000020980835,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1587566.8,0.0
anticipative,GNSS,GNSS,2.0,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,151414.2,0.0
anticipative,WRAP,WRAP,1.7400000095367432,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,343221.1,0.0
anticipative,KLRS,KLRS,4.659999847412109,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1248170.4,0.0
anticipative,QVCGA,QVCGA,9.84000015258789,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,425604.8,0.0
anticipative,NAMI,NAMI,1.0800000429153442,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4849990.8,0.0
anticipative,CIGL,CIGL,2.9100000858306885,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,13311802.6,0.0
anticipative,PRLD,PRLD,1.1399999856948853,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,297315.7,0.0
anticipative,PAVS,PAVS,0.9319000244140625,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,266821.8,0.0
anticipative,DRRX,DRRX,1.909999966621399,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,538916.8,0.0
anticipative,MOBX,MOBX,1.059999942779541,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2485838.5,0.0
anticipative,RMTI,RMTI,1.6799999475479126,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4593690.1,0.0
anticipative,ALXO,ALXO,1.0800000429153442,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1073395.5,0.0
anticipative,SCWO,SCWO,0.36410000920295715,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1615279.9,0.0
anticipative,PTNM,PTNM,2.1500000953674316,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,6617936.0,0.0
anticipative,LXEH,LXEH,2.1500000953674316,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4069879.2,0.0
anticipative,LVTX,LVTX,1.5499999523162842,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,150663.2,0.0
anticipative,SKBL,SKBL,1.2999999523162842,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,12455161.1,0.0
anticipative,XLO,XLO,0.7179999947547913,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,397819.9,0.0
anticipative,ASBP,ASBP,0.5447999835014343,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,7623655.9,0.0
anticipative,RLYB,RLYB,0.5860000252723694,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,431663.5,0.0
anticipative,MGRX,MGRX,2.2200000286102295,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,266006.0,0.0
anticipative,STI,STI,6.860000133514404,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,9305068.4,0.0
anticipative,LEXX,LEXX,0.965399980545044,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,195579.0,0.0
anticipative,PTHL,PTHL,1.0299999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3220947.8,0.0
anticipative,WETH,WETH,1.1399999856948853,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,345143.4,0.0
anticipative,IBIO,IBIO,0.8112999796867371,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,3302731.9,0.0
anticipative,SHFS,SHFS,3.819999933242798,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,4447993.0,0.0
anticipative,IOTR,IOTR,0.42980000376701355,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,169543.0,0.0
anticipative,STSS,STSS,10.449999809265137,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,6166056.2,0.0
anticipative,TLPH,TLPH,0.5156999826431274,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,438151.9,0.0
anticipative,NCI,NCI,2.0299999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2181061.2,0.0
anticipative,LCFY,LCFY,5.329999923706055,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,2983880.9,0.0
anticipative,POLA,POLA,2.890000104904175,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1707953.4,0.0
anticipative,UGRO,UGRO,0.5099999904632568,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,29040139.0,0.0
anticipative,SNTG,SNTG,2.2799999713897705,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,784977.5,0.0
anticipative,KTTA,KTTA,0.7960000038146973,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,279444.7,0.0
anticipative,VIVS,VIVS,2.259999990463257,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,1498532.5,0.0
anticipative,BBLG,BBLG,2.8499999046325684,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,12086803.8,0.0
anticipative,BENF,BENF,0.396699994802475,,Unknown,Unknown,Buy,2,NEUTRAL,,,,,NEUTRAL,,,,14209307.1,0.0
confirmed,THC,THC,192.52000427246094,17009334897.476196,Health Care,Health Care Facilities,Strong Buy,6,STRONG_BUY,,,,,STRONG_BUY,Strong Buy,1.59091,21.0,934117.0,5.8
confirmed,AXSM,AXSM,124.41000366210938,6208245797.744751,Healthcare,Biotechnology,Strong Buy,6,STRONG_BUY,,,,,STRONG_BUY,Strong Buy,1.26316,19.0,576375.8,5.76
confirmed,BRX,BRX,28.139999389648438,8613653813.171387,Real Estate,Retail REITs,Strong Buy,6,STRONG_BUY,,,,,STRONG_BUY,Strong Buy,1.52941,17.0,1994921.3,5.68
confirmed,BURL,BURL,301.3500061035156,18995597634.735107,Consumer Discretionary,Apparel Retail,Strong Buy,6,STRONG_BUY,,,,,STRONG_BUY,Strong Buy,1.27778,16.0,1272690.3,5.64
confirmed,IDYA,IDYA,25.829999923706055,2263836660.9933167,Healthcare,Biotechnology,Strong Buy,6,STRONG_BUY,,,,,STRONG_BUY,Strong Buy,1.4,15.0,991351.7,5.6
