ticker_tv,ticker_yf,exchange,market_cap,price,sector,industry,technical_local,tech_score,local_label,finnhub_label,tv_reco,tv_symbol_used,tv_exchange_used,final_signal,analyst_bucket,analyst_mean,analyst_votes,avg_vol,out_of_scope
AA,AA,,,31.290000915527344,Materials,Aluminum,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,5095485.7,False
ALSN,ALSN,,,89.2300033569336,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,989121.0,False
AEE,AEE,,,100.87999725341797,Utilities,Multi-Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1308030.0,False
AIG,AIG,,,81.7300033569336,Financials,Property & Casualty Insurance,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3809900.0,False
AMP,AMP,,,511.8999938964844,Financials,Asset Management & Custody Banks,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,386620.0,False
AR,AR,,,32.47999954223633,Energy,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4283611.0,False
ARES,ARES,,,180.0500030517578,Financials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1340355.1,False
ARW,ARW,,,126.69999694824219,Information Technology,Technology Distributors,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,427430.0,False
AGO,AGO,,,83.04000091552734,Financials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,313640.0,False
ATI,ATI,,,77.16000366210938,Industrials,Aerospace & Defense,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1718320.0,False
BRBR,BRBR,,,42.68000030517578,Consumer Staples,Packaged Foods & Meats,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3352980.3,False
BSY,BSY,,,53.7400016784668,Information Technology,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1759179.4,False
BWXT,BWXT,,,163.7899932861328,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1003590.0,False
CDNS,CDNS,,,349.3299865722656,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1168170.0,False
CSL,CSL,,,391.9700012207031,Industrials,Industrial Conglomerates,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,322160.0,False
CAT,CAT,,,420.2200012207031,Industrials,Construction Machinery & Heavy Transportation Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2369600.0,False
COR,COR,,,292.70001220703125,Health Care,Health Care Distributors,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1362050.0,False
CNP,CNP,,,37.459999084472656,Utilities,Multi-Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4907770.0,False
CRL,CRL,,,162.30999755859375,Health Care,Life Sciences Tools & Services,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,693780.0,False
CLF,CLF,,,10.520000457763672,Materials,Steel,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,15236920.0,False
CMS,CMS,,,71.54000091552734,Utilities,Multi-Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1899510.0,False
CTVA,CTVA,,,72.6500015258789,Materials,Fertilizers & Agricultural Chemicals,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3884049.7,False
CPNG,CPNG,,,28.729999542236328,Consumer Discretionary,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,8076952.5,False
CUBE,CUBE,,,40.97999954223633,Real Estate,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1552840.0,False
DDOG,DDOG,,,131.77999877929688,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4641025.9,False
DELL,DELL,,,126.66999816894531,Information Technology,"Technology Hardware, Storage & Peripherals",Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,7604248.5,False
FANG,FANG,,,142.74000549316406,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1678044.7,False
DASH,DASH,,,248.77999877929688,Consumer Discretionary,Interactive Media & Services,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2590138.6,False
EBAY,EBAY,,,93.02999877929688,Consumer Discretionary,Broadline Retail,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,6038870.0,False
EMR,EMR,,,133.10000610351562,Industrials,Electrical Components & Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2832770.0,False
ETR,ETR,,,88.18000030517578,Utilities,Electric Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2404730.0,False
EOG,EOG,,,121.5999984741211,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2182620.0,False
EQT,EQT,,,51.79999923706055,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,6381470.0,False
ELS,ELS,,,60.88999938964844,Real Estate,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1455660.0,False
EVRG,EVRG,,,71.58000183105469,Utilities,Electric Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2023290.0,False
FFIV,FFIV,,,314.3500061035156,Information Technology,Communications Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,429410.0,False
FRHC,FRHC,,,172.3800048828125,Financials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,98197.7,False
GIS,GIS,,,49.61000061035156,Consumer Staples,Packaged Foods & Meats,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,5638620.0,False
GWRE,GWRE,,,216.99000549316406,Information Technology,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,653700.0,False
HAYW,HAYW,,,16.010000228881836,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2034977.2,False
HUBB,HUBB,,,437.1600036621094,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,416232.7,False
IAC,IAC,,,36.790000915527344,Communication Services,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1150691.3,False
IBM,IBM,,,247.17999267578125,Information Technology,IT Consulting & Other Services,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3590440.0,False
IDA,IDA,,,125.16999816894531,Utilities,Electric Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,327900.0,False
K,K,,,79.4800033569336,Consumer Staples,Packaged Foods & Meats,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2886640.0,False
LRCX,LRCX,,,100.41999816894531,Information Technology,Semiconductor Materials & Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,9892370.0,False
LW,LW,,,55.77000045776367,Consumer Staples,Packaged Foods & Meats,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1208634.0,False
LSTR,LSTR,,,134.36000061035156,Industrials,Cargo Ground Transportation,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,362420.0,False
FWONA,FWONA,,,90.02999877929688,Communication Services,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,82851.5,False
LOAR,LOAR,,,73.7300033569336,Industrials,Aerospace & Defense,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1013259.4,False
LPX,LPX,,,96.76000213623047,Materials,Forest Products,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,940040.0,False
MKL,MKL,,,1958.1800537109375,Financials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,38990.0,False
MAR,MAR,,,268.8500061035156,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1167450.0,False
MCK,MCK,,,691.4500122070312,Health Care,Health Care Distributors,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,835310.0,False
META,META,,,748.6500244140625,Communication Services,Interactive Media & Services,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,8715341.4,False
MSFT,MSFT,,,507.9700012207031,Information Technology,Systems Software,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,20146770.0,False
MRP,MRP,,,34.22999954223633,Consumer Discretionary,Homebuilding,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1152229.5,False
NDAQ,NDAQ,,,94.30000305175781,Financials,Financial Exchanges & Data,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2287620.0,False
NNN,NNN,,,42.380001068115234,Real Estate,Retail REITs,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1104170.0,False
NTRS,NTRS,,,129.49000549316406,Financials,Asset Management & Custody Banks,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,907160.0,False
NTNX,NTNX,,,68.66999816894531,Information Technology,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4362648.8,False
ONON,ONON,,,46.04999923706055,Consumer Discretionary,Footwear,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4422449.1,False
PEGA,PEGA,,,53.810001373291016,Information Technology,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1017790.0,False
POOL,POOL,,,315.79998779296875,Consumer Discretionary,Distributors,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,452150.0,False
PPL,PPL,,,36.5,Utilities,Electric Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4921920.0,False
PGR,PGR,,,249.00999450683594,Financials,Property & Casualty Insurance,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2519830.0,False
RRC,RRC,,,34.939998626708984,Energy,Oil & Gas Exploration & Production,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2446330.0,False
RBC,RBC,,,391.1000061035156,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,178180.0,False
O,O,,,58.279998779296875,Real Estate,Retail REITs,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,5596390.0,False
RS,RS,,,294.9599914550781,Materials,Steel,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,282830.0,False
RMD,RMD,,,273.80999755859375,Health Care,Health Care Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1092160.0,False
ROL,ROL,,,56.86000061035156,Industrials,Environmental & Facilities Services,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1434250.0,False
SAIL,SAIL,,,21.059999465942383,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1742295.3,False
SEIC,SEIC,,,89.22000122070312,Financials,Asset Management & Custody Banks,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,583320.0,False
SRE,SRE,,,82.12000274658203,Utilities,Multi-Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3281770.0,False
ST,ST,,,32.2400016784668,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1225730.0,False
SPOT,SPOT,,,703.8499755859375,Communication Services,Movies & Entertainment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1199135.8,False
STLD,STLD,,,130.86000061035156,Materials,Steel,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1187030.0,False
TKR,TKR,,,77.41999816894531,Industrials,Industrial Machinery & Supplies & Components,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,685110.0,False
TWLO,TWLO,,,106.02999877929688,Information Technology,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2426753.6,False
UHAL,UHAL,,,58.27000045776367,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,112660.0,False
VLTO,VLTO,,,106.5999984741211,Industrials,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,832230.1,False
VNOM,VNOM,,,39.04999923706055,Energy,Oil & Gas Storage & Transportation,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2059200.8,False
WAB,WAB,,,193.77999877929688,Industrials,Construction Machinery & Heavy Transportation Equipment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,880150.0,False
DIS,DIS,,,118.80999755859375,Communication Services,Movies & Entertainment,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,5924180.0,False
WEC,WEC,,,107.4800033569336,Utilities,Electric Utilities,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1878580.0,False
WMB,WMB,,,57.58000183105469,Energy,Oil & Gas Storage & Transportation,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,5768390.0,False
WDAY,WDAY,,,231.1300048828125,Information Technology,Application Software,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4392547.8,False
ZG,ZG,,,80.91000366210938,Real Estate,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,524410.0,False
Z,Z,,,83.69999694824219,Real Estate,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2520594.5,False
MELI,MELI,,,2417.800048828125,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,308440.0,False
NTES,NTES,,,133.13999938964844,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,756320.0,False
HBANL,HBANL,,,25.530000686645508,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,22161.2,False
HBANM,HBANM,,,22.75,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,11506.3,False
AGNCL,AGNCL,,,25.15999984741211,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,11632.3,False
GRAB,GRAB,,,5.050000190734863,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,25234162.2,False
BPYPM,BPYPM,,,15.628000259399414,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,27319.1,False
BPYPO,BPYPO,,,14.359999656677246,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,24254.7,False
RADX,RADX,,,5.599999904632568,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,20572.6,False
MMYT,MMYT,,,100.08999633789062,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,610550.0,False
GRFS,GRFS,,,9.899999618530273,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,527700.0,False
URBN,URBN,,,71.3499984741211,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2917290.0,False
SITM,SITM,,,230.5,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,373714.1,False
CALM,CALM,,,113.06999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,658030.0,False
SOUN,SOUN,,,13.289999961853027,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,63662462.9,False
ALKS,ALKS,,,28.920000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1486530.0,False
OPCH,OPCH,,,28.780000686645508,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1905470.0,False
KRYS,KRYS,,,149.75,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,253086.8,False
VEON,VEON,,,57.849998474121094,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,193600.0,False
PCVX,PCVX,,,32.150001525878906,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1534891.2,False
REGCO,REGCO,,,22.530000686645508,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3616.7,False
VRRM,VRRM,,,25.020000457763672,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,773220.8,False
GBDC,GBDC,,,14.789999961853027,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1029980.0,False
LBRDP,LBRDP,,,24.899999618530273,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,10721.9,False
HWKN,HWKN,,,168.69000244140625,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,137620.0,False
AVPT,AVPT,,,16.1200008392334,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1305300.3,False
PSMT,PSMT,,,109.58000183105469,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,179420.0,False
PCH,PCH,,,42.20000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,513070.0,False
AGYS,AGYS,,,108.25,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,153950.0,False
IMVT,IMVT,,,16.1200008392334,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1514456.4,False
RNW,RNW,,,7.639999866485596,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,848010.7,False
NEXT,NEXT,,,10.460000038146973,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2637170.3,False
TOWN,TOWN,,,36.56999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,401060.0,False
NMFCZ,NMFCZ,,,25.360000610351562,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,6769.9,False
OSW,OSW,,,22.1299991607666,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,556159.5,False
APPN,APPN,,,29.920000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,853419.3,False
APGE,APGE,,,37.130001068115234,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,400385.9,False
IOSP,IOSP,,,85.86000061035156,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,155290.0,False
BLTE,BLTE,,,65.13999938964844,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,27027.5,False
GLPG,GLPG,,,31.90999984741211,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,199997.1,False
CENX,CENX,,,22.030000686645508,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1266480.0,False
HWCPZ,HWCPZ,,,23.829999923706055,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,13466.5,False
OZKAP,OZKAP,,,17.15999984741211,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,32179.2,False
PNFPP,PNFPP,,,25.0,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,15591.7,False
CASH,CASH,,,78.37999725341797,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,135550.0,False
ACMR,ACMR,,,26.979999542236328,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1971732.8,False
WERN,WERN,,,28.81999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,565560.0,False
ARCB,ARCB,,,74.43000030517578,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,272630.0,False
TXG,TXG,,,13.569999694824219,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2081669.2,False
CLBK,CLBK,,,15.0,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,106158.6,False
OXSQG,OXSQG,,,23.816999435424805,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1151.3,False
GDRX,GDRX,,,4.28000020980835,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2689248.4,False
HIMX,HIMX,,,8.319999694824219,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1101020.0,False
AAOI,AAOI,,,23.31999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4818446.4,False
ROOT,ROOT,,,93.91999816894531,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,448131.0,False
CLOV,CLOV,,,2.690000057220459,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3882850.0,False
CGBDL,CGBDL,,,25.59000015258789,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3720.4,False
DGII,DGII,,,34.099998474121094,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,192970.0,False
VRNT,VRNT,,,20.360000610351562,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4495030.0,False
MFIC,MFIC,,,13.079999923706055,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,310720.0,False
DMLP,DMLP,,,25.420000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,92460.0,False
CNOBP,CNOBP,,,23.375,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,10679.8,False
IGIC,IGIC,,,24.190000534057617,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,62098.0,False
SAFT,SAFT,,,73.06999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,103430.0,False
WOOF,WOOF,,,3.4200000762939453,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,6535610.0,False
ZYME,ZYME,,,14.079999923706055,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,468024.3,False
SION,SION,,,23.059999465942383,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,212457.1,False
KRUS,KRUS,,,83.08999633789062,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,204720.2,False
GCT,GCT,,,26.139999389648438,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,975297.9,False
OLPX,OLPX,,,1.4600000381469727,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1178951.8,False
HROWM,HROWM,,,26.239999771118164,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,8742.4,False
GOODO,GOODO,,,20.450000762939453,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2529.7,False
FWRD,FWRD,,,30.3799991607666,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,521820.0,False
HROWL,HROWL,,,25.25,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,13814.8,False
TCBIO,TCBIO,,,20.309999465942383,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,26420.4,False
IMPPP,IMPPP,,,25.610200881958008,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,595.3,False
TRVI,TRVI,,,7.230000019073486,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2679583.4,False
FBYD,FBYD,,,7.050000190734863,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,6278.3,False
IMNM,IMNM,,,9.800000190734863,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,733484.4,False
AOSL,AOSL,,,27.950000762939453,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,203610.0,False
ANGI,ANGI,,,17.899999618530273,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,577580.0,False
GLDD,GLDD,,,11.670000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,337890.0,False
SHEN,SHEN,,,13.119999885559082,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,302170.0,False
VALN,VALN,,,8.84000015258789,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,191371.2,False
VIR,VIR,,,5.139999866485596,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2134920.6,False
HNRG,HNRG,,,16.450000762939453,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,490260.0,False
SIBN,SIBN,,,16.350000381469727,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,270322.1,False
LANDO,LANDO,,,19.3700008392334,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,8315.5,False
LANDP,LANDP,,,19.354999542236328,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,16751.4,False
MNMD,MNMD,,,9.229999542236328,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1338261.2,False
BMBL,BMBL,,,6.460000038146973,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3638617.7,False
MAZE,MAZE,,,15.039999961853027,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,455103.6,False
NEXN,NEXN,,,9.739999771118164,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,327369.3,False
XNCR,XNCR,,,8.369999885559082,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,800330.6,False
HIFS,HIFS,,,271.0,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,46360.0,False
ORKA,ORKA,,,14.970000267028809,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,142420.0,False
GAIN,GAIN,,,14.140000343322754,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,137230.0,False
ATYR,ATYR,,,5.46999979019165,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,4283147.2,False
KRT,KRT,,,25.670000076293945,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,63754.0,False
RSVR,RSVR,,,7.849999904632568,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,36809.1,False
MSBIP,MSBIP,,,23.579999923706055,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,27259.3,False
INNV,INNV,,,3.6500000953674316,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,17409.8,False
LAB,LAB,,,1.2899999618530273,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1155200.0,False
POET,POET,,,5.260000228881836,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1218860.0,False
ARCT,ARCT,,,16.760000228881836,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,441078.4,False
REPL,REPL,,,5.809999942779541,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,2098641.6,False
CBLL,CBLL,,,12.329999923706055,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,294925.1,False
GRVY,GRVY,,,64.7300033569336,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,8140.0,False
HNST,HNST,,,3.9700000286102295,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,3160909.6,False
TALK,TALK,,,2.630000114440918,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,1064230.1,False
NATH,NATH,,,105.56999969482422,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,28670.0,False
DH,DH,,,4.010000228881836,Unknown,Unknown,Neutral,1,NEUTRAL,,,,,NEUTRAL,,,,249214.7,False
