ticker,themes,score,setup,price,rsi,macd_hist,chg_1d,chg_7d,chg_1m,avg_dollar_vol,dist_to_high_pct,base_depth_pct,bbwidth_pctile,vol_dryup,overext,c_trend,c_base,c_vcp,c_volume,c_pivot,c_momentum,c_rs,c_hi52,mcap_usd,catalyst,catalyst_days,catalyst_n,buzz,first_scan_date,first_scan_price,pct_since_first,days_tracked
AMBA,ia|semiconducteurs,40.0,Setup en formation,69.01,48.0,-0.688,-3.21,0.19,-2.4,146596901.0,28.4,38.4,77.0,0.0,0.0,0.3,0.644,0.289,0.5,0.0,0.729,0.492,0.046,2951012657.687416,Direction,22.0,1,,2026-01-05,77.11,-10.5,199
AEIS,equipement_electrique,39.8,Setup en formation,317.31,50.2,-0.508,4.48,5.11,-18.27,314283472.0,18.6,32.1,91.0,0.28,0.0,0.3,0.996,0.23,0.138,0.0,0.905,0.31,0.329,12567746884.176392,,,0,,2026-01-05,227.51,39.47,199
VRSN,ia,39.6,Setup en formation,262.59,42.8,1.103,-1.34,-2.93,6.02,196759272.0,16.0,21.7,37.0,0.5,0.0,0.305,1.0,0.699,0.748,0.0,0.047,0.254,0.468,23619959777.83203,Contrat,27.0,2,,2026-03-18,238.26,10.21,127
KOPN,defense|ia|laser_photonique,39.2,Setup en formation,3.75,44.1,0.02,-7.64,-11.35,-17.94,19798373.0,43.3,48.9,16.0,1.0,0.0,0.3,0.063,0.89,0.759,0.0,0.456,0.548,0.0,677276184.0634878,,,0,,2026-01-05,2.57,45.91,199
QCOM,semiconducteurs,39.2,Setup en formation,175.63,41.6,-0.652,1.23,-1.32,-20.85,3185052188.0,32.2,36.4,40.0,1.0,0.0,0.3,0.757,0.762,0.5,0.0,0.356,0.595,0.0,178447462280.27344,Émission titres,29.0,1,,2026-01-05,174.54,0.62,199
QUIK,ia,38.9,Setup en formation,13.79,38.0,-0.185,-2.41,-2.68,-37.15,7714831.0,43.3,50.0,82.0,0.9,0.0,0.3,0.0,0.51,0.95,0.0,0.407,0.556,0.0,233425081.3522339,,,0,,2026-01-27,8.31,65.94,177
ALAB,ia,38.6,En base (loin du pivot),330.89,44.5,-13.515,3.47,-5.63,-24.74,1867184674.0,33.8,61.4,66.0,0.8,0.0,0.726,0.0,0.3,0.4,0.0,0.505,0.754,0.0,55877272360.704346,,,0,,2026-01-05,167.11,98.01,199
HUBB,equipement_electrique,38.3,Setup en formation,476.84,43.8,-1.593,-0.64,-0.64,-11.6,255447463.0,12.9,17.4,52.0,0.87,0.0,0.3,1.0,0.523,0.433,0.14,0.426,0.111,0.486,25438031125.27939,,,0,,2026-01-05,462.83,3.03,199
UCTT,memoire|semiconducteurs,38.2,En base (loin du pivot),101.46,49.3,-1.651,-3.51,-0.64,-17.61,178776616.0,29.6,49.9,79.0,0.0,0.0,0.732,0.007,0.129,0.0,0.0,0.819,0.841,0.012,4429041314.405273,Direction,15.0,1,,2026-01-05,29.65,242.19,199
VIAV,laser_photonique,38.0,Setup en formation,42.25,46.7,0.096,-1.79,5.31,-20.19,285544268.0,26.5,39.4,56.0,0.67,0.0,0.3,0.587,0.607,0.335,0.0,0.709,0.5,0.0,10422468585.75,,,0,,2026-01-05,18.11,133.3,199
STRL,gestion_thermique,37.6,Setup en formation,719.34,48.6,-0.097,3.59,7.55,-22.88,663087158.0,28.5,41.0,80.0,0.0,0.0,0.3,0.501,0.439,0.0,0.0,0.847,0.683,0.051,21926648056.1156,Direction,13.0,2,,2026-01-05,327.11,119.91,199
AMKR,semiconducteurs,37.4,Setup en formation,66.97,44.9,-0.77,0.36,-0.99,-28.41,340033609.0,30.7,40.1,80.0,0.73,0.0,0.3,0.548,0.411,0.463,0.0,0.557,0.563,0.0,16007607666.308136,,,0,,2026-01-05,47.98,39.58,199
COHR,laser_photonique,37.0,Setup en formation,312.19,44.4,-1.877,-1.59,4.28,-26.63,1583827243.0,29.0,42.0,92.0,0.86,0.0,0.3,0.444,0.448,0.566,0.0,0.577,0.452,0.032,61454222557.24988,,,0,,2026-01-05,186.36,67.52,199
PWR,equipement_electrique,36.9,Setup en formation,643.14,42.1,-2.522,0.62,-0.88,-13.09,869962821.0,17.8,22.2,60.0,0.25,0.0,0.3,1.0,0.552,0.124,0.0,0.366,0.468,0.385,96961368939.92786,,,0,,2026-01-05,435.67,47.62,199
XYL,gestion_thermique,36.7,Setup en formation,116.14,46.3,-0.528,-0.74,-4.36,3.91,228687739.0,8.4,17.3,33.0,0.42,0.0,0.088,1.0,0.467,0.348,0.703,0.27,0.262,0.202,27612852646.58021,,,0,,2026-01-20,137.81,-15.72,184
ACLS,semiconducteurs,36.5,Setup en formation,141.95,45.4,-0.942,-0.88,-2.11,-22.82,94283107.0,26.7,36.7,88.0,0.42,0.0,0.3,0.737,0.259,0.209,0.0,0.579,0.595,0.108,4269091925.268036,,,0,,2026-01-05,89.04,59.42,199
LRCX,semiconducteurs,36.4,En base (loin du pivot),319.29,44.4,-6.347,-0.84,-4.81,-22.04,4557054908.0,27.2,39.9,98.0,0.0,0.0,0.7,0.561,0.137,0.0,0.0,0.491,0.746,0.094,399284607995.75806,,,0,,2026-01-05,194.39,64.25,199
OMCL,robotique,36.3,En base (loin du pivot),40.86,40.9,-0.376,-2.32,-12.73,5.64,32212043.0,15.0,23.9,55.0,0.07,0.0,0.853,1.0,0.288,0.537,0.0,0.0,0.373,0.143,1795052593.7462463,Direction,22.0,1,,2026-01-05,46.93,-12.93,199
ALGM,semiconducteurs,35.8,En base (loin du pivot),49.87,46.8,-1.087,1.05,-0.32,-19.02,201425608.0,30.5,44.9,94.0,0.0,0.0,0.7,0.285,0.124,0.0,0.0,0.658,0.762,0.0,9345262621.811493,,,0,,2026-01-12,30.17,65.3,192
ENS,equipement_electrique,35.7,Setup en formation,201.31,43.9,-0.46,0.0,-0.47,-13.58,124994649.0,17.5,23.4,76.0,0.0,0.0,0.3,1.0,0.398,0.0,0.0,0.483,0.437,0.417,7281746807.499481,,,0,,2026-01-05,154.49,30.31,199
KLAC,semiconducteurs,35.5,En base (loin du pivot),214.69,45.4,-4.243,-1.32,-4.37,-20.24,3306749205.0,30.2,45.0,89.0,0.04,0.0,0.714,0.277,0.224,0.02,0.0,0.548,0.786,0.0,280587919094.43555,,,0,,2026-01-05,134.9,59.15,199
OUST,laser_photonique|robotique,35.5,En base (loin du pivot),38.86,46.5,-1.213,-4.47,2.4,-18.5,236030912.0,39.1,63.0,93.0,0.26,0.0,0.7,0.0,0.274,0.129,0.0,0.649,0.722,0.0,2523555937.5,Événement,17.0,1,,2026-04-16,24.17,60.78,98
CAMT,semiconducteurs,35.5,Setup en formation,156.79,50.6,1.979,0.41,6.44,-19.89,82282644.0,27.4,40.9,53.0,0.11,0.0,0.3,0.508,0.621,0.357,0.0,0.881,0.183,0.086,7146379236.139359,,,0,,2026-01-05,123.88,26.57,199
GEV,equipement_electrique|production_energie,35.3,En base (loin du pivot),985.03,41.7,-10.057,-8.69,-6.66,-12.64,3125293138.0,17.6,28.5,30.0,0.25,0.0,0.744,1.0,0.419,0.127,0.0,0.039,0.444,0.412,268842438781.42072,Résultats,1.0,1,,2026-01-05,680.1,44.84,199
HIMX,semiconducteurs,35.0,Setup en formation,13.62,42.9,-0.014,-0.44,-2.16,-25.24,30701717.0,44.8,51.0,29.0,1.0,0.0,0.3,0.0,0.829,0.5,0.0,0.406,0.627,0.0,2298933599.7505646,,,0,,2026-01-27,8.28,64.49,177
POWL,equipement_electrique,34.4,Setup en formation,240.68,44.0,0.224,-1.52,-2.56,-21.81,225563196.0,26.6,32.0,67.0,0.0,0.0,0.3,0.999,0.599,0.0,0.0,0.512,0.5,0.113,8859084020.621658,Direction,17.0,1,,2026-01-05,120.36,99.97,199
HYLN,equipement_electrique,34.4,Setup en formation,3.93,41.1,-0.033,1.29,-0.51,-46.68,16663783.0,53.7,71.0,63.0,0.91,0.0,0.3,0.0,0.624,0.453,0.0,0.414,0.69,0.0,730250010.3854561,,,0,,2026-01-05,1.92,104.69,199
GFS,semiconducteurs,34.2,Setup en formation,58.49,34.2,-1.247,-1.52,-4.75,-34.68,229492767.0,36.7,40.3,99.0,1.0,0.0,0.3,0.539,0.387,0.5,0.0,0.391,0.516,0.0,31396662334.06082,,,0,,2026-01-05,37.08,57.74,199
PLPC,equipement_electrique,34.0,Setup en formation,326.38,40.0,-3.712,-2.14,-5.58,-18.62,34041619.0,21.2,24.1,100.0,0.53,0.0,0.3,1.0,0.099,0.265,0.0,0.336,0.437,0.292,1568856289.752319,,,0,,2026-01-05,225.12,44.98,199
NLST,laser_photonique|memoire,33.9,En base (loin du pivot),2.53,42.6,-0.045,2.02,-4.53,-8.66,2414878.0,36.3,54.2,11.0,1.0,0.0,0.7,0.0,0.933,0.515,0.0,0.073,0.595,0.0,849958711.5061998,Direction,21.0,1,,2026-01-20,1.16,118.1,184
ON,semiconducteurs,33.9,Setup en formation,92.33,44.4,0.086,1.39,-0.23,-29.81,1191134918.0,31.6,38.2,71.0,0.3,0.0,0.3,0.654,0.576,0.149,0.0,0.524,0.571,0.0,34454600869.97992,Contrat,28.0,1,,2026-01-05,58.69,57.32,199
NUAI,gestion_thermique,32.9,Setup en formation,5.81,59.1,0.115,-1.69,30.27,-13.02,49975383.0,20.4,48.9,76.0,0.0,0.37,0.3,0.061,0.47,0.139,0.0,1.0,0.794,0.0,547477487.0916824,Contrat,1.0,2,,2026-03-11,5.26,10.46,134
AAON,gestion_thermique,32.9,Setup en formation,107.17,37.9,-0.572,1.48,-5.25,-21.29,118032626.0,28.7,32.3,66.0,0.61,0.0,0.3,0.985,0.516,0.472,0.0,0.037,0.508,0.043,8759638467.37976,,,0,,2026-02-03,93.19,15.0,170
TSAT,espace,32.6,Setup en formation,39.52,43.5,-0.214,1.54,4.22,-11.33,9260731.0,33.2,39.0,79.0,0.68,0.0,0.3,0.611,0.529,0.417,0.0,0.483,0.357,0.0,592623789.3400269,,,0,,2026-01-05,30.94,27.73,199
NVEC,semiconducteurs,32.5,Setup en formation,86.68,41.5,-0.854,-1.65,-2.08,-21.7,23843106.0,28.5,33.6,60.0,0.0,0.0,0.3,0.911,0.638,0.0,0.0,0.351,0.603,0.051,627283781.1315308,Résultats,1.0,1,,2026-01-20,66.49,30.37,184
MASS,robotique,32.5,Setup en formation,7.24,36.9,-0.145,-1.5,-10.06,-16.4,2475780.0,21.9,29.7,69.0,0.23,0.0,0.3,1.0,0.376,0.195,0.0,0.306,0.389,0.251,292729109.9303818,Événement,15.0,1,,2026-02-10,6.77,6.94,163
SKYT,semiconducteurs,32.5,Setup en formation,30.85,32.3,-0.23,-0.84,-3.14,-17.36,23598142.0,22.7,23.7,54.0,1.0,0.0,0.3,1.0,0.676,0.5,0.0,0.336,0.032,0.242,1494343804.0341454,,,0,,2026-01-27,33.54,-8.02,177
MRAM,memoire,32.4,Setup en formation,16.06,38.4,-0.112,0.19,-2.07,-37.09,27470766.0,68.8,73.8,67.0,1.0,0.0,0.3,0.0,0.595,0.5,0.0,0.398,0.571,0.0,385947095.9531021,Direction,6.0,1,,2026-07-06,19.14,-16.09,17
VECO,semiconducteurs,32.1,Setup en formation,54.6,42.9,-0.786,-1.03,-4.14,-29.51,89005418.0,37.0,43.1,90.0,0.58,0.0,0.3,0.383,0.334,0.289,0.0,0.427,0.627,0.0,3323883537.222176,,,0,,2026-01-05,31.07,75.73,199
AXON,defense,31.7,Setup en formation,491.49,44.4,-12.378,-3.85,-9.17,19.87,584593646.0,26.1,45.0,59.0,0.49,0.0,0.193,0.28,0.376,0.698,0.0,0.147,0.587,0.0,39321723756.40604,Direction,13.0,1,,2026-06-29,510.6,-3.74,24
SITM,semiconducteurs,29.7,Setup en formation,590.67,43.7,-4.932,0.08,-3.55,-21.57,402231279.0,34.5,42.3,60.0,0.08,0.0,0.3,0.426,0.526,0.038,0.0,0.466,0.603,0.0,17145040568.314089,Contrat,22.0,1,,2026-01-05,333.03,77.36,199
PENG,memoire|semiconducteurs,29.2,En base (loin du pivot),59.2,45.0,-2.561,1.89,-18.74,-12.86,356080683.0,34.1,55.8,64.0,0.0,0.0,1.0,0.0,0.214,0.0,0.0,0.187,0.746,0.0,2993854649.9799232,Contrat,6.0,3,,2026-04-23,27.61,114.42,91
FORM,semiconducteurs,28.7,Setup en formation,113.39,45.2,-1.03,-0.32,-2.09,-27.62,256358903.0,29.3,39.3,91.0,0.2,0.0,0.3,0.594,0.282,0.099,0.0,0.575,0.405,0.025,8777707208.250458,,,0,,2026-01-05,62.69,80.87,199
SEDG,equipement_electrique,28.1,Setup en formation,47.88,40.9,-0.505,-4.75,-12.28,-16.8,119728101.0,41.1,52.6,9.0,1.0,0.0,0.3,0.0,0.93,0.614,0.0,0.0,0.484,0.0,2744117209.279152,Direction,28.0,1,,2026-01-27,34.81,37.55,177
LPTH,laser_photonique,27.7,Setup en formation,12.13,46.5,-0.051,-4.19,6.22,-18.1,41626932.0,36.0,47.7,84.0,0.7,0.0,0.3,0.126,0.459,0.35,0.0,0.698,0.206,0.0,763519179.5390968,Contrat,0.0,1,,2026-01-12,11.99,1.17,192
GOOGL,ia,27.3,Setup en formation,342.09,40.6,-1.201,-1.46,-7.77,-2.17,11640142327.0,16.2,19.1,27.0,0.23,0.0,0.3,1.0,0.62,0.114,0.0,0.0,0.214,0.459,3876818332096.034,Résultats,1.0,1,,2026-01-05,316.13,8.21,199
AAOI,laser_photonique|semiconducteurs,26.6,Setup en formation,110.52,41.9,0.326,-7.33,1.31,-35.46,1204995925.0,52.7,60.8,58.0,0.81,0.0,0.3,0.0,0.652,0.407,0.0,0.385,0.349,0.0,9086289770.221298,Contrat,22.0,1,,2026-01-05,34.99,215.86,199
MTSI,laser_photonique|semiconducteurs,26.5,Setup en formation,282.62,37.3,-3.982,-0.14,-3.55,-28.68,591014584.0,32.5,39.1,90.0,0.07,0.0,0.3,0.604,0.364,0.034,0.0,0.394,0.484,0.0,21223957852.51306,,,0,,2026-01-05,170.76,65.51,199
NVMI,semiconducteurs,24.3,Setup en formation,454.42,43.9,-2.145,0.29,-3.82,-22.07,261944896.0,26.2,31.5,74.0,0.0,0.0,0.3,1.0,0.485,0.0,0.0,0.463,0.063,0.126,14275241412.97528,,,0,,2026-01-05,382.88,18.68,199
BE,equipement_electrique|production_energie,22.6,Setup en formation,218.22,42.1,-5.35,-3.55,-8.84,-36.9,4048213265.0,37.9,44.6,76.0,0.0,0.0,0.3,0.3,0.314,0.0,0.0,0.353,0.484,0.0,62990093700.5462,Reg FD,14.0,1,,2026-01-27,152.31,43.27,177
PATH,ia|robotique,22.2,Setup en formation,10.7,39.9,-0.04,-11.13,-10.46,5.31,1018753067.0,18.9,30.3,44.0,0.0,0.0,0.134,1.0,0.392,0.5,0.0,0.0,0.127,0.0,5401973589.916637,Vote actionnaires,24.0,1,,2026-01-12,17.24,-37.94,192
VICR,equipement_electrique,18.8,Setup en formation,217.35,35.5,-8.231,1.23,-16.47,-40.54,284755816.0,43.2,48.3,94.0,0.0,0.0,0.3,0.097,0.213,0.0,0.0,0.313,0.437,0.0,10035658295.727951,Résultats,2.0,2,,2026-01-12,139.12,56.23,192
NRG,production_energie,13.8,Tendance baissière (pas un setup),139.98,54.0,-0.611,6.37,1.51,0.77,356788563.0,7.3,20.4,33.0,0.39,0.0,0.0,1.0,0.58,0.255,0.84,0.852,0.325,0.13,29273316749.942627,Événement,8.0,1,,2026-01-05,160.6,-12.84,199
LMT,defense,13.1,Tendance baissière (pas un setup),514.36,47.7,-0.901,1.43,-0.02,4.21,598603472.0,6.6,11.6,37.0,0.55,0.0,0.0,0.931,0.473,0.773,0.919,0.404,0.151,0.161,130971654709.90285,Résultats,0.0,1,,2026-01-05,505.58,1.74,199
CEG,production_energie,12.9,Tendance baissière (pas un setup),274.9,61.4,3.004,4.84,6.5,-0.23,846196328.0,13.3,27.9,10.0,0.54,0.0,0.0,1.0,0.903,0.521,0.081,0.894,0.31,0.0,97437968398.64851,Événement,9.0,1,,2026-01-05,353.92,-22.33,199
CDRE,defense,12.9,Tendance baissière (pas un setup),29.9,54.4,0.133,2.57,3.68,8.49,9746572.0,9.2,21.9,7.0,0.73,0.0,0.0,1.0,0.823,0.401,0.596,0.805,0.238,0.0,1285421434.2546272,,,0,,2026-01-05,41.73,-28.35,199
ISOU,production_energie,12.6,Tendance baissière (pas un setup),10.08,49.5,0.027,1.31,0.7,-5.44,1189636.0,25.2,34.3,2.0,0.54,0.0,0.0,0.874,0.91,0.768,0.0,0.822,0.111,0.141,650859849.8120308,,,0,,2026-01-27,11.97,-15.79,177
UROY,production_energie,11.9,Tendance baissière (pas un setup),3.03,56.0,0.056,4.3,9.78,3.06,6534272.0,32.1,42.5,10.0,0.58,0.0,0.0,0.417,0.887,0.791,0.0,0.887,0.214,0.0,452237889.6870604,,,0,,2026-01-05,4.06,-25.37,199
CRNC,ia,11.6,Tendance baissière (pas un setup),9.56,44.9,-0.146,3.8,-6.55,-9.47,7548548.0,28.0,37.0,49.0,1.0,0.0,0.0,0.724,0.676,0.622,0.0,0.518,0.524,0.0,400815860.65866566,Direction,21.0,1,,2026-01-05,11.09,-13.8,199
AIRO,defense,11.5,Tendance baissière (pas un setup),7.15,50.7,0.064,0.99,6.08,-7.02,3292816.0,27.6,42.2,29.0,0.69,0.0,0.0,0.433,0.753,0.774,0.0,0.89,0.183,0.0,225465269.87911224,,,0,,2026-07-03,7.6,-5.92,20
SYM,robotique,11.3,Tendance baissière (pas un setup),42.46,47.9,0.215,-0.93,-0.42,5.62,74358530.0,24.7,32.2,3.0,0.82,0.0,0.0,0.986,0.939,0.91,0.0,0.412,0.143,0.0,5164945492.484688,,,0,,2026-01-05,68.62,-38.12,199
LMB,gestion_thermique,10.8,Tendance baissière (pas un setup),75.43,46.4,-0.171,2.19,-2.13,-7.74,14898078.0,12.1,18.1,17.0,1.0,0.0,0.0,1.0,0.898,0.5,0.24,0.596,0.127,0.0,880251543.6237488,,,0,,2026-02-03,89.66,-15.87,170
TATT,defense,10.7,Tendance baissière (pas un setup),41.45,45.7,-0.62,1.79,-1.33,-5.04,10620056.0,17.4,37.2,59.0,0.0,0.0,0.4,0.711,0.552,0.5,0.0,0.579,0.262,0.0,544772416.6335831,,,0,,2026-01-05,49.22,-15.79,199
ZENA,defense,10.7,Tendance baissière (pas un setup),1.51,53.3,0.022,0.0,1.34,11.03,2975046.0,30.4,47.0,18.0,1.0,0.0,0.0,0.166,0.872,0.659,0.0,0.802,0.294,0.0,133730578.59202623,,,0,,2026-07-03,1.42,6.34,20
SWKS,semiconducteurs,10.6,Tendance baissière (pas un setup),63.16,48.1,0.491,0.33,9.82,-17.09,328066561.0,25.9,34.9,79.0,0.35,0.0,0.0,0.837,0.529,0.174,0.0,0.856,0.413,0.058,9122121885.451286,,,0,,2026-04-23,61.02,3.51,91
BLDP,production_energie,10.3,Tendance baissière (pas un setup),3.1,39.4,0.014,4.73,3.68,-28.24,21149304.0,52.8,60.1,57.0,1.0,0.0,0.0,0.0,0.657,0.785,0.0,0.46,0.532,0.0,914979227.5908796,,,0,,2026-01-05,2.76,12.32,199
NXE,production_energie,10.2,Tendance baissière (pas un setup),9.44,47.5,0.045,2.94,2.05,-9.67,43330386.0,26.6,33.2,15.0,0.88,0.0,0.0,0.934,0.864,0.515,0.0,0.708,0.095,0.0,6116042898.5409565,,,0,,2026-01-05,10.72,-11.94,199
LEU,production_energie,10.2,Tendance baissière (pas un setup),174.28,54.0,1.305,1.78,11.33,-5.12,140877779.0,19.6,34.4,10.0,0.4,0.0,0.0,0.866,0.79,0.202,0.0,0.901,0.23,0.0,3311914989.9732056,Contrat,21.0,1,,2026-01-20,315.92,-44.83,184
SMCI,gestion_thermique|ia|semiconducteurs,9.8,Tendance baissière (pas un setup),30.56,53.9,0.266,19.84,13.65,-13.82,1324836567.0,40.5,54.5,41.0,0.66,0.0,0.0,0.0,0.752,0.33,0.0,0.928,0.405,0.0,20271448628.90636,Résultats,2.0,1,,2026-07-03,27.22,12.27,20
ARQQ,quantique,9.8,Tendance baissière (pas un setup),18.08,45.8,-0.723,5.12,-0.93,-15.59,16487271.0,41.6,61.9,88.0,0.87,0.0,0.0,0.0,0.39,0.434,0.0,0.618,0.675,0.0,318551138.6657944,,,0,,2026-07-03,23.51,-23.1,20
STI,new_tech,9.3,Tendance baissière (pas un setup),6.55,38.8,-0.156,-6.83,-7.36,-56.79,3231102.0,85.8,90.5,63.0,1.0,0.0,0.0,0.0,0.624,0.594,0.0,0.482,0.508,0.0,50153296.686314106,Événement,24.0,1,,2026-07-03,7.85,-16.56,20
ONDS,defense|equipement_electrique|espace|laser_photonique|robotique,9.3,Tendance baissière (pas un setup),8.0,50.4,0.129,4.44,13.48,-10.01,823251294.0,43.5,56.1,17.0,0.0,0.0,0.0,0.0,0.895,0.5,0.0,0.937,0.135,0.0,4481780521.494293,Contrat,17.0,2,,2026-01-20,13.13,-39.07,184
YMAT,new_tech,9.2,Tendance baissière (pas un setup),2.09,43.3,0.018,-9.13,-8.73,-26.54,1273357.0,83.9,86.6,44.0,1.0,0.0,0.0,0.0,0.733,0.726,0.0,0.391,0.413,0.0,8300912.942296743,,,0,,2026-07-10,1.9,10.0,13
NOC,defense,9.2,Tendance baissière (pas un setup),525.28,47.4,-0.143,2.54,0.01,3.54,567110905.0,6.4,14.7,48.0,0.0,0.0,0.0,1.0,0.31,0.188,0.945,0.367,0.119,0.0,76630213039.49084,Résultats,2.0,1,,2026-01-05,606.7,-13.42,199
MSFT,ia,9.1,Tendance baissière (pas un setup),390.34,49.2,2.373,-1.86,-1.34,6.26,16583082353.0,16.3,25.1,42.0,0.0,0.0,0.0,1.0,0.633,0.5,0.0,0.46,0.143,0.028,2811142490627.24,,,0,,2026-05-29,450.24,-13.3,55
INOD,ia,9.1,Tendance baissière (pas un setup),61.41,34.0,-0.397,-3.49,-5.97,-32.28,79713942.0,50.9,53.7,38.0,1.0,0.0,0.0,0.0,0.771,0.5,0.0,0.389,0.571,0.0,1951484139.2690656,,,0,,2026-01-20,61.62,-0.34,184
NNDM,new_tech|robotique,8.9,Tendance baissière (pas un setup),1.48,48.6,0.009,-0.67,0.0,6.47,4256609.0,20.0,35.7,1.0,1.0,0.0,0.0,0.796,0.995,0.5,0.0,0.41,0.143,0.0,310497681.0438756,Contrat,2.0,2,,2026-01-12,1.7,-12.94,192
DNN,production_energie,8.8,Tendance baissière (pas un setup),3.05,47.6,-0.007,2.01,-1.29,-6.73,73407434.0,22.2,29.6,13.0,0.27,0.0,0.0,1.0,0.772,0.27,0.0,0.694,0.071,0.0,2742291993.567677,,,0,,2026-01-05,3.22,-5.28,199
ECHO,espace,8.8,Tendance baissière (pas un setup),92.28,38.0,0.429,-2.62,-4.44,-13.27,647891505.0,37.3,39.5,21.0,0.88,0.0,0.0,0.586,0.876,0.841,0.0,0.336,0.024,0.0,26132481682.29565,Direction,16.0,2,,2026-01-05,110.67,-16.62,199
KTOS,defense|espace,8.7,Tendance baissière (pas un setup),47.89,43.3,0.108,-0.66,-3.6,-6.26,270168140.0,28.3,31.8,13.0,0.0,0.0,0.0,1.0,0.849,0.5,0.0,0.407,0.063,0.0,9338495060.133606,,,0,,2026-01-05,89.93,-46.75,199
VLN,semiconducteurs,8.7,Tendance baissière (pas un setup),1.77,38.0,-0.017,0.0,-8.29,-19.55,2649632.0,52.3,56.3,40.0,1.0,0.0,0.0,0.0,0.762,0.565,0.0,0.327,0.508,0.0,185145989.3902684,,,0,,2026-07-03,2.07,-14.49,20
AVAV,defense|espace|robotique,8.7,Tendance baissière (pas un setup),150.35,46.5,0.366,1.01,6.47,-0.65,383250653.0,31.0,37.9,62.0,0.0,0.0,0.0,0.671,0.519,0.5,0.0,0.639,0.111,0.0,7958871807.06131,Résultats,24.0,2,,2026-07-03,190.89,-21.24,20
LASE,ia|laser_photonique|new_tech,8.6,Tendance baissière (pas un setup),1.05,38.5,-0.036,-8.7,-14.63,-50.7,4765171.0,76.6,82.1,56.0,1.0,0.0,0.0,0.0,0.662,0.625,0.0,0.421,0.405,0.0,52650623.21880627,Contrat,3.0,4,,2026-07-03,1.4,-25.0,20
NVTS,equipement_electrique|new_tech|robotique|semiconducteurs,8.5,Tendance baissière (pas un setup),12.67,37.2,0.014,-1.21,-4.52,-46.54,251486246.0,62.9,68.6,66.0,1.0,0.0,0.0,0.0,0.605,0.5,0.0,0.425,0.5,0.0,2903152588.874811,Reg FD,15.0,2,,2026-01-20,9.86,28.5,184
LHX,defense,8.5,Tendance baissière (pas un setup),285.16,42.9,-0.454,2.68,-0.58,-0.23,391049684.0,10.5,15.1,31.0,0.32,0.0,0.0,1.0,0.661,0.162,0.441,0.357,0.048,0.192,56135328384.18329,,,0,,2026-01-05,309.05,-7.73,199
ERII,gestion_thermique,8.5,Tendance baissière (pas un setup),8.54,45.3,-0.02,-0.93,-0.93,-4.04,6542042.0,13.8,21.0,3.0,1.0,0.0,0.0,1.0,0.981,0.5,0.022,0.242,0.119,0.0,437103772.724453,Direction,10.0,1,,2026-02-03,14.81,-42.34,170
URG,production_energie,8.4,Tendance baissière (pas un setup),1.3,44.2,0.008,-1.52,-1.52,-9.09,13879308.0,39.5,45.1,1.0,0.5,0.0,0.0,0.271,0.995,0.685,0.0,0.487,0.048,0.0,510889288.7057562,,,0,,2026-01-05,1.61,-19.25,199
WOLF,equipement_electrique|new_tech|semiconducteurs,8.3,Tendance baissière (pas un setup),29.27,35.4,-0.548,-7.75,-16.61,-44.74,156435749.0,63.8,65.0,75.0,1.0,0.0,0.0,0.0,0.552,0.5,0.0,0.352,0.54,0.0,1370504346.986723,,,0,,2026-07-03,40.0,-26.82,20
POET,ia|laser_photonique|new_tech|quantique|semiconducteurs,8.3,Tendance baissière (pas un setup),7.65,39.6,0.002,-8.6,-7.5,-36.72,134041561.0,63.2,65.4,44.0,1.0,0.0,0.0,0.0,0.733,0.5,0.0,0.373,0.46,0.0,1316861719.751358,,,0,,2026-01-05,7.43,2.96,199
PLAB,semiconducteurs,8.3,Tendance baissière (pas un setup),31.24,49.7,0.607,-0.32,4.94,-8.28,38803308.0,44.2,51.6,34.0,0.72,0.0,0.0,0.0,0.795,0.372,0.0,0.853,0.167,0.0,1807237321.2071345,,,0,,2026-01-05,33.38,-6.41,199
BTQ,quantique,8.3,Tendance baissière (pas un setup),3.46,40.2,-0.118,0.29,-0.29,-22.07,11531409.0,45.9,59.0,90.0,1.0,0.0,0.0,0.0,0.462,0.5,0.0,0.42,0.516,0.0,488081567.1137736,,,0,,2026-07-03,4.82,-28.22,20
WLDN,gestion_thermique,8.2,Tendance baissière (pas un setup),74.52,39.8,0.293,2.31,2.36,-10.22,25120983.0,26.8,30.4,27.0,0.82,0.0,0.0,1.0,0.838,0.411,0.0,0.38,0.079,0.0,1108338717.2403412,,,0,,2026-01-05,109.74,-32.09,199
IPWR,equipement_electrique,8.1,Tendance baissière (pas un setup),4.1,35.2,-0.043,-2.84,-8.89,-30.39,1028254.0,55.9,58.2,36.0,1.0,0.0,0.0,0.0,0.786,0.5,0.0,0.343,0.444,0.0,65603970.52070618,,,0,,2026-07-03,5.04,-18.65,20
AXTI,semiconducteurs,8.1,Tendance baissière (pas un setup),52.98,41.2,0.606,-6.25,-0.82,-42.69,536086805.0,63.0,70.7,12.0,0.51,0.0,0.0,0.0,0.929,0.494,0.0,0.393,0.357,0.0,3532851936.0,Direction,1.0,3,,2026-01-05,16.67,217.82,199
INDI,semiconducteurs,8.0,Tendance baissière (pas un setup),3.79,44.0,-0.051,-1.81,-5.72,-6.42,23795747.0,30.9,38.4,47.0,0.42,0.0,0.0,0.646,0.631,0.495,0.0,0.163,0.357,0.0,772259794.0599849,,,0,,2026-01-27,4.57,-17.07,177
